date,qsim,year,month,qobs
1990-09-15,34.05786131014152,1990,9,
1990-09-16,33.27725710908509,1990,9,
1990-09-17,32.54806373776024,1990,9,
1990-09-18,31.86504412214396,1990,9,
1990-09-19,31.22360248643737,1990,9,
1990-09-20,30.61967275105725,1990,9,
1990-09-21,32.21925370545059,1990,9,
1990-09-22,51.96196565662556,1990,9,
1990-09-23,74.404565138291,1990,9,
1990-09-24,79.54978800494045,1990,9,
1990-09-25,69.89811028166496,1990,9,
1990-09-26,54.35735387333538,1990,9,
1990-09-27,46.602315808500144,1990,9,
1990-09-28,43.389813663313305,1990,9,
1990-09-29,41.50341699105073,1990,9,
1990-09-30,47.49923628044822,1990,9,
1990-10-01,75.89446144925536,1990,10,
1990-10-02,105.22782957585524,1990,10,
1990-10-03,110.26020725293353,1990,10,
1990-10-04,104.39239722158892,1990,10,
1990-10-05,92.23642637742886,1990,10,
1990-10-06,83.62509891738246,1990,10,
1990-10-07,77.2485381468846,1990,10,
1990-10-08,71.84548316155589,1990,10,
