nSoil_Types 2676
SOIL_NR	HORIZON	UD[mm]	LD[mm]	Clay[%]	SAND[%]	Bd[gcm-3]	Silt[%]
834	4	1100	1300	20.0	8.0	1.47	
834	5	1300	2000	10.0	12.5	1.52	
835	1	0	100	23.5	19.0	1.25	
835	2	100	700	23.5	19.0	1.48	
835	3	700	2000	23.5	19.0	1.48	
836	1	0	100	35.0	10.0	1.18	
836	2	100	250	35.0	10.0	1.41	
836	3	250	800	55.0	22.5	1.35	
836	4	800	2000	55.0	22.5	1.55	
837	1	0	300	20.0	8.0	1.47	
837	2	300	400	20.0	8.0	1.47	
837	3	400	800	35.0	10.0	1.41	
837	4	800	2000	11.0	84.0	1.59	
838	1	0	300	23.5	19.0	1.48	
838	2	300	500	23.5	19.0	1.48	
838	3	500	800	40.0	20.0	1.41	
838	4	800	2000	55.0	22.5	1.55	
839	1	0	200	21.0	34.0	1.5	
839	2	200	500	10.0	65.0	1.58	
839	3	500	2000	6.5	76.0	1.6	
840	1	0	100	12.5	30.0	1.3	
840	2	100	300	12.5	30.0	1.3	
840	3	300	500	12.5	30.0	1.53	
840	4	500	1500	30.0	30.0	1.66	
840	5	1500	2000	55.0	22.5	1.55	
841	1	0	130	21.0	34.0	1.27	
841	2	130	300	12.5	42.5	1.54	
841	3	300	1100	14.5	60.5	1.55	
842	1	0	40	23.5	19.0	1.03	
842	2	40	100	23.5	19.0	1.03	
842	3	100	400	23.5	19.0	1.25	
842	4	400	1500	30.0	30.0	1.46	
843	1	0	70	20.0	8.0	1.02	
843	2	70	450	20.0	8.0	1.24	
843	3	450	850	30.0	30.0	1.46	
843	4	850	1500	30.0	30.0	1.46	
844	1	0	20	23.5	19.0	1.03	
844	2	20	100	23.5	19.0	1.25	
844	3	100	270	12.5	30.0	1.3	
844	4	270	1100	21.0	34.0	1.5	
845	1	0	300	14.0	10.5	1.5	
845	2	300	500	14.0	10.5	1.27	
845	3	500	1000	23.5	19.0	1.48	
845	4	1000	1300	35.0	10.0	1.61	
846	1	0	50	23.5	19.0	1.03	
846	2	50	200	23.5	19.0	1.03	
846	3	200	600	23.5	19.0	1.25	
846	4	600	1400	30.0	30.0	1.46	
846	5	1400	1800	30.0	30.0	1.46	
847	1	0	300	14.0	10.5	1.5	
847	2	300	500	14.0	10.5	1.5	
847	3	500	900	35.0	10.0	1.41	
847	4	900	1300	40.0	20.0	1.61	
848	1	0	60	23.5	19.0	1.03	
848	2	60	340	23.5	19.0	1.25	
848	3	340	550	23.5	19.0	1.25	
848	4	550	1200	35.0	10.0	1.41	
848	5	1200	2000	30.0	30.0	1.46	
849	1	0	300	14.0	10.5	1.5	
849	2	300	500	14.0	10.5	1.5	
849	3	500	900	35.0	10.0	1.61	
849	4	900	1300	55.0	22.5	1.55	
850	1	0	300	14.0	10.5	1.5	
850	2	300	600	14.0	10.5	1.5	
850	3	600	1000	35.0	10.0	1.61	
850	4	1000	1200	40.0	20.0	1.61	
851	1	0	300	23.5	19.0	1.48	
851	2	300	800	23.5	19.0	1.48	
851	3	800	1200	23.5	19.0	1.48	
851	4	1200	2000	2.5	92.5	1.63	
852	1	0	1100	14.0	10.5	1.27	
853	1	0	50	23.5	19.0	1.03	
853	2	50	200	23.5	19.0	1.25	
853	3	200	500	23.5	19.0	1.25	
853	4	500	700	21.0	44.0	1.51	
853	5	700	1000	21.0	44.0	1.51	
853	6	1000	1500	21.0	44.0	1.51	
854	1	0	100	21.0	34.0	1.05	
854	2	100	300	21.0	44.0	1.28	
854	3	300	650	21.0	44.0	1.51	
854	4	650	1500	12.5	42.5	1.54	
855	1	0	60	21.0	34.0	1.05	
855	2	60	180	21.0	34.0	1.05	
855	3	180	500	14.5	60.5	1.32	
855	4	500	2000	2.5	92.5	1.18	
856	1	0	50	23.5	19.0	1.03	
856	2	50	400	23.5	19.0	1.25	
856	3	400	630	12.5	42.5	1.54	
856	4	630	1500	14.5	60.5	1.55	
857	1	0	100	20.0	8.0	1.47	
857	2	100	300	20.0	8.0	1.47	
857	3	300	500	20.0	8.0	1.47	
857	4	500	2000	35.0	10.0	1.61	
858	1	0	300	14.0	10.5	1.27	
858	2	300	600	14.0	10.5	1.5	
858	3	600	1000	23.5	19.0	1.48	
858	4	1000	2000	50.0	10.0	1.55	
859	1	0	40	14.0	10.5	1.05	
859	2	40	400	14.0	10.5	1.27	
859	3	400	800	20.0	8.0	1.47	
859	4	800	1400	23.5	19.0	1.48	
859	5	1400	2000	30.0	30.0	1.66	
860	1	0	50	23.5	19.0	1.03	
860	2	50	430	23.5	19.0	1.25	
860	3	430	1200	35.0	10.0	1.61	
860	4	1200	2000	30.0	30.0	1.66	
861	1	0	30	30.0	30.0	1.01	
861	2	30	150	21.0	34.0	1.27	
861	3	150	280	21.0	34.0	1.27	
861	4	280	600	21.0	34.0	1.27	
861	5	600	1100	21.0	44.0	1.51	
862	1	0	250	23.5	19.0	1.25	
862	2	250	500	23.5	19.0	1.25	
862	3	500	700	21.0	44.0	1.51	
862	4	700	1500	21.0	44.0	1.51	
863	1	0	300	21.0	44.0	1.51	
863	2	300	500	21.0	44.0	1.51	
863	3	500	1100	10.0	65.0	1.58	
864	1	0	60	23.5	19.0	1.03	
864	2	60	260	23.5	19.0	1.25	
864	3	260	500	23.5	19.0	1.25	
864	4	500	800	14.5	60.5	1.55	
864	5	800	1500	10.0	65.0	1.58	
865	1	0	60	23.5	19.0	1.03	
865	2	60	700	23.5	19.0	1.25	
865	3	700	1500	10.0	65.0	1.58	
866	1	0	30	21.0	44.0	1.28	
866	2	30	200	21.0	44.0	1.51	
866	3	200	1100	6.5	76.0	1.6	
867	1	0	110	14.5	60.5	1.32	
867	2	110	180	21.0	44.0	1.28	
867	3	180	360	12.5	42.5	1.31	
867	4	360	650	12.5	42.5	1.31	
867	5	650	1100	4.0	63.5	1.6	
868	1	0	300	12.5	30.0	1.53	
868	2	300	500	12.5	30.0	1.53	
868	3	500	900	35.0	10.0	1.41	
868	4	900	1300	21.0	44.0	1.71	
869	1	0	100	21.0	34.0	1.27	
869	2	100	500	21.0	34.0	1.5	
869	3	500	800	30.0	30.0	1.66	
869	4	800	2000	30.0	30.0	1.46	
870	1	0	30	21.0	34.0	1.05	
870	2	30	350	21.0	34.0	1.27	
870	3	350	500	21.0	34.0	1.5	
870	4	500	1400	30.0	30.0	1.66	
871	1	0	30	21.0	34.0	1.05	
871	2	30	350	21.0	34.0	1.5	
871	3	350	600	21.0	34.0	1.5	
871	4	600	900	30.0	30.0	1.66	
871	5	900	2000	21.0	44.0	1.51	
872	1	0	70	23.5	19.0	1.03	
872	2	70	400	23.5	19.0	1.25	
872	3	400	1200	23.5	19.0	1.68	
872	4	1200	2000	30.0	30.0	1.46	
873	1	0	50	23.5	19.0	1.25	
873	2	50	300	23.5	19.0	1.25	
873	3	300	500	23.5	19.0	1.68	
873	4	500	700	23.5	19.0	1.68	
873	5	700	1600	21.0	44.0	1.51	
874	1	0	300	12.5	30.0	1.53	
874	2	300	500	12.5	30.0	1.53	
874	3	500	800	35.0	10.0	1.61	
874	4	800	1300	35.0	42.5	1.65	
875	1	0	250	10.0	12.5	1.52	
875	2	250	400	10.0	12.5	1.52	
875	3	400	1100	40.0	20.0	1.41	
875	4	1100	2000	27.5	5.0	1.44	
876	1	0	150	30.0	30.0	1.23	
876	2	150	250	30.0	30.0	1.23	
876	3	250	600	30.0	30.0	1.46	
876	4	600	1000	10.0	65.0	1.58	
876	5	1000	1500	10.0	65.0	1.58	
876	6	1500	2000	2.5	92.5	1.63	
877	1	0	100	70.0	15.0	1.03	
877	2	100	300	70.0	15.0	1.26	
877	3	300	500	70.0	15.0	1.26	
877	4	500	1300	55.0	22.5	1.35	
877	5	1300	2000	35.0	10.0	1.41	
878	1	0	200	23.5	19.0	1.48	
878	2	200	900	23.5	19.0	1.48	
878	3	900	2000	23.5	19.0	1.48	
879	1	0	300	14.0	10.5	1.27	
879	2	300	500	14.0	10.5	1.27	
879	3	500	800	23.5	19.0	1.48	
879	4	800	900	14.0	10.5	1.5	
879	5	900	1800	10.0	12.5	1.52	
879	6	1800	2000	35.0	10.0	1.61	
880	1	0	300	12.5	30.0	1.53	
880	2	300	450	12.5	30.0	1.53	
880	3	450	2000	2.5	92.5	1.63	
881	1	0	200	21.0	56.5	1.52	
881	2	200	1100	35.0	42.5	1.65	
882	1	0	300	4.0	31.0	1.57	
882	2	300	400	4.0	31.0	1.34	
882	3	400	1100	10.0	65.0	1.58	
883	1	0	50	2.5	80.0	1.39	
883	2	50	300	2.5	92.5	1.63	
883	3	300	350	2.5	80.0	1.82	
883	4	350	500	2.5	80.0	1.62	
883	5	500	1100	21.0	71.5	1.54	
884	1	0	100	4.0	31.0	1.34	
884	2	100	450	4.0	31.0	1.57	
884	3	450	1000	35.0	42.5	1.65	
884	4	1000	1300	55.0	37.5	1.57	
885	1	0	200	4.0	63.5	1.6	
885	2	200	1500	4.0	63.5	1.6	
885	3	1500	2000	35.0	42.5	1.45	
886	1	0	300	23.5	19.0	1.48	
886	2	300	500	23.5	19.0	1.48	
886	3	500	1100	55.0	22.5	1.55	
887	1	0	300	10.0	12.5	1.52	
887	2	300	450	10.0	12.5	1.52	
887	3	450	900	35.0	10.0	1.41	
887	4	900	1300	55.0	22.5	1.55	
888	1	0	250	10.0	12.5	1.52	
888	2	250	1100	55.0	22.5	1.55	
889	1	0	300	23.5	19.0	1.48	
889	2	300	400	23.5	19.0	1.48	
889	3	400	1100	40.0	20.0	1.61	
890	1	0	300	4.0	31.0	1.57	
890	2	300	1100	4.0	31.0	1.57	
891	1	0	300	23.5	19.0	1.48	
891	2	300	500	23.5	19.0	1.48	
891	3	500	1100	55.0	22.5	1.55	
892	1	0	300	14.0	10.5	1.5	
892	2	300	450	14.0	10.5	1.5	
892	3	450	900	40.0	20.0	1.41	
892	4	900	1100	40.0	20.0	1.61	
893	1	0	300	14.0	10.5	1.5	
893	2	300	400	14.0	10.5	1.5	
893	3	400	1100	40.0	20.0	1.61	
894	1	0	300	20.0	8.0	1.47	
894	2	300	400	20.0	8.0	1.47	
894	3	400	1100	55.0	22.5	1.55	
895	1	0	800	55.0	22.5	1.55	
895	2	800	1500	55.0	22.5	1.55	
896	1	0	100	23.5	19.0	1.48	
896	2	100	1500	23.5	19.0	1.48	
896	3	1500	2000	70.0	15.0	1.46	
897	1	0	300	21.0	34.0	1.27	
897	2	300	2000	35.0	42.5	1.45	
898	1	0	250	23.5	19.0	1.48	
898	2	250	550	23.5	19.0	1.48	
898	3	550	900	23.5	19.0	1.48	
898	4	900	1200	20.0	8.0	1.47	
898	5	1200	2000	14.5	60.5	1.55	
899	1	0	300	21.0	44.0	1.28	
899	2	300	900	21.0	44.0	1.51	
899	3	900	1200	30.0	30.0	1.46	
899	4	1200	2000	12.5	42.5	1.54	
900	1	0	300	35.0	10.0	1.41	
900	2	300	950	35.0	10.0	1.41	
900	3	950	1500	35.0	10.0	1.61	
900	4	1500	2000	35.0	10.0	1.61	
901	1	0	300	20.0	8.0	1.24	
901	2	300	1000	12.5	30.0	1.3	
901	3	1000	2000	35.0	42.5	1.65	
902	1	0	300	10.0	65.0	1.35	
902	2	300	500	10.0	65.0	1.58	
902	3	500	2000	6.5	76.0	1.6	
903	1	0	300	21.0	56.5	1.52	
903	2	300	850	35.0	42.5	1.45	
903	3	850	2000	21.0	71.5	1.31	
904	1	0	300	10.0	12.5	1.29	
904	2	300	500	10.0	12.5	1.52	
904	3	500	850	20.0	8.0	1.47	
904	4	850	2000	2.5	92.5	1.63	
905	1	0	300	20.0	8.0	1.24	
905	2	300	2000	12.5	30.0	1.53	
906	1	0	300	20.0	8.0	1.24	
906	2	300	500	20.0	8.0	1.47	
906	3	500	650	20.0	8.0	1.47	
906	4	650	2000	20.0	8.0	1.47	
907	1	0	300	10.0	12.5	1.29	
907	2	300	750	20.0	8.0	1.47	
907	3	750	850	20.0	8.0	1.47	
907	4	850	950	14.0	10.5	1.5	
907	5	950	2000	14.0	10.5	1.5	
908	1	0	250	10.0	12.5	1.52	
908	2	250	400	10.0	12.5	1.52	
908	3	400	600	27.5	5.0	1.64	
908	4	600	1100	50.0	10.0	1.7	
909	1	0	150	12.5	30.0	1.3	
909	2	150	850	12.5	30.0	1.53	
909	3	850	2000	23.5	19.0	1.48	
910	1	0	300	21.0	34.0	1.5	
910	2	300	1000	21.0	44.0	1.51	
910	3	1000	1500	14.5	60.5	1.55	
910	4	1500	2000	2.5	92.5	1.63	
911	1	0	300	14.0	10.5	1.27	
911	2	300	400	14.0	10.5	1.5	
911	3	400	600	27.5	5.0	1.44	
911	4	600	700	20.0	8.0	1.47	
911	5	700	1200	35.0	10.0	1.61	
912	1	0	300	10.0	12.5	1.52	
912	2	300	500	10.0	12.5	1.52	
912	3	500	850	20.0	8.0	1.47	
912	4	850	2000	14.0	10.5	1.5	
913	1	0	300	12.5	30.0	1.3	
913	2	300	500	12.5	30.0	1.53	
913	3	500	900	12.5	30.0	1.53	
913	4	900	1200	6.5	76.0	1.6	
914	1	0	300	4.0	63.5	1.37	
914	2	300	900	4.0	63.5	1.6	
914	3	900	1200	10.0	65.0	1.58	
914	4	1200	2000	10.0	65.0	1.58	
915	1	0	250	21.0	34.0	1.27	
915	2	250	500	21.0	34.0	1.5	
915	3	500	1100	12.5	42.5	1.54	
916	1	0	300	10.0	65.0	1.35	
916	2	300	500	10.0	65.0	1.58	
916	3	500	1100	6.5	76.0	1.6	
917	1	0	50	2.5	80.0	1.39	
917	2	50	100	2.5	80.0	1.39	
917	3	100	200	2.5	80.0	1.62	
917	4	200	400	2.5	80.0	1.82	
917	5	400	700	2.5	80.0	1.62	
917	6	700	1200	2.5	80.0	1.62	
918	1	0	150	4.0	51.0	1.59	
918	2	150	500	2.5	80.0	1.39	
918	3	500	900	10.0	65.0	1.78	
918	4	900	1200	10.0	65.0	1.58	
919	1	0	300	40.0	20.0	1.41	
919	2	300	600	55.0	22.5	1.55	
919	3	600	1100	70.0	15.0	1.46	
920	1	0	300	35.0	10.0	1.41	
920	2	300	500	50.0	10.0	1.35	
920	3	500	1100	50.0	10.0	1.55	
921	1	0	250	35.0	10.0	1.41	
921	2	250	1100	50.0	10.0	1.55	
922	1	0	300	30.0	30.0	1.46	
922	2	300	500	35.0	42.5	1.45	
922	3	500	1100	35.0	42.5	1.45	
923	1	0	300	21.0	44.0	1.28	
923	2	300	500	21.0	44.0	1.51	
923	3	500	1100	21.0	56.5	1.52	
924	1	0	50	14.5	60.5	1.32	
924	2	50	500	21.0	56.5	1.29	
924	3	500	1100	21.0	44.0	1.51	
925	1	0	50	21.0	44.0	1.28	
925	2	50	100	21.0	56.5	1.29	
925	3	100	150	21.0	44.0	1.51	
925	4	150	500	21.0	44.0	1.51	
925	5	500	1100	21.0	56.5	1.72	
926	1	0	300	4.0	63.5	1.37	
926	2	300	900	4.0	63.5	1.6	
926	3	900	2000	10.0	65.0	1.58	
927	1	0	100	21.0	44.0	1.28	
927	2	100	500	21.0	44.0	1.51	
927	3	500	1100	21.0	56.5	1.52	
928	1	0	250	10.0	12.5	1.52	
928	2	250	550	14.0	10.5	1.5	
928	3	550	2000	23.5	19.0	1.48	
929	1	0	50	21.0	44.0	1.28	
929	2	50	100	21.0	56.5	1.29	
929	3	100	200	21.0	44.0	1.51	
929	4	200	400	21.0	44.0	1.71	
929	5	400	700	21.0	44.0	1.51	
929	6	700	1200	21.0	56.5	1.72	
930	1	0	120	6.5	76.0	1.15	
930	2	120	250	12.5	30.0	1.08	
930	3	250	450	12.5	42.5	1.31	
930	4	450	850	10.0	65.0	1.35	
930	5	850	1000	12.5	30.0	1.3	
930	6	1000	1250	23.5	19.0	1.25	
930	7	1250	2000	2.5	92.5	1.18	
931	1	0	100	21.0	44.0	1.28	
931	2	100	500	21.0	44.0	1.51	
931	3	500	2000	21.0	56.5	1.52	
932	1	0	50	4.0	51.0	1.36	
932	2	50	100	2.5	80.0	1.39	
932	3	100	150	2.5	80.0	1.62	
932	4	150	500	6.5	76.0	1.6	
932	5	500	2000	6.5	76.0	1.6	
933	1	0	300	21.0	44.0	1.28	
933	2	300	600	21.0	44.0	1.51	
933	3	600	1000	21.0	34.0	1.5	
933	4	1000	1500	10.0	65.0	1.58	
934	1	0	100	21.0	44.0	1.28	
934	2	100	400	21.0	44.0	1.28	
934	3	400	600	2.5	92.5	1.63	
934	4	600	2000	2.5	92.5	1.63	
935	1	0	300	20.0	8.0	1.24	
935	2	300	500	20.0	8.0	1.24	
935	3	500	700	20.0	8.0	1.47	
935	4	700	2000	14.0	10.5	1.5	
936	1	0	300	20.0	8.0	1.24	
936	2	300	500	20.0	8.0	1.47	
936	3	500	600	10.0	12.5	1.52	
936	4	600	900	20.0	8.0	1.47	
936	5	900	2000	14.0	10.5	1.5	
937	1	0	100	4.0	63.5	1.37	
937	2	100	300	4.0	63.5	1.6	
937	3	300	2000	11.0	84.0	1.59	
938	1	0	300	20.0	8.0	1.24	
938	2	300	400	10.0	12.5	1.52	
938	3	400	700	20.0	8.0	1.47	
938	4	700	2000	14.0	10.5	1.5	
939	1	0	300	20.0	8.0	1.24	
939	2	300	400	14.0	10.5	1.5	
939	3	400	700	20.0	8.0	1.47	
939	4	700	2000	2.5	92.5	1.63	
940	1	0	300	20.0	8.0	1.24	
940	2	300	400	10.0	12.5	1.52	
940	3	400	500	14.0	10.5	1.5	
940	4	500	800	20.0	8.0	1.67	
940	5	800	1200	20.0	8.0	1.67	
940	6	1200	2000	14.0	10.5	1.7	
941	1	0	250	10.0	12.5	1.52	
941	2	250	450	10.0	12.5	1.52	
941	3	450	850	27.5	5.0	1.64	
941	4	850	2000	35.0	42.5	1.65	
942	1	0	300	20.0	8.0	1.24	
942	2	300	400	10.0	12.5	1.52	
942	3	400	700	20.0	8.0	1.67	
942	4	700	1500	30.0	30.0	1.46	
943	1	0	300	12.5	42.5	1.31	
943	2	300	1100	14.5	60.5	1.55	
944	1	0	300	12.5	42.5	1.31	
944	2	300	400	14.5	60.5	1.55	
944	3	400	600	12.5	42.5	1.54	
944	4	600	2000	21.0	56.5	1.72	
945	1	0	300	20.0	8.0	1.24	
945	2	300	500	20.0	8.0	1.47	
945	3	500	600	10.0	12.5	1.52	
945	4	600	800	21.0	56.5	1.52	
945	5	800	2000	21.0	34.0	1.7	
946	1	0	300	20.0	8.0	1.24	
946	2	300	400	20.0	8.0	1.47	
946	3	400	600	23.5	19.0	1.48	
946	4	600	2000	21.0	34.0	1.7	
947	1	0	300	20.0	8.0	1.24	
947	2	300	400	10.0	12.5	1.52	
947	3	400	500	14.0	10.5	1.5	
947	4	500	800	20.0	8.0	1.67	
947	5	800	2000	14.0	10.5	1.7	
948	1	0	50	2.5	80.0	1.39	
948	2	50	200	2.5	80.0	1.39	
948	3	200	250	2.5	80.0	1.62	
948	4	250	500	2.5	80.0	1.82	
948	5	500	1100	2.5	80.0	1.62	
949	1	0	300	21.0	44.0	1.28	
949	2	300	500	21.0	44.0	1.51	
949	3	500	1100	21.0	56.5	1.72	
950	1	0	100	21.0	34.0	1.27	
950	2	100	350	21.0	34.0	1.5	
950	3	350	1100	30.0	30.0	1.66	
951	1	0	300	21.0	44.0	1.28	
951	2	300	500	21.0	44.0	1.51	
951	3	500	1100	21.0	34.0	1.7	
952	1	0	100	21.0	44.0	1.28	
952	2	100	350	12.5	42.5	1.31	
952	3	350	650	21.0	44.0	1.51	
952	4	650	1000	14.5	60.5	1.55	
952	5	1000	1250	21.0	44.0	1.71	
952	6	1250	1400	6.5	76.0	1.8	
953	1	0	250	10.0	12.5	1.52	
953	2	250	400	10.0	12.5	1.52	
953	3	400	600	27.5	5.0	1.64	
953	4	600	1000	50.0	10.0	1.7	
953	5	1000	2000	50.0	10.0	1.7	
954	1	0	100	21.0	56.5	1.52	
954	2	100	2000	21.0	56.5	1.72	
955	1	0	300	21.0	34.0	1.5	
955	2	300	2000	21.0	34.0	1.7	
956	1	0	400	21.0	34.0	1.27	
956	2	400	600	30.0	30.0	1.46	
956	3	600	800	21.0	44.0	1.71	
956	4	800	1400	21.0	44.0	1.51	
956	5	1400	2000	4.0	63.5	1.37	
957	1	0	300	14.5	60.5	1.32	
957	2	300	600	14.5	60.5	1.55	
957	3	600	1200	21.0	56.5	1.52	
957	4	1200	2000	10.0	65.0	1.58	
958	1	0	100	12.5	30.0	1.08	
958	2	100	300	12.5	30.0	1.3	
958	3	300	600	12.5	30.0	1.3	
958	4	600	1000	21.0	34.0	1.27	
958	5	1000	2000	6.5	76.0	1.37	
959	1	0	300	10.0	65.0	1.35	
959	2	300	500	10.0	65.0	1.35	
959	3	500	800	6.5	76.0	1.37	
959	4	800	2000	6.5	76.0	1.37	
960	1	0	300	10.0	65.0	1.35	
960	2	300	450	10.0	65.0	1.35	
960	3	450	650	14.5	60.5	1.32	
960	4	650	2000	6.5	76.0	1.6	
961	1	0	50	23.5	19.0	1.03	
961	2	50	400	23.5	19.0	1.25	
961	3	400	1500	23.5	19.0	1.48	
961	4	1500	2000	6.5	76.0	1.6	
962	1	0	80	23.5	19.0	1.03	
962	2	80	250	23.5	19.0	1.25	
962	3	250	500	23.5	19.0	1.25	
962	4	500	1000	30.0	30.0	1.46	
962	5	1000	1500	14.5	60.5	1.55	
962	6	1500	2000	6.5	76.0	1.37	
963	1	0	250	21.0	34.0	1.27	
963	2	250	400	21.0	34.0	1.27	
963	3	400	650	30.0	30.0	1.23	
963	4	650	2000	14.5	60.5	1.32	
964	1	0	240	14.5	60.5	1.32	
964	2	240	600	10.0	65.0	1.35	
964	3	600	2000	6.5	76.0	1.6	
965	1	0	300	21.0	34.0	1.27	
965	2	300	600	35.0	10.0	1.41	
965	3	600	900	27.5	5.0	1.44	
965	4	900	1500	20.0	8.0	1.47	
966	1	0	300	14.0	10.5	1.27	
966	2	300	450	14.0	10.5	1.27	
966	3	450	1200	23.5	19.0	1.48	
966	4	1200	1800	21.0	44.0	1.28	
967	1	0	300	23.5	19.0	1.25	
967	2	300	500	23.5	19.0	1.48	
967	3	500	900	35.0	10.0	1.41	
967	4	900	2000	20.0	8.0	1.47	
968	1	0	300	20.0	8.0	1.24	
968	2	300	500	20.0	8.0	1.24	
968	3	500	1000	20.0	8.0	1.47	
968	4	1000	1700	27.5	5.0	1.64	
968	5	1700	2000	20.0	8.0	1.47	
969	1	0	300	23.5	19.0	1.25	
969	2	300	500	23.5	19.0	1.25	
969	3	500	1100	23.5	19.0	1.68	
970	1	0	300	23.5	19.0	1.48	
970	2	300	550	23.5	19.0	1.48	
970	3	550	700	23.5	19.0	1.48	
970	4	700	1500	21.0	34.0	1.5	
971	1	0	200	14.0	10.5	1.5	
971	2	200	500	23.5	19.0	1.48	
971	3	500	1200	35.0	10.0	1.61	
971	4	1200	2000	23.5	19.0	1.68	
972	1	0	220	23.5	19.0	1.25	
972	2	220	1100	23.5	19.0	1.68	
973	1	0	230	35.0	10.0	1.18	
973	2	230	1100	50.0	10.0	1.55	
974	1	0	250	23.5	19.0	1.25	
974	2	250	1100	12.5	30.0	1.3	
975	1	0	250	23.5	19.0	1.25	
975	2	250	1100	12.5	30.0	1.3	
976	1	0	250	23.5	19.0	1.25	
976	2	250	1100	23.5	19.0	1.48	
977	1	0	250	12.5	30.0	1.3	
977	2	250	1100	6.5	76.0	1.37	
978	1	0	250	23.5	19.0	1.25	
978	2	250	500	35.0	10.0	1.41	
978	3	500	600	23.5	19.0	1.48	
978	4	600	1100	14.5	60.5	1.75	
979	1	0	150	23.5	19.0	1.25	
979	2	150	450	23.5	19.0	1.48	
979	3	450	1100	35.0	10.0	1.61	
980	1	0	250	14.0	10.5	1.27	
980	2	250	400	14.0	10.5	1.27	
980	3	400	800	23.5	19.0	1.48	
980	4	800	1200	21.0	34.0	1.27	
981	1	0	300	23.5	19.0	1.25	
981	2	300	400	23.5	19.0	1.25	
981	3	400	1500	4.0	51.0	1.59	
982	1	0	300	23.5	19.0	1.03	
982	2	300	1000	23.5	19.0	1.25	
982	3	1000	1200	23.5	19.0	1.25	
982	4	1200	2000	6.5	76.0	1.15	
983	1	0	250	6.5	76.0	1.15	
983	2	250	1100	2.5	92.5	1.4	
984	1	0	100	10.0	65.0	1.35	
984	2	100	1100	10.0	65.0	1.58	
985	1	0	40	11.0	84.0	1.14	
985	2	40	120	11.0	84.0	1.36	
985	3	120	300	11.0	84.0	1.36	
985	4	300	1100	11.0	84.0	1.59	
986	1	0	30	12.5	42.5	1.09	
986	2	30	400	12.5	42.5	1.31	
986	3	400	2000	6.5	76.0	1.6	
987	1	0	70	10.0	65.0	1.35	
987	2	70	300	10.0	65.0	1.58	
987	3	300	750	2.5	80.0	1.62	
987	4	750	1100	2.5	80.0	1.62	
988	1	0	60	14.5	60.5	1.32	
988	2	60	500	21.0	34.0	1.5	
988	3	500	750	14.5	60.5	1.55	
988	4	750	1400	10.0	65.0	1.58	
989	1	0	250	14.0	10.5	1.27	
989	2	250	400	14.0	10.5	1.27	
989	3	400	1100	35.0	10.0	1.41	
989	4	1100	1500	23.5	19.0	1.48	
989	5	1500	2000	6.5	76.0	1.6	
990	1	0	50	2.5	92.5	1.18	
990	2	50	150	2.5	92.5	1.18	
990	3	150	250	2.5	80.0	1.17	
990	4	250	450	2.5	80.0	1.17	
990	5	450	700	2.5	80.0	1.17	
990	6	700	800	2.5	92.5	1.18	
990	7	800	1100	2.5	92.5	1.18	
991	1	0	90	10.0	65.0	1.35	
991	2	90	330	14.5	60.5	1.32	
991	3	330	650	14.5	60.5	1.55	
991	4	650	1100	21.0	34.0	1.7	
992	1	0	60	14.5	60.5	1.1	
992	2	60	350	14.5	60.5	1.32	
992	3	350	700	14.5	60.5	1.55	
992	4	700	1200	30.0	30.0	1.66	
993	1	0	180	12.5	30.0	1.3	
993	2	180	400	23.5	19.0	1.25	
993	3	400	800	35.0	10.0	1.61	
993	4	800	1300	55.0	22.5	1.55	
994	1	0	50	20.0	8.0	1.02	
994	2	50	320	12.5	30.0	1.3	
994	3	320	700	35.0	10.0	1.41	
994	4	700	1200	35.0	10.0	1.61	
994	5	1200	1500	23.5	19.0	1.68	
995	1	0	50	20.0	8.0	1.02	
995	2	50	400	14.0	10.5	1.27	
995	3	400	700	23.5	19.0	1.48	
995	4	700	1300	35.0	10.0	1.61	
996	1	0	250	14.0	10.5	1.05	
996	2	250	400	14.0	10.5	1.27	
996	3	400	2000	35.0	10.0	1.41	
997	1	0	100	21.0	44.0	1.28	
997	2	100	1000	21.0	44.0	1.28	
997	3	1000	1200	21.0	44.0	1.28	
997	4	1200	2000	6.5	76.0	1.37	
998	1	0	250	14.0	10.5	1.05	
998	2	250	1000	14.0	10.5	1.27	
998	3	1000	1200	14.0	10.5	1.27	
998	4	1200	2000	6.5	76.0	1.37	
999	1	0	200	10.0	65.0	1.35	
999	2	200	300	10.0	65.0	1.35	
999	3	300	700	4.0	51.0	1.59	
999	4	700	1200	2.5	92.5	1.63	
999	5	1200	2000	6.5	76.0	1.6	
1000	1	0	60	21.0	34.0	1.27	
1000	2	60	1100	10.0	65.0	1.58	
1001	1	0	60	21.0	34.0	1.27	
1001	2	60	350	21.0	34.0	1.27	
1001	3	350	600	30.0	30.0	1.46	
1001	4	600	750	30.0	30.0	1.46	
1001	5	750	1500	6.5	76.0	1.6	
1002	1	0	90	21.0	34.0	1.05	
1002	2	90	1100	10.0	65.0	1.58	
1003	1	0	30	4.0	63.5	1.15	
1003	2	30	500	10.0	65.0	1.58	
1003	3	500	1100	10.0	65.0	1.58	
1004	1	0	250	12.5	42.5	1.31	
1004	2	250	450	12.5	42.5	1.31	
1004	3	450	800	21.0	34.0	1.5	
1004	4	800	1300	21.0	44.0	1.51	
1005	1	0	80	23.5	19.0	1.03	
1005	2	80	430	23.5	19.0	1.25	
