date,Qsim
1971-09-15,1.9883049241092685
1971-09-16,1.8352641151139568
1971-09-17,1.7198458301825674
1971-09-18,4.671762758675248
1971-09-19,2.67950452711885
1971-09-20,1.7985379525004959
1971-09-21,1.7348804279329049
1971-09-22,1.676905932914501
1971-09-23,1.633132022487829
1971-09-24,1.6168979796976517
1971-09-25,1.602728019910356
1971-09-26,1.5651706988612668
1971-09-27,1.5209582277326972
1971-09-28,3.1381397646433498
1971-09-29,4.110461568499671
1971-09-30,2.0340341445521997
1971-10-01,1.666739082121908
1971-10-02,1.6103478647032239
1971-10-03,1.5588688341775878
1971-10-04,1.5141577498490033
1971-10-05,1.4747554908003317
1971-10-06,1.4352565768745909
1971-10-07,1.3981125908067764
1971-10-08,1.3638239181518796
1971-10-09,1.3320955515653143
1971-10-10,1.302665527389226
1971-10-11,1.2753010450995894
1971-10-12,1.2712578100224075
1971-10-13,2.4127308922621915
1971-10-14,14.50324728513246
1971-10-15,3.849600075728826
1971-10-16,1.9123195382183382
1971-10-17,1.8243370894355564
1971-10-18,1.7447496045894553
1971-10-19,1.6727545768614458
1971-10-20,1.6099480537428583
1971-10-21,1.593900571736853
1971-10-22,1.593477986122229
1971-10-23,1.5239967346147703
1971-10-24,1.4717042067924968
1971-10-25,1.423998064135455
1971-10-26,1.3803823009633807
1971-10-27,1.3404184364744651
1971-10-28,1.3037185008596246
1971-10-29,1.2699388928766906
1971-10-30,1.2387750265722355
1971-10-31,1.2099566596748146
1971-11-01,1.1836095724037545
1971-11-02,1.1595905060830465
1971-11-03,1.1364487510006918
1971-11-04,1.114777750802398
1971-11-05,1.0944981256081505
1971-11-06,1.0754748443668072
1971-11-07,1.0575874038842759
1971-11-08,1.041459827084922
1971-11-09,1.0381960351246968
1971-11-10,5.897832265775199
1971-11-11,2.219495834227842
1971-11-12,1.3390282571033616
1971-11-13,1.5830966499011578
1971-11-14,3.616837366403276
1971-11-15,4.160670205858197
1971-11-16,5.1021173859628295
1971-11-17,4.473707551742483
1971-11-18,32.06560978628852
1971-11-19,9.396763005057652
1971-11-20,5.225451302989223
1971-11-21,4.778354778519284
1971-11-22,6.385735519953144
1971-11-23,5.3539741024771415
1971-11-24,4.000079209336904
1971-11-25,3.6880679341442164
1971-11-26,6.197709071831119
1971-11-27,7.843289492678895
1971-11-28,5.0677142164244655
1971-11-29,4.529544066303972
1971-11-30,4.123093765314408
1971-12-01,3.7486228295323065
1971-12-02,3.472612096365936
1971-12-03,3.28171637899445
1971-12-04,3.386776018265669
1971-12-05,4.432840529135346
1971-12-06,4.386049498631155
1971-12-07,5.541500710633234
1971-12-08,3.6916565677634723
1971-12-09,3.2588993043194994
1971-12-10,18.847602898047036
1971-12-11,12.818285235972313
1971-12-12,17.709202727323817
1971-12-13,12.75208835845966
1971-12-14,10.010410109766598
1971-12-15,9.005178021356455
1971-12-16,8.198894368228636
1971-12-17,7.488391534150096
1971-12-18,6.861249309475443
1971-12-19,7.8467190518072085
1971-12-20,17.590814508066444
1971-12-21,12.125383438294067
1971-12-22,12.582031835325077
1971-12-23,12.187117246303016
1971-12-24,9.714309244324328
1971-12-25,8.645121303697916
1971-12-26,7.910507825272696
1971-12-27,7.262752773218385
1971-12-28,8.339149736809953
1971-12-29,6.901457523857654
1971-12-30,6.248180954582882
1971-12-31,5.846656662789255
1972-01-01,5.907475440018309
1972-01-02,5.193035686760735
1972-01-03,4.899674767395154
1972-01-04,4.6507851937473434
1972-01-05,4.337500220406995
1972-01-06,4.086936406672356
1972-01-07,3.86305643380326
1972-01-08,3.6620528865046693
1972-01-09,3.4812103941007417
1972-01-10,3.31815948989974
1972-01-11,3.1708296458304166
1972-01-12,3.037409121038657
1972-01-13,2.916310564646027
1972-01-14,2.8061414902164157
1972-01-15,2.7056788845604345
1972-01-16,2.613847333014958
1972-01-17,2.52970014209366
1972-01-18,2.45240302226791
1972-01-19,2.3812199616965573
1972-01-20,2.3155009784653333
1972-01-21,2.2546714863314787
1972-01-22,2.1982230487258176
1972-01-23,2.1457053291682757
1972-01-24,2.0967190743853235
1972-01-25,2.0509099901648233
1972-01-26,2.0079633900724114
1972-01-27,1.9675995141830411
1972-01-28,1.9295694294464003
1972-01-29,1.8936514356154375
1972-01-30,1.8596479111634212
1972-01-31,1.8273825425802357
1972-02-01,1.796697888109235
1972-02-02,1.7674532335597648
1972-02-03,1.7395227034732217
1972-02-04,1.7127935957713838
1972-02-05,1.6871649121920906
1972-02-06,1.686343951693732
1972-02-07,7.0596130751344495
1972-02-08,4.519183882544467
1972-02-09,3.8002002287481846
1972-02-10,3.955264248789183
1972-02-11,4.135641232144892
1972-02-12,3.6740891792808306
1972-02-13,3.4433876412787634
1972-02-14,3.246664084155112
1972-02-15,3.071093374376758
1972-02-16,2.913284526454356
1972-02-17,2.7701748453867814
1972-02-18,2.6410011469103503
1972-02-19,2.5241735767945674
1972-02-20,2.4182960497287085
1972-02-21,2.3221415556950054
1972-02-22,2.2346304425113894
1972-02-23,2.1548116655659837
1972-02-24,2.0818465716656154
1972-02-25,2.014994851693196
1972-02-26,1.9536023531470652
1972-02-27,1.8970904906768589
1972-02-28,1.844947032094731
1972-02-29,1.7967180703719645
1972-03-01,1.7520010199205378
1972-03-02,1.7104384988976493
1972-03-03,1.6717129790868883
1972-03-04,1.635542101700893
1972-03-05,1.6016745717094902
1972-03-06,1.5698865554315216
1972-03-07,1.5399785164749125
1972-03-08,1.5117724339483287
1972-03-09,1.485109354432269
1972-03-10,3.2013587964263848
1972-03-11,2.316498858933994
1972-03-12,1.9763137529381325
1972-03-13,1.9409534146711958
1972-03-14,1.9687388221399529
1972-03-15,1.9028163122713793
1972-03-16,1.83222723981763
1972-03-17,1.7680365673151837
1972-03-18,1.7095172647284735
1972-03-19,1.6560320780447906
1972-03-20,1.6070218882315421
1972-03-21,1.5619954443392798
1972-03-22,1.5205205431113455
1972-03-23,1.482216436208503
1972-03-24,1.4467472817405493
1972-03-25,1.4138164861772182
1972-03-26,1.425158688958297
1972-03-27,5.12042175730493
1972-03-28,4.519475726938814
1972-03-29,3.8367123922763997
1972-03-30,3.077853090157605
1972-03-31,3.6316525486513327
1972-04-01,6.320464651599604
1972-04-02,6.316343597976026
1972-04-03,6.690006221390262
1972-04-04,4.626970780197959
1972-04-05,3.87624451826939
1972-04-06,3.684645683901598
1972-04-07,3.5487609320460867
1972-04-08,3.356727611153193
1972-04-09,3.1435577418145475
1972-04-10,2.949561014126323
1972-04-11,2.808727766989422
1972-04-12,2.68914901636427
1972-04-13,2.545676996220926
1972-04-14,2.4129744291405704
1972-04-15,2.3177958899231017
1972-04-16,2.2589198928122354
1972-04-17,2.4312578744121227
1972-04-18,2.837623161345625
1972-04-19,2.5409052137616923
1972-04-20,2.458075879637728
1972-04-21,2.396636600396929
1972-04-22,2.3981605032358453
1972-04-23,2.287376679764555
1972-04-24,2.2027385059429716
1972-04-25,2.1270779022485624
1972-04-26,2.1001243029014787
1972-04-27,2.1299633036322585
1972-04-28,2.073458044855886
1972-04-29,1.9891461298620898
1972-04-30,1.9092439499031129
1972-05-01,1.8364852737127724
1972-05-02,1.7701021986481635
1972-05-03,1.7144896650696333
1972-05-04,1.6696864119305177
1972-05-05,1.6221377782133102
1972-05-06,1.59022778847406
1972-05-07,1.608424683078746
1972-05-08,1.678885774937333
1972-05-09,1.8108682726633532
1972-05-10,2.8550690966608756
1972-05-11,7.193312439375095
1972-05-12,3.7348625853150352
1972-05-13,2.4163982763966296
1972-05-14,2.313842762273667
1972-05-15,4.04671491667609
1972-05-16,15.964517591289107
1972-05-17,5.130383305832979
1972-05-18,3.5516278456052963
1972-05-19,3.9783387727180783
1972-05-20,3.5107008943816793
1972-05-21,3.2318213025845357
1972-05-22,3.083497535962545
1972-05-23,2.8714873057563577
1972-05-24,2.713039564355162
1972-05-25,2.5790126316711106
1972-05-26,2.5023440865274944
1972-05-27,2.8969456645468004
1972-05-28,9.333871185002618
1972-05-29,4.724181990053226
1972-05-30,3.127216954748327
1972-05-31,2.9484668481635925
1972-06-01,2.773293125720795
1972-06-02,2.6543135295712346
1972-06-03,2.5618134644210713
1972-06-04,2.4255543360300074
1972-06-05,2.2989819661301767
1972-06-06,5.481145728746516
1972-06-07,5.975628155284267
1972-06-08,3.295300181900703
1972-06-09,2.9235740925052025
1972-06-10,2.9837783500614634
1972-06-11,16.660802840961885
1972-06-12,21.649459173122864
1972-06-13,8.774873119689767
1972-06-14,6.152476160708187
1972-06-15,5.6485534609804295
1972-06-16,5.232936523465569
1972-06-17,4.837610649568366
1972-06-18,4.465750515559068
1972-06-19,4.169448017171697
1972-06-20,3.911875858570559
1972-06-21,3.6456281687709384
1972-06-22,3.4064315033880987
1972-06-23,3.1935863496382813
1972-06-24,3.0031321021889763
1972-06-25,2.8323861834708093
1972-06-26,2.6792382712284666
1972-06-27,2.5416097686935517
1972-06-28,2.419299659706525
1972-06-29,2.309975171180209
1972-06-30,2.278694211341573
1972-07-01,2.4468839698758096
1972-07-02,2.170884434068191
1972-07-03,2.091572421732645
1972-07-04,2.0207969506095287
1972-07-05,1.9459268742388247
1972-07-06,1.8770012497828519
1972-07-07,1.8139965535588816
1972-07-08,1.7562734968677887
1972-07-09,1.7056867805704796
1972-07-10,5.822562764381463
1972-07-11,3.237136078839565
1972-07-12,1.9338556524495703
1972-07-13,1.8606329749958503
1972-07-14,1.7939680404301044
1972-07-15,1.7331005676018343
1972-07-16,1.6785608709777362
1972-07-17,1.6289023856865181
1972-07-18,1.58182595914129
1972-07-19,1.5383318950452392
1972-07-20,1.4981525345784412
1972-07-21,1.4609442807204616
1972-07-22,1.972276232831616
1972-07-23,11.050085014379256
1972-07-24,2.5421517234453717
1972-07-25,2.4111974510694396
1972-07-26,1.870588410875493
1972-07-27,1.6502763198072203
1972-07-28,1.592408760959904
1972-07-29,11.555296421831903
1972-07-30,17.171531868494885
1972-07-31,5.655190664095475
1972-08-01,3.3620818674368835
1972-08-02,3.0276228380000774
1972-08-03,4.376051589214568
1972-08-04,3.5183502368166644
1972-08-05,2.8221318368483614
1972-08-06,2.614423802486474
1972-08-07,2.464782686289421
1972-08-08,2.3284694186979986
1972-08-09,2.2060135753907906
1972-08-10,2.0961154994946694
1972-08-11,6.51506527454529
1972-08-12,4.46430306058477
1972-08-13,2.5017264064434293
1972-08-14,2.2241732734010022
1972-08-15,19.85707850586486
1972-08-16,10.259955285400851
1972-08-17,5.104044429175274
1972-08-18,6.327170805015435
1972-08-19,4.807822356566839
1972-08-20,3.813813724879148
1972-08-21,3.5566203794386246
1972-08-22,3.3702788070781238
1972-08-23,3.152726082351677
1972-08-24,2.9495135441006646
1972-08-25,2.768438833364659
1972-08-26,2.606146844276376
1972-08-27,2.4602090610373524
1972-08-28,2.3292360289314087
1972-08-29,2.21147262426843
1972-08-30,2.105383447080845
1972-08-31,2.009623995976386
1972-09-01,4.51025332143062
1972-09-02,4.0480951531166856
1972-09-03,2.4653063348739326
1972-09-04,2.2335641255942167
1972-09-05,2.1245166863885445
1972-09-06,2.0260878946879455
1972-09-07,1.951314761497714
1972-09-08,2.0803119398388334
1972-09-09,1.9802357394534564
1972-09-10,2.332100544685187
1972-09-11,2.293377814041028
1972-09-12,1.875345748261623
1972-09-13,1.7999472737827833
1972-09-14,1.7356531344805475
1972-09-15,1.677434114589028
1972-09-16,1.6406818662513956
1972-09-17,1.7894065054754613
1972-09-18,1.8772367972028583
1972-09-19,1.6258630384599673
1972-09-20,1.5701973511927694
1972-09-21,1.5192074207691004
1972-09-22,1.499581851049806
1972-09-23,3.784852203546683
1972-09-24,6.1381272383270185
1972-09-25,3.668140916755979
1972-09-26,2.468469199762461
1972-09-27,2.6559082904772087
1972-09-28,3.717278338200904
1972-09-29,2.2940845542553947
1972-09-30,1.9426357327642683
1972-10-01,1.8413422788191145
1972-10-02,1.762622002276535
1972-10-03,1.6911436164043645
1972-10-04,1.6261164252230564
1972-10-05,1.5668417355422475
1972-10-06,1.5127015522705702
1972-10-07,1.4631487717864673
1972-10-08,1.4176986310984117
1972-10-09,1.3759212426775493
1972-10-10,1.3374350693283852
1972-10-11,1.3019012141882214
1972-10-12,1.2690184185302031
1972-10-13,1.2385186749965045
1972-10-14,1.2101633766276696
1972-10-15,1.183739932930134
1972-10-16,1.159058793526481
1972-10-17,1.1359508279039103
1972-10-18,1.1142650166180899
1972-10-19,1.1027216979785424
1972-10-20,1.3819479234803393
1972-10-21,3.764981235043189
1972-10-22,12.849988700708709
1972-10-23,11.257491134962004
1972-10-24,3.7828681715831696
1972-10-25,2.731795437058725
1972-10-26,2.548962036520042
1972-10-27,2.389512223685077
1972-10-28,11.863684164881137
1972-10-29,7.593336487642741
1972-10-30,3.656249409717331
1972-10-31,3.1847385826407333
1972-11-01,2.9596419123189506
1972-11-02,2.759198834046926
1972-11-03,2.580406414061416
1972-11-04,2.420655729475764
1972-11-05,2.2820388277477286
1972-11-06,2.1684253856111564
1972-11-07,2.0539528300352816
1972-11-08,1.9586283655483443
1972-11-09,1.9089321406318793
1972-11-10,2.204523894699692
1972-11-11,4.915732891314518
1972-11-12,6.199142617193794
1972-11-13,3.346200078348579
1972-11-14,2.860972635539342
1972-11-15,2.811879399025622
1972-11-16,2.4271337907932535
1972-11-17,10.175903495698316
1972-11-18,4.2167626876678215
1972-11-19,3.0900649290259
1972-11-20,7.410891294571706
1972-11-21,5.475035898363527
1972-11-22,4.166164056993641
1972-11-23,5.2696670396560705
1972-11-24,5.961848608707142
1972-11-25,3.6709802544210994
1972-11-26,3.3840336879474013
1972-11-27,3.1477771261847036
1972-11-28,3.6057506233003025
1972-11-29,3.9168631482660206
1972-11-30,4.24479057139803
1972-12-01,3.4791670633218668
1972-12-02,3.121275193848135
1972-12-03,2.919268715180939
1972-12-04,2.7387667204347523
1972-12-05,2.577073222392008
1972-12-06,2.4319832267083643
1972-12-07,2.3218823888426963
1972-12-08,2.4994224849444735
1972-12-09,2.44691165688336
1972-12-10,2.2557579752442005
1972-12-11,2.143359756611476
1972-12-12,2.041836050960391
1972-12-13,1.9499664013204683
1972-12-14,1.8666769609295601
1972-12-15,1.7910210934626047
1972-12-16,1.7221634833018609
1972-12-17,1.6593663418842537
1972-12-18,1.6019774172136367
1972-12-19,1.5496971934884607
1972-12-20,1.501600764365069
1972-12-21,1.457185004695675
1972-12-22,1.4162393517284642
1972-12-23,1.3784062748820949
1972-12-24,1.3433680908803314
1972-12-25,1.3108422989044033
1972-12-26,1.2805774876078135
1972-12-27,1.2523497409834086
1972-12-28,1.2259869310970506
1972-12-29,1.2012686689482261
1972-12-30,1.178034700847379
1972-12-31,1.1561596981866906
1973-01-01,1.1355167113913562
1973-01-02,1.1159921660098588
1973-01-03,1.097484378661245
1973-01-04,1.0799022446664974
1973-01-05,1.0631640768179744
1973-01-06,1.047196577125496
1973-01-07,1.0319339256583078
1973-01-08,1.017316972582974
1973-01-09,1.003292521219551
1973-01-10,0.9955865518342839
1973-01-11,1.0007198498244052
1973-01-12,1.0072898595931206
1973-01-13,0.9993369602781916
1973-01-14,0.9833644802465312
1973-01-15,1.64508147226066
1973-01-16,1.1217206393703936
1973-01-17,1.0885183149782256
1973-01-18,1.0613910172682461
1973-01-19,1.0363368354186546
1973-01-20,1.0131319088012931
1973-01-21,1.6792628311989042
1973-01-22,1.0739072610085079
1973-01-23,1.0302952232691096
1973-01-24,1.004775835779478
1973-01-25,0.9815864081838058
1973-01-26,0.9601004138284494
1973-01-27,5.571710061829118
1973-01-28,3.3267678227440887
1973-01-29,4.164522394989502
1973-01-30,11.782613566971962
1973-01-31,7.158611115375483
1973-02-01,8.518103740412533
1973-02-02,6.061672620322569
1973-02-03,4.85793037676357
1973-02-04,4.493087409325303
1973-02-05,4.141182586557221
1973-02-06,3.8236778731353254
1973-02-07,4.017842917967811
1973-02-08,6.7922350232946505
1973-02-09,6.156997707632485
1973-02-10,5.30954010244595
1973-02-11,4.7697302234597085
1973-02-12,4.865802252609385
1973-02-13,4.5654334176191576
1973-02-14,3.9416342556151487
1973-02-15,3.635850037531732
1973-02-16,3.378430289485166
1973-02-17,3.1487678167157926
1973-02-18,4.085088698265146
1973-02-19,3.843664169532714
1973-02-20,5.817302667949753
1973-02-21,11.181437886874818
1973-02-22,8.51206186945257
1973-02-23,8.925918691942565
1973-02-24,5.920367729167317
1973-02-25,5.383387999109651
1973-02-26,4.935902480105164
1973-02-27,4.540965449422318
1973-02-28,4.191739160884336
1973-03-01,5.488509571589151
1973-03-02,10.213829636963686
1973-03-03,15.844821942977616
1973-03-04,12.77627812791112
1973-03-05,13.097010308164974
1973-03-06,12.68496483697642
1973-03-07,11.703726463534027
1973-03-08,11.756031784185282
1973-03-09,11.36248474629969
1973-03-10,9.94388524999079
1973-03-11,9.087022284247347
1973-03-12,8.407413266176782
1973-03-13,7.703790122050818
1973-03-14,7.075123364988001
1973-03-15,6.5484725105932435
1973-03-16,6.107101030747444
1973-03-17,6.381139837403956
1973-03-18,12.24222839349875
1973-03-19,10.618355434824105
1973-03-20,9.499577068518496
1973-03-21,8.837543591684728
1973-03-22,8.737885765846725
1973-03-23,8.237914282503269
1973-03-24,7.840625291103475
1973-03-25,7.150317102474862
1973-03-26,6.624169467162332
1973-03-27,6.155419001228135
1973-03-28,5.739624287741198
1973-03-29,5.3672787069468475
1973-03-30,5.032200207014886
1973-03-31,4.732665209996518
1973-04-01,4.542835328328482
1973-04-02,4.409546595969692
1973-04-03,5.048817843729797
1973-04-04,5.4901811671960274
1973-04-05,4.897415175443166
1973-04-06,4.570343121014588
1973-04-07,4.315160566750347
1973-04-08,4.0855766902390185
1973-04-09,4.097837868288255
1973-04-10,22.079662885507265
1973-04-11,12.141419034757151
1973-04-12,15.016451173961869
1973-04-13,10.481299492869576
1973-04-14,9.203074613884082
1973-04-15,9.673405547075406
1973-04-16,9.761455898999552
1973-04-17,10.620034983581139
1973-04-18,11.207474832367284
1973-04-19,10.850853203733584
1973-04-20,9.853893587553904
1973-04-21,10.662585094801672
1973-04-22,9.341438242662742
1973-04-23,8.30444278296901
1973-04-24,7.684544594735276
1973-04-25,7.130449148383026
1973-04-26,6.638043528362992
1973-04-27,6.199632134576717
1973-04-28,5.848760892058935
1973-04-29,5.6199749899647955
1973-04-30,5.371272743509938
1973-05-01,5.077560117547217
1973-05-02,16.97186720512965
1973-05-03,9.418189656488535
1973-05-04,6.814847663641651
1973-05-05,6.323992429152895
1973-05-06,5.9259299970272705
1973-05-07,5.594156587294493
1973-05-08,5.360735865638218
1973-05-09,5.251381910452348
1973-05-10,5.020858525361632
1973-05-11,4.724401346690197
1973-05-12,4.475178731823872
1973-05-13,4.24895037395902
1973-05-14,4.131635153732682
1973-05-15,4.051853679112223
1973-05-16,3.873551220857667
1973-05-17,3.7059905756127307
1973-05-18,3.5542634686259884
1973-05-19,3.4165227462792696
1973-05-20,3.2911551924776243
1973-05-21,9.223015426714769
1973-05-22,5.76855351539707
1973-05-23,4.025423878880022
1973-05-24,4.308187057023221
1973-05-25,6.358713346212657
1973-05-26,4.294282570564854
1973-05-27,3.881332353261165
1973-05-28,3.6982296908770995
1973-05-29,3.533064436496813
1973-05-30,3.392336889953239
1973-05-31,3.2648927245408412
1973-06-01,6.581935802964732
1973-06-02,4.818682698638407
1973-06-03,3.594779235090762
1973-06-04,3.431076470640809
1973-06-05,3.283295776839006
1973-06-06,3.149526102179888
1973-06-07,3.039499607466072
1973-06-08,24.29497612945129
1973-06-09,10.549347256995267
1973-06-10,6.57829935658998
1973-06-11,5.168851576998647
1973-06-12,4.80043594647986
1973-06-13,4.572628795943549
1973-06-14,4.379925947429606
1973-06-15,4.128398930770992
1973-06-16,3.8999081991285007
1973-06-17,3.9577239492912906
1973-06-18,4.526176155929961
1973-06-19,3.8612019272225666
1973-06-20,3.6242753248206654
1973-06-21,3.447491623576417
1973-06-22,3.288225189206374
1973-06-23,3.1915131091971496
1973-06-24,3.1443118566241304
