date,SMI,RCI,QDI,MDI
2009-03-03,59.765625,97.265625,91.015625,82.68229
2009-03-04,56.640625,97.265625,88.671875,80.859375
2009-03-05,54.296875,96.484375,83.984375,78.25521
2009-03-06,53.515625,94.140625,78.515625,75.390625
2009-03-07,56.640625,92.578125,81.640625,76.953125
2009-03-08,58.984375,94.921875,94.140625,82.68229
2009-03-09,62.109375,96.484375,88.671875,82.421875
2009-03-10,62.109375,96.484375,96.484375,85.02604
2009-03-11,66.015625,96.484375,87.890625,83.46354
2009-03-12,73.828125,97.265625,93.359375,88.15104
2009-03-13,77.734375,98.046875,91.015625,88.93229
2009-03-14,76.953125,95.703125,91.015625,87.890625
2009-03-15,81.640625,99.609375,98.046875,93.09896
2009-03-16,87.109375,98.828125,90.234375,92.05729
2009-03-17,86.328125,97.265625,80.859375,88.15104
2009-03-18,80.859375,94.140625,76.953125,83.984375
2009-03-19,83.203125,94.140625,85.546875,87.63021
2009-03-20,83.203125,94.140625,76.171875,84.50521
2009-03-21,83.984375,91.796875,75.390625,83.72396
2009-03-22,81.640625,89.453125,83.203125,84.765625
2009-03-23,87.109375,94.140625,96.484375,92.578125
2009-03-24,91.015625,97.265625,91.015625,93.09896
2009-03-25,88.671875,94.921875,82.421875,88.671875
2009-03-26,87.109375,89.453125,78.515625,85.02604
2009-03-27,85.546875,87.109375,76.953125,83.203125
2009-03-28,84.765625,82.421875,69.921875,79.03646
2009-03-29,84.765625,81.640625,69.140625,78.515625
2009-03-30,84.765625,81.640625,71.484375,79.296875
2009-03-31,83.984375,78.515625,69.140625,77.21354
2009-04-01,82.421875,75.390625,68.359375,75.390625
2009-04-02,78.515625,72.265625,66.796875,72.52604
2009-04-03,74.609375,67.578125,66.796875,69.66146
2009-04-04,73.828125,64.453125,66.796875,68.359375
2009-04-05,69.921875,62.890625,66.015625,66.27604
2009-04-06,69.140625,62.109375,64.453125,65.234375
2009-04-07,67.578125,60.546875,62.890625,63.671875
2009-04-08,60.546875,57.421875,63.671875,60.546875
2009-04-09,58.984375,55.078125,59.765625,57.942707
2009-04-10,58.984375,51.953125,57.421875,56.119793
2009-04-11,58.203125,46.484375,54.296875,52.994793
2009-04-12,57.421875,41.796875,52.734375,50.651043
2009-04-13,52.734375,36.328125,49.609375,46.223957
2009-04-14,46.484375,31.640625,41.796875,39.973957
2009-04-15,43.359375,27.734375,36.328125,35.807293
2009-04-16,41.015625,24.609375,32.421875,32.682293
2009-04-17,49.609375,55.859375,99.609375,68.359375
2009-04-18,60.546875,69.921875,67.578125,66.015625
2009-04-19,56.640625,66.015625,67.578125,63.411457
2009-04-20,52.734375,62.109375,66.796875,60.546875
2009-04-21,51.171875,61.328125,66.015625,59.505207
2009-04-22,51.171875,57.421875,62.890625,57.161457
2009-04-23,51.953125,57.421875,66.015625,58.463543
2009-04-24,50.390625,58.203125,60.546875,56.380207
2009-04-25,47.265625,57.421875,55.078125,53.255207
2009-04-26,44.140625,56.640625,51.171875,50.651043
2009-04-27,37.109375,51.953125,49.609375,46.223957
2009-04-28,36.328125,49.609375,62.109375,49.348957
2009-04-29,42.578125,55.078125,90.234375,62.630207
2009-04-30,57.421875,62.109375,76.171875,65.234375
2009-05-01,55.859375,60.546875,60.546875,58.984375
2009-05-02,51.171875,57.421875,57.421875,55.338543
2009-05-03,50.390625,54.296875,60.546875,55.078125
2009-05-04,48.828125,48.828125,51.953125,49.869793
2009-05-05,61.328125,57.421875,88.671875,69.140625
2009-05-06,69.921875,68.359375,92.578125,76.953125
2009-05-07,71.484375,69.140625,58.203125,66.27604
2009-05-08,66.015625,66.015625,55.078125,62.369793
2009-05-09,62.890625,63.671875,50.390625,58.984375
2009-05-10,58.203125,60.546875,51.171875,56.640625
2009-05-11,73.046875,68.359375,94.140625,78.515625
2009-05-12,80.859375,74.609375,63.671875,73.046875
2009-05-13,79.296875,73.046875,64.453125,72.265625
2009-05-14,76.953125,66.796875,58.984375,67.578125
2009-05-15,73.046875,62.890625,56.640625,64.19271
2009-05-16,67.578125,56.640625,53.515625,59.244793
2009-05-17,78.515625,67.578125,93.359375,79.81771
2009-05-18,80.078125,76.171875,65.234375,73.828125
2009-05-19,75.390625,72.265625,61.328125,69.66146
2009-05-20,66.796875,66.796875,58.203125,63.932293
2009-05-21,62.890625,59.765625,58.984375,60.546875
2009-05-22,68.359375,62.890625,91.796875,74.34896
2009-05-23,71.484375,71.484375,64.453125,69.140625
2009-05-24,66.796875,59.765625,58.203125,61.588543
2009-05-25,63.671875,56.640625,51.953125,57.421875
2009-05-26,72.265625,82.421875,97.265625,83.984375
2009-05-27,77.734375,85.546875,66.015625,76.43229
2009-05-28,76.171875,81.640625,77.734375,78.515625
2009-05-29,76.953125,76.953125,74.609375,76.171875
2009-05-30,77.734375,73.828125,70.703125,74.08854
2009-05-31,80.859375,72.265625,70.703125,74.609375
2009-06-01,76.953125,69.921875,58.984375,68.61979
2009-06-02,75.390625,68.359375,55.078125,66.27604
2009-06-03,75.390625,66.796875,51.953125,64.71354
2009-06-04,75.390625,66.015625,51.171875,64.19271
2009-06-05,73.046875,62.890625,48.046875,61.328125
2009-06-06,77.734375,65.234375,80.859375,74.609375
2009-06-07,80.078125,69.140625,56.640625,68.61979
2009-06-08,76.171875,64.453125,53.515625,64.71354
2009-06-09,75.390625,62.890625,75.390625,71.22396
2009-06-10,75.390625,63.671875,55.078125,64.71354
2009-06-11,79.296875,66.796875,80.859375,75.65104
2009-06-12,81.640625,73.046875,81.640625,78.77604
2009-06-13,80.859375,70.703125,62.109375,71.22396
2009-06-14,76.953125,62.109375,55.078125,64.71354
2009-06-15,86.328125,77.734375,97.265625,87.109375
2009-06-16,92.578125,88.671875,78.515625,86.58854
2009-06-17,91.796875,87.890625,72.265625,83.984375
2009-06-18,91.015625,85.546875,66.796875,81.11979
2009-06-19,90.234375,83.203125,62.890625,78.77604
2009-06-20,88.671875,80.859375,58.203125,75.91146
2009-06-21,89.453125,79.296875,87.890625,85.546875
2009-06-22,89.453125,78.515625,62.109375,76.69271
2009-06-23,86.328125,75.390625,60.546875,74.08854
2009-06-24,91.796875,82.421875,93.359375,89.19271
2009-06-25,93.359375,86.328125,73.828125,84.50521
2009-06-26,92.578125,83.984375,72.265625,82.94271
2009-06-27,90.234375,82.421875,69.921875,80.859375
2009-06-28,88.671875,78.515625,67.578125,78.25521
2009-06-29,88.671875,71.484375,65.234375,75.13021
2009-06-30,87.109375,69.921875,64.453125,73.828125
2009-07-01,90.234375,89.453125,99.609375,93.09896
2009-07-02,91.796875,94.140625,90.234375,92.05729
2009-07-03,91.796875,94.140625,74.609375,86.84896
2009-07-04,94.140625,97.265625,93.359375,94.921875
2009-07-05,94.921875,98.046875,81.640625,91.53646
2009-07-06,88.671875,93.359375,77.734375,86.58854
2009-07-07,87.890625,90.234375,89.453125,89.19271
2009-07-08,91.015625,91.796875,83.984375,88.93229
2009-07-09,92.578125,91.015625,83.984375,89.19271
2009-07-10,94.140625,91.796875,94.921875,93.61979
2009-07-11,98.046875,93.359375,90.234375,93.88021
2009-07-12,97.265625,92.578125,80.859375,90.234375
2009-07-13,94.921875,91.015625,80.859375,88.93229
2009-07-14,94.140625,90.234375,78.515625,87.63021
2009-07-15,92.578125,87.890625,79.296875,86.58854
2009-07-16,89.453125,86.328125,76.171875,83.984375
2009-07-17,97.265625,93.359375,99.609375,96.74479
2009-07-18,98.828125,99.609375,95.703125,98.046875
2009-07-19,99.609375,98.828125,87.890625,95.44271
2009-07-20,98.046875,98.046875,86.328125,94.140625
2009-07-21,97.265625,96.484375,83.984375,92.578125
2009-07-22,97.265625,94.140625,80.078125,90.49479
2009-07-23,97.265625,91.015625,85.546875,91.27604
2009-07-24,97.265625,91.015625,82.421875,90.234375
2009-07-25,97.265625,90.234375,83.984375,90.49479
2009-07-26,97.265625,89.453125,80.078125,88.93229
2009-07-27,94.921875,88.671875,79.296875,87.63021
2009-07-28,94.140625,87.890625,79.296875,87.109375
2009-07-29,93.359375,87.109375,76.171875,85.546875
2009-07-30,90.234375,85.546875,74.609375,83.46354
2009-07-31,87.109375,83.984375,69.921875,80.33854
2009-08-01,82.421875,80.859375,68.359375,77.21354
2009-08-02,83.984375,82.421875,87.890625,84.765625
2009-08-03,87.109375,81.640625,70.703125,79.81771
2009-08-04,83.984375,76.171875,64.453125,74.86979
2009-08-05,78.515625,70.703125,57.421875,68.88021
2009-08-06,75.390625,63.671875,58.203125,65.75521
2009-08-07,71.484375,57.421875,55.078125,61.328125
2009-08-08,69.140625,53.515625,48.828125,57.161457
2009-08-09,66.015625,45.703125,47.265625,52.994793
2009-08-10,66.015625,46.484375,80.078125,64.19271
2009-08-11,67.578125,51.171875,77.734375,65.49479
2009-08-12,68.359375,55.859375,89.453125,71.22396
2009-08-13,69.140625,55.859375,46.484375,57.161457
2009-08-14,67.578125,54.296875,44.140625,55.338543
2009-08-15,67.578125,51.953125,42.578125,54.036457
2009-08-16,66.796875,50.390625,41.015625,52.734375
2009-08-17,66.015625,47.265625,46.484375,53.255207
2009-08-18,66.015625,44.921875,39.453125,50.130207
2009-08-19,65.234375,42.578125,38.671875,48.828125
2009-08-20,63.671875,38.671875,35.546875,45.963543
2009-08-21,66.015625,41.015625,91.015625,66.015625
2009-08-22,69.140625,42.578125,37.109375,49.609375
2009-08-23,66.015625,40.234375,32.421875,46.223957
2009-08-24,64.453125,39.453125,33.203125,45.703125
2009-08-25,64.453125,38.671875,69.140625,57.421875
2009-08-26,72.265625,45.703125,98.046875,72.00521
2009-08-27,76.953125,58.203125,54.296875,63.151043
2009-08-28,75.390625,55.859375,50.390625,60.546875
2009-08-29,73.046875,53.515625,47.265625,57.942707
2009-08-30,72.265625,51.171875,44.921875,56.119793
2009-08-31,71.484375,49.609375,41.796875,54.296875
2009-09-01,69.921875,48.046875,39.453125,52.473957
2009-09-02,68.359375,46.484375,38.671875,51.171875
2009-09-03,68.359375,43.359375,34.765625,48.828125
2009-09-04,73.046875,45.703125,94.921875,71.22396
2009-09-05,80.078125,49.609375,54.296875,61.328125
2009-09-06,77.734375,44.921875,41.015625,54.557293
2009-09-07,75.390625,38.671875,40.234375,51.432293
2009-09-08,73.828125,33.984375,38.671875,48.828125
2009-09-09,71.484375,27.734375,38.671875,45.963543
2009-09-10,68.359375,23.828125,38.671875,43.619793
2009-09-11,65.234375,18.359375,37.109375,40.234375
2009-09-12,63.671875,15.234375,37.109375,38.671875
2009-09-13,66.796875,17.578125,93.359375,59.244793
2009-09-14,68.359375,21.484375,48.046875,45.963543
2009-09-15,67.578125,16.796875,48.828125,44.401043
2009-09-16,66.796875,13.671875,45.703125,42.057293
2009-09-17,66.015625,12.109375,42.578125,40.234375
2009-09-18,66.015625,11.328125,43.359375,40.234375
2009-09-19,65.234375,10.546875,38.671875,38.151043
2009-09-20,64.453125,9.765625,37.109375,37.109375
2009-09-21,61.328125,9.765625,38.671875,36.588543
2009-09-22,58.984375,9.765625,36.328125,35.026043
2009-09-23,57.421875,9.765625,34.765625,33.984375
2009-09-24,58.203125,9.765625,33.203125,33.723957
2009-09-25,58.984375,9.765625,30.859375,33.203125
2009-09-26,58.203125,8.984375,30.859375,32.682293
2009-09-27,57.421875,8.203125,27.734375,31.119791
2009-09-28,55.859375,7.421875,26.171875,29.817709
2009-09-29,59.765625,16.015625,91.015625,55.598957
2009-09-30,61.328125,31.640625,35.546875,42.838543
2009-10-01,62.109375,30.859375,55.078125,49.348957
2009-10-02,63.671875,25.390625,28.515625,39.192707
2009-10-03,58.203125,22.265625,23.828125,34.765625
2009-10-04,55.078125,19.921875,20.703125,31.901041
2009-10-05,62.890625,24.609375,87.109375,58.203125
2009-10-06,66.015625,34.765625,81.640625,60.807293
2009-10-07,63.671875,37.109375,36.328125,45.703125
2009-10-08,59.765625,31.640625,35.546875,42.317707
2009-10-09,55.078125,26.171875,34.765625,38.671875
2009-10-10,57.421875,36.328125,90.234375,61.328125
2009-10-11,63.671875,48.046875,97.265625,69.66146
2009-10-12,72.265625,69.140625,94.921875,78.77604
2009-10-13,78.515625,87.890625,89.453125,85.28646
2009-10-14,80.859375,90.234375,69.140625,80.078125
2009-10-15,83.203125,92.578125,92.578125,89.453125
2009-10-16,84.765625,93.359375,98.828125,92.31771
2009-10-17,90.234375,98.828125,97.265625,95.44271
2009-10-18,92.578125,99.609375,94.921875,95.703125
2009-10-19,93.359375,98.046875,82.421875,91.27604
2009-10-20,90.234375,97.265625,75.390625,87.63021
2009-10-21,88.671875,95.703125,73.828125,86.06771
2009-10-22,90.234375,97.265625,95.703125,94.40104
2009-10-23,93.359375,98.828125,77.734375,89.97396
2009-10-24,90.234375,97.265625,78.515625,88.671875
2009-10-25,90.234375,97.265625,84.765625,90.75521
2009-10-26,90.234375,96.484375,82.421875,89.71354
2009-10-27,92.578125,94.921875,83.203125,90.234375
2009-10-28,93.359375,91.796875,79.296875,88.15104
2009-10-29,91.796875,88.671875,76.953125,85.80729
2009-10-30,90.234375,83.984375,73.828125,82.68229
2009-10-31,89.453125,80.078125,69.921875,79.81771
2009-11-01,88.671875,77.734375,68.359375,78.25521
2009-11-02,91.015625,96.484375,99.609375,95.703125
2009-11-03,91.796875,98.828125,91.796875,94.140625
2009-11-04,95.703125,99.609375,96.484375,97.265625
2009-11-05,98.046875,98.046875,85.546875,93.88021
2009-11-06,94.921875,97.265625,81.640625,91.27604
2009-11-07,89.453125,95.703125,76.171875,87.109375
2009-11-08,88.671875,94.921875,86.328125,89.97396
2009-11-09,90.234375,93.359375,78.515625,87.36979
2009-11-10,88.671875,91.796875,73.828125,84.765625
2009-11-11,86.328125,91.015625,71.484375,82.94271
2009-11-12,86.328125,87.890625,78.515625,84.24479
2009-11-13,84.765625,86.328125,70.703125,80.59896
2009-11-14,83.984375,81.640625,66.796875,77.47396
2009-11-15,82.421875,73.046875,63.671875,73.046875
2009-11-16,83.203125,73.046875,76.953125,77.734375
2009-11-17,86.328125,77.734375,81.640625,81.90104
2009-11-18,87.109375,76.953125,61.328125,75.13021
2009-11-19,85.546875,73.046875,58.203125,72.265625
2009-11-20,84.765625,70.703125,59.765625,71.74479
2009-11-21,84.765625,69.140625,58.203125,70.703125
2009-11-22,83.203125,65.234375,60.546875,69.66146
2009-11-23,82.421875,61.328125,61.328125,68.359375
2009-11-24,83.984375,64.453125,82.421875,76.953125
2009-11-25,87.109375,69.921875,72.265625,76.43229
2009-11-26,86.328125,66.015625,63.671875,72.00521
2009-11-27,84.765625,63.671875,60.546875,69.66146
2009-11-28,83.203125,60.546875,56.640625,66.796875
2009-11-29,82.421875,57.421875,50.390625,63.411457
2009-11-30,84.765625,60.546875,89.453125,78.25521
2009-12-01,84.765625,66.015625,90.234375,80.33854
2009-12-02,86.328125,66.796875,50.390625,67.83854
2009-12-03,83.984375,60.546875,48.828125,64.453125
2009-12-04,83.984375,56.640625,68.359375,69.66146
2009-12-05,84.765625,59.765625,83.203125,75.91146
2009-12-06,84.765625,66.796875,86.328125,79.296875
2009-12-07,84.765625,69.140625,62.109375,72.00521
2009-12-08,84.765625,71.484375,93.359375,83.203125
2009-12-09,84.765625,76.171875,76.953125,79.296875
2009-12-10,84.765625,87.890625,98.046875,90.234375
2009-12-11,85.546875,95.703125,75.390625,85.546875
2009-12-12,87.109375,91.796875,72.265625,83.72396
2009-12-13,86.328125,89.453125,68.359375,81.38021
2009-12-14,84.765625,87.890625,63.671875,78.77604
2009-12-15,84.765625,82.421875,61.328125,76.171875
2009-12-16,84.765625,78.515625,58.203125,73.828125
2009-12-17,83.59375,71.484375,52.734375,69.270836
2009-12-18,84.375,67.578125,48.046875,66.666664
2009-12-19,84.375,58.203125,44.140625,62.239582
2009-12-20,84.375,50.390625,41.796875,58.854168
2009-12-21,82.421875,41.796875,39.453125,54.557293
2009-12-22,84.765625,62.109375,91.015625,79.296875
2009-12-23,84.765625,60.546875,43.359375,62.890625
2009-12-24,84.765625,61.328125,79.296875,75.13021
2009-12-25,87.109375,69.921875,74.609375,77.21354
2009-12-26,86.328125,62.890625,56.640625,68.61979
2009-12-27,84.765625,56.640625,51.953125,64.453125
2009-12-28,83.203125,52.734375,47.265625,61.067707
2009-12-29,83.18965,48.706898,47.844826,59.913788
2009-12-30,86.5,83.5,99.5,89.833336
2009-12-31,87.5,92.2619,91.07143,90.27777
2010-01-01,85.625,94.375,68.125,82.708336
2010-01-02,85.9375,90.104164,67.1875,81.076385
2010-01-03,86.16071,79.91071,62.94643,76.33929
2010-01-04,84.765625,74.609375,58.984375,72.78646
2010-01-05,84.765625,66.015625,56.640625,69.140625
2010-01-06,84.765625,64.453125,52.734375,67.31771
2010-01-07,84.765625,62.890625,51.171875,66.27604
2010-01-08,83.984375,58.984375,45.703125,62.890625
2010-01-09,83.984375,54.296875,43.359375,60.546875
2010-01-10,83.984375,49.609375,41.796875,58.463543
2010-01-11,82.421875,48.828125,38.671875,56.640625
2010-01-12,80.859375,41.796875,37.890625,53.515625
2010-01-13,79.296875,36.328125,36.328125,50.651043
2010-01-14,78.515625,32.421875,37.890625,49.609375
2010-01-15,77.734375,28.515625,37.109375,47.786457
2010-01-16,76.5625,23.828125,33.984375,44.791668
2010-01-17,76.5625,19.140625,30.859375,42.1875
2010-01-18,78.515625,18.359375,51.953125,49.609375
2010-01-19,80.078125,26.953125,66.796875,57.942707
2010-01-20,80.859375,31.640625,33.203125,48.567707
2010-01-21,79.296875,24.609375,28.515625,44.140625
2010-01-22,78.515625,21.484375,26.953125,42.317707
2010-01-23,78.515625,18.359375,24.609375,40.494793
2010-01-24,77.734375,17.578125,23.828125,39.713543
2010-01-25,76.171875,17.578125,22.265625,38.671875
2010-01-26,74.21875,17.578125,20.703125,37.5
2010-01-27,73.046875,16.796875,19.921875,36.588543
2010-01-28,73.828125,16.015625,18.359375,36.067707
2010-01-29,73.046875,14.453125,16.015625,34.505207
2010-01-30,72.65625,11.328125,13.671875,32.552082
2010-01-31,71.484375,8.984375,12.109375,30.859375
2010-02-01,69.921875,7.421875,8.203125,28.515625
2010-02-02,70.703125,5.078125,7.421875,27.734375
2010-02-03,68.359375,1.953125,5.078125,25.130209
2010-02-04,67.578125,1.953125,13.671875,27.734375
2010-02-05,67.578125,5.859375,8.203125,27.213541
2010-02-06,68.359375,4.296875,12.109375,28.255209
2010-02-07,68.359375,5.078125,9.765625,27.734375
2010-02-08,68.359375,3.515625,9.765625,27.213541
2010-02-09,69.921875,3.515625,9.765625,27.734375
2010-02-10,68.75,3.515625,9.765625,27.34375
2010-02-11,70.3125,3.515625,9.765625,27.864584
2010-02-12,71.875,3.515625,8.984375,28.125
2010-02-13,72.65625,3.515625,8.203125,28.125
2010-02-14,70.703125,3.515625,8.203125,27.473959
2010-02-15,69.921875,2.734375,6.640625,26.432291
2010-02-16,67.578125,1.953125,5.078125,24.869791
2010-02-17,66.015625,1.171875,4.296875,23.828125
2010-02-18,63.671875,3.515625,35.546875,34.244793
2010-02-19,66.015625,19.140625,95.703125,60.286457
2010-02-20,67.578125,30.859375,24.609375,41.015625
2010-02-21,65.234375,27.734375,20.703125,37.890625
2010-02-22,65.234375,35.546875,83.203125,61.328125
2010-02-23,74.609375,66.015625,99.609375,80.078125
2010-02-24,78.515625,91.796875,91.015625,87.109375
2010-02-25,79.296875,95.703125,95.703125,90.234375
2010-02-26,84.765625,98.046875,97.265625,93.359375
2010-02-27,85.546875,96.484375,86.328125,89.453125
2010-02-28,83.203125,94.140625,78.515625,85.28646
2010-03-01,79.296875,90.234375,71.484375,80.33854
2010-03-02,78.515625,88.671875,70.703125,79.296875
2010-03-03,78.515625,83.984375,66.796875,76.43229
2010-03-04,78.515625,80.859375,64.453125,74.609375
2010-03-05,78.125,77.734375,60.546875,72.135414
2010-03-06,78.90625,76.171875,53.515625,69.53125
2010-03-07,78.515625,70.703125,51.171875,66.796875
2010-03-08,76.953125,62.890625,46.484375,62.109375
2010-03-09,71.484375,51.953125,40.234375,54.557293
2010-03-10,66.015625,44.140625,36.328125,48.828125
2010-03-11,61.328125,37.890625,30.859375,43.359375
2010-03-12,58.203125,35.546875,59.765625,51.171875
2010-03-13,60.546875,40.234375,73.828125,58.203125
2010-03-14,69.140625,55.859375,84.765625,69.921875
2010-03-15,80.078125,76.953125,93.359375,83.46354
2010-03-16,91.015625,80.859375,72.265625,81.38021
2010-03-17,93.359375,83.203125,86.328125,87.63021
2010-03-18,88.671875,83.984375,66.015625,79.55729
2010-03-19,81.640625,80.859375,65.234375,75.91146
2010-03-20,78.515625,73.828125,61.328125,71.22396
2010-03-21,82.421875,79.296875,95.703125,85.80729
2010-03-22,83.984375,83.984375,71.484375,79.81771
2010-03-23,79.296875,76.953125,64.453125,73.56771
2010-03-24,71.484375,72.265625,62.890625,68.88021
2010-03-25,66.015625,67.578125,58.203125,63.932293
2010-03-26,71.484375,77.734375,96.484375,81.90104
2010-03-27,80.859375,85.546875,74.609375,80.33854
2010-03-28,79.296875,84.765625,78.515625,80.859375
2010-03-29,82.421875,87.109375,86.328125,85.28646
2010-03-30,80.078125,85.546875,74.609375,80.078125
2010-03-31,80.859375,85.546875,72.265625,79.55729
2010-04-01,80.078125,83.984375,72.265625,78.77604
2010-04-02,76.953125,81.640625,73.046875,77.21354
2010-04-03,76.171875,76.953125,69.921875,74.34896
2010-04-04,76.171875,73.828125,69.140625,73.046875
2010-04-05,74.609375,70.703125,69.140625,71.484375
2010-04-06,73.828125,69.921875,66.796875,70.18229
2010-04-07,73.046875,68.359375,65.234375,68.88021
2010-04-08,72.265625,66.796875,65.234375,68.09896
2010-04-09,66.796875,63.671875,61.328125,63.932293
2010-04-10,73.046875,69.140625,91.796875,77.99479
2010-04-11,76.953125,77.734375,92.578125,82.421875
2010-04-12,77.734375,79.296875,84.765625,80.59896
2010-04-13,75.390625,77.734375,63.671875,72.265625
2010-04-14,75.390625,80.078125,89.453125,81.640625
2010-04-15,78.515625,80.859375,72.265625,77.21354
2010-04-16,77.734375,77.734375,66.796875,74.08854
2010-04-17,76.171875,73.046875,65.234375,71.484375
2010-04-18,75.390625,66.796875,63.671875,68.61979
2010-04-19,74.609375,62.890625,63.671875,67.05729
2010-04-20,73.828125,59.765625,62.109375,65.234375
2010-04-21,73.828125,58.203125,60.546875,64.19271
2010-04-22,75.390625,55.859375,58.984375,63.411457
2010-04-23,72.265625,55.078125,56.640625,61.328125
2010-04-24,68.359375,55.078125,51.953125,58.463543
2010-04-25,66.015625,54.296875,44.921875,55.078125
2010-04-26,66.015625,54.296875,77.734375,66.015625
2010-04-27,66.796875,53.515625,46.484375,55.598957
2010-04-28,66.015625,48.046875,46.484375,53.515625
2010-04-29,63.671875,44.921875,44.140625,50.911457
2010-04-30,58.984375,42.578125,43.359375,48.307293
2010-05-01,58.984375,41.015625,41.015625,47.005207
2010-05-02,74.609375,46.484375,95.703125,72.265625
2010-05-03,80.078125,56.640625,68.359375,68.359375
2010-05-04,78.515625,54.296875,48.828125,60.546875
2010-05-05,76.953125,48.828125,55.859375,60.546875
2010-05-06,81.640625,55.859375,84.765625,74.08854
2010-05-07,83.203125,58.203125,48.046875,63.151043
2010-05-08,80.078125,51.953125,47.265625,59.765625
2010-05-09,82.421875,56.640625,83.984375,74.34896
2010-05-10,84.765625,58.984375,58.203125,67.31771
2010-05-11,83.203125,52.734375,44.921875,60.286457
2010-05-12,83.203125,49.609375,41.015625,57.942707
2010-05-13,81.640625,43.359375,37.890625,54.296875
2010-05-14,87.890625,55.859375,94.921875,79.55729
2010-05-15,95.703125,69.921875,62.109375,75.91146
2010-05-16,94.921875,64.453125,55.078125,71.484375
2010-05-17,89.453125,58.984375,49.609375,66.015625
2010-05-18,84.765625,55.859375,74.609375,71.74479
2010-05-19,91.015625,67.578125,94.140625,84.24479
2010-05-20,96.484375,81.640625,86.328125,88.15104
2010-05-21,94.921875,80.859375,64.453125,80.078125
2010-05-22,90.234375,76.171875,63.671875,76.69271
2010-05-23,89.453125,68.359375,56.640625,71.484375
2010-05-24,89.453125,76.171875,85.546875,83.72396
2010-05-25,89.453125,78.515625,60.546875,76.171875
2010-05-26,87.890625,69.921875,52.734375,70.18229
2010-05-27,86.328125,69.140625,69.921875,75.13021
2010-05-28,87.109375,66.796875,66.796875,73.56771
2010-05-29,83.203125,60.546875,48.046875,63.932293
2010-05-30,83.203125,65.234375,84.765625,77.734375
2010-05-31,84.765625,69.140625,89.453125,81.11979
2010-06-01,91.015625,83.203125,85.546875,86.58854
2010-06-02,91.015625,88.671875,93.359375,91.015625
2010-06-03,92.578125,92.578125,90.234375,91.796875
2010-06-04,93.359375,93.359375,78.515625,88.41146
2010-06-05,91.796875,91.796875,78.515625,87.36979
2010-06-06,91.015625,91.015625,76.953125,86.328125
2010-06-07,91.015625,91.015625,78.515625,86.84896
2010-06-08,91.015625,91.015625,83.984375,88.671875
2010-06-09,91.015625,91.015625,76.953125,86.328125
2010-06-10,91.015625,91.015625,76.171875,86.06771
2010-06-11,91.015625,91.015625,73.828125,85.28646
2010-06-12,91.015625,91.015625,78.515625,86.84896
2010-06-13,91.015625,90.234375,73.046875,84.765625
2010-06-14,90.234375,89.453125,72.265625,83.984375
2010-06-15,89.453125,87.890625,72.265625,83.203125
2010-06-16,87.890625,84.765625,70.703125,81.11979
2010-06-17,86.328125,82.421875,67.578125,78.77604
2010-06-18,83.984375,79.296875,63.671875,75.65104
2010-06-19,83.984375,75.390625,58.984375,72.78646
2010-06-20,82.421875,72.265625,55.078125,69.921875
2010-06-21,83.203125,69.921875,74.609375,75.91146
2010-06-22,80.078125,67.578125,54.296875,67.31771
2010-06-23,77.734375,63.671875,54.296875,65.234375
2010-06-24,75.390625,59.765625,54.296875,63.151043
2010-06-25,72.265625,56.640625,51.953125,60.286457
2010-06-26,69.140625,52.734375,51.171875,57.682293
2010-06-27,67.578125,46.484375,49.609375,54.557293
2010-06-28,65.234375,39.453125,48.046875,50.911457
2010-06-29,63.671875,37.109375,46.484375,49.088543
2010-06-30,60.546875,33.203125,46.484375,46.744793
2010-07-01,56.640625,30.859375,44.921875,44.140625
2010-07-02,51.171875,26.953125,44.140625,40.755207
2010-07-03,48.828125,24.609375,44.140625,39.192707
2010-07-04,46.484375,22.265625,40.234375,36.328125
2010-07-05,50.390625,25.390625,91.796875,55.859375
2010-07-06,66.796875,46.484375,88.671875,67.31771
2010-07-07,66.796875,48.828125,42.578125,52.734375
2010-07-08,56.640625,42.578125,38.671875,45.963543
2010-07-09,51.953125,38.671875,31.640625,40.755207
2010-07-10,44.921875,34.765625,30.078125,36.588543
2010-07-11,44.140625,32.421875,27.734375,34.765625
2010-07-12,42.578125,29.296875,23.046875,31.640625
2010-07-13,41.796875,26.171875,23.828125,30.598959
2010-07-14,41.796875,22.265625,37.109375,33.723957
2010-07-15,42.578125,19.921875,23.828125,28.776041
2010-07-16,51.953125,33.203125,88.671875,57.942707
2010-07-17,60.546875,38.671875,55.078125,51.432293
2010-07-18,59.765625,37.109375,37.890625,44.921875
2010-07-19,55.859375,33.984375,37.890625,42.578125
2010-07-20,51.953125,32.421875,34.765625,39.713543
2010-07-21,48.046875,30.078125,33.984375,37.369793
2010-07-22,64.453125,64.453125,98.828125,75.91146
2010-07-23,83.203125,93.359375,99.609375,92.05729
2010-07-24,93.359375,99.609375,94.140625,95.703125
2010-07-25,92.578125,98.828125,92.578125,94.66146
2010-07-26,91.796875,98.046875,89.453125,93.09896
2010-07-27,90.234375,97.265625,88.671875,92.05729
2010-07-28,90.234375,96.484375,88.671875,91.796875
2010-07-29,90.234375,95.703125,84.765625,90.234375
2010-07-30,88.671875,92.578125,82.421875,87.890625
2010-07-31,85.546875,90.234375,77.734375,84.50521
2010-08-01,88.671875,90.234375,94.140625,91.015625
2010-08-02,91.015625,91.796875,91.015625,91.27604
