date,qobs,qsim
2014-04-25,1.7,1.7190709
2014-04-26,1.66,1.6918846
2014-04-27,2.39,1.7780161
2014-04-28,1.87,1.8360656
2014-04-29,2.07,1.6504579
2014-04-30,1.72,1.548036
2014-05-01,1.64,2.4581517
2014-05-02,2.49,2.3546096
2014-05-03,1.92,1.5607667
2014-05-04,1.65,1.5172007
2014-05-05,1.65,1.4788533
2014-05-06,1.57,1.442886
2014-05-07,1.75,1.7445669
2014-05-08,1.77,2.5912203
2014-05-09,2.37,3.4367541
2014-05-10,3.3,2.7532508
2014-05-11,2.4,2.35554
2014-05-12,2.35,1.6120573
2014-05-13,1.99,3.0352784
2014-05-14,2.63,2.7501765
2014-05-15,2.26,1.6239468
2014-05-16,1.87,1.4992941
2014-05-17,1.73,1.669968
2014-05-18,7.64,18.1831251
2014-05-19,7.57,5.5646501
2014-05-20,3.36,2.4089882
2014-05-21,2.51,2.2932721
2014-05-22,2.21,2.1877962
2014-05-23,2.02,2.0913596
2014-05-24,3.72,9.7658709
2014-05-25,4.06,4.3797398
2014-05-26,2.29,3.5370465
2014-05-27,12.1,22.0834085
2014-05-28,17.6,15.0811101
2014-05-29,10.5,8.2497206
2014-05-30,6.38,6.2780482
2014-05-31,5.03,5.2297677
2014-06-01,4.03,4.7987958
2014-06-02,3.52,4.4662305
2014-06-03,3.17,4.1695857
2014-06-04,2.92,3.9041244
2014-06-05,2.7,3.6658581
2014-06-06,2.59,3.4514047
2014-06-07,2.29,3.2578799
2014-06-08,2.13,3.0828103
2014-06-09,2.13,2.9240647
2014-06-10,2.11,2.7797983
2014-06-11,1.97,2.6484082
2014-06-12,1.93,2.528496
2014-06-13,1.92,2.4188379
2014-06-14,1.84,2.3295699
2014-06-15,2.19,2.2311786
2014-06-16,1.86,2.1453435
2014-06-17,1.76,2.0668522
2014-06-18,1.74,1.994392
2014-06-19,1.56,1.9415798
2014-06-20,2.17,2.6699162
2014-06-21,2.14,2.4022971
2014-06-22,1.84,1.7924896
2014-06-23,1.71,1.739665
2014-06-24,1.61,2.1261386
2014-06-25,2.84,5.1091772
2014-06-26,2.77,3.1581898
2014-06-27,2.23,1.7358218
2014-06-28,2.08,1.630635
2014-06-29,3.15,6.3855695
2014-06-30,3.79,6.610218
2014-07-01,3.55,2.7542565
2014-07-02,2.37,1.7084791
2014-07-03,2.21,1.6578836
2014-07-04,2.08,1.6108079
2014-07-05,1.99,1.5668792
2014-07-06,1.84,1.5258147
2014-07-07,1.83,2.4324298
2014-07-08,5.45,32.748275
2014-07-09,20.7,14.4957697
2014-07-10,8.02,5.8004805
2014-07-11,6.15,9.6574204
2014-07-12,8.86,6.0809325
2014-07-13,4.09,4.2031687
2014-07-14,3.17,4.0588125
2014-07-15,3.08,3.7698554
2014-07-16,2.89,3.5526706
2014-07-17,2.61,3.3579615
2014-07-18,2.37,3.1805497
2014-07-19,2.23,3.0186572
2014-07-20,2.05,2.8707073
2014-07-21,2.12,7.049994
2014-07-22,5.4,4.6881633
2014-07-23,2.69,3.0231742
2014-07-24,2.24,3.1123645
2014-07-25,2.58,2.8331804
2014-07-26,2.2,2.6496981
2014-07-27,2.13,2.7009221
2014-07-28,2.52,2.5493142
2014-07-29,2.95,2.837447
2014-07-30,2.6,2.6027314
2014-07-31,2.09,2.3047688
2014-08-01,1.86,2.2183787
2014-08-02,1.73,4.225426
2014-08-03,5.34,10.064143
2014-08-04,6.2,13.6194361
2014-08-05,8.34,5.854262
2014-08-06,4.35,3.3077385
2014-08-07,2.74,2.7228032
2014-08-08,2.29,2.6004708
2014-08-09,2.05,2.4882397
2014-08-10,1.83,2.7642341
2014-08-11,2.38,2.4140906
2014-08-12,1.86,2.2481857
2014-08-13,1.71,3.6379975
2014-08-14,2.46,2.864771
2014-08-15,2.16,2.2383327
2014-08-16,2.18,2.7028555
2014-08-17,1.98,2.1638719
2014-08-18,1.7,1.9786204
2014-08-19,1.74,1.914353
2014-08-20,1.58,1.8553217
2014-08-21,1.53,1.7990106
2014-08-22,1.48,1.7465705
2014-08-23,1.57,2.4431061
2014-08-24,1.96,2.464589
2014-08-25,1.67,2.3158616
2014-08-26,2.35,4.363916
2014-08-27,2.27,2.3497052
2014-08-28,1.74,1.6904019
2014-08-29,1.55,1.6461778
2014-08-30,1.59,2.2525858
2014-08-31,3.51,10.3968934
2014-09-01,4.67,3.4712099
2014-09-02,2.0,1.8398246
2014-09-03,1.73,1.7810023
2014-09-04,1.65,1.7250139
2014-09-05,1.57,1.6729409
2014-09-06,1.53,2.6576224
2014-09-07,2.34,2.2611378
2014-09-08,1.8,1.6707058
2014-09-09,1.53,1.6202187
2014-09-10,1.43,1.6470494
2014-09-11,1.88,15.2353492
2014-09-12,10.2,12.2504844
2014-09-13,8.57,7.1988984
2014-09-14,7.16,7.3732572
2014-09-15,6.09,4.2386205
2014-09-16,4.37,3.1676001
2014-09-17,3.52,3.0006815
2014-09-18,3.04,2.8483391
2014-09-19,5.41,9.0826983
2014-09-20,7.03,5.1899689
2014-09-21,5.22,12.985553
2014-09-22,7.84,16.0883566
2014-09-23,13.9,8.3671841
2014-09-24,8.24,5.7534672
2014-09-25,6.28,5.230483
2014-09-26,5.69,7.2159003
2014-09-27,6.21,5.7928472
2014-09-28,5.03,4.7299151
2014-09-29,4.33,4.4298291
2014-09-30,3.91,4.1698913
2014-10-01,3.72,3.9349897
2014-10-02,3.49,3.718618
2014-10-03,3.33,3.5215135
2014-10-04,3.18,3.3418643
2014-10-05,2.87,3.1778563
2014-10-06,2.75,3.0278862
2014-10-07,2.66,2.8905342
2014-10-08,2.59,2.7884527
2014-10-09,2.59,2.6864081
2014-10-10,2.43,2.5658907
2014-10-11,2.37,2.4656588
2014-10-12,2.37,2.3731855
2014-10-13,2.35,4.0089632
2014-10-14,3.04,5.0016313
2014-10-15,3.53,4.1854916
2014-10-16,2.99,3.3152091
2014-10-17,2.75,2.9814616
2014-10-18,2.54,2.6266243
2014-10-19,2.29,2.6768976
2014-10-20,2.58,2.552686
2014-10-21,2.28,7.5826988
2014-10-22,7.8,23.0695735
2014-10-23,19.9,13.2103316
2014-10-24,11.4,7.3028864
2014-10-25,7.67,5.9880423
2014-10-26,6.63,5.4590901
2014-10-27,5.68,5.0333448
2014-10-28,5.29,4.7163408
2014-10-29,4.8,4.4426653
2014-10-30,4.48,4.1941917
2014-10-31,4.2,3.968219
2014-11-01,3.92,3.7623745
2014-11-02,3.61,3.5745645
2014-11-03,3.52,3.4029377
2014-11-04,3.33,3.2458541
2014-11-05,3.05,4.8000638
2014-11-06,3.62,3.8598464
2014-11-07,3.17,3.1665216
2014-11-08,2.95,3.0239508
2014-11-09,2.65,2.8979229
2014-11-10,2.75,2.7819662
2014-11-11,2.46,2.6751078
2014-11-12,2.49,2.5764787
2014-11-13,2.35,2.4853015
2014-11-14,2.28,2.4008794
2014-11-15,2.44,2.3225874
2014-11-16,2.28,2.2499175
2014-11-17,2.18,2.1823454
2014-11-18,2.36,5.5980731
2014-11-19,3.2,3.9105265
2014-11-20,2.52,2.7975953
2014-11-21,2.31,2.4695862
2014-11-22,2.37,2.3535235
2014-11-23,2.16,2.2742842
2014-11-24,2.17,2.2023062
2014-11-25,2.11,2.1358252
2014-11-26,2.03,2.0724095
2014-11-27,2.04,2.0133244
2014-11-28,1.99,1.9582268
2014-11-29,1.99,1.9067536
2014-11-30,1.91,1.8585792
2014-12-01,1.92,1.8134106
2014-12-02,1.89,1.7709841
2014-12-03,1.89,1.7310619
2014-12-04,2.1,3.3762783
2014-12-05,2.04,2.095896
2014-12-06,1.91,1.8240192
2014-12-07,1.88,3.5039448
2014-12-08,2.26,2.1929915
2014-12-09,2.08,1.8601536
2014-12-10,1.94,1.8098975
2014-12-11,1.98,3.9871766
2014-12-12,2.45,4.2576325
2014-12-13,2.76,9.1042619
2014-12-14,4.96,6.6288249
2014-12-15,4.03,4.7430163
2014-12-16,3.32,4.5043606
2014-12-17,3.42,6.4201175
2014-12-18,4.05,8.3674281
2014-12-19,6.13,9.6122819
2014-12-20,7.97,9.5294551
2014-12-21,7.39,6.1715325
2014-12-22,5.16,5.2457898
2014-12-23,4.55,4.9017571
2014-12-24,4.28,10.5899247
2014-12-25,7.06,12.5488384
2014-12-26,6.55,7.7768902
2014-12-27,5.28,6.280007
2014-12-28,4.67,5.8323222
2014-12-29,4.29,5.4380551
2014-12-30,4.05,5.0851622
2014-12-31,4.17,5.8596766
2015-01-01,6.88,6.0974861
2015-01-02,9.77,12.7568135
2015-01-03,11.4,9.9787866
2015-01-04,10.0,9.9101079
2015-01-05,9.69,7.2914004
2015-01-06,7.83,6.5264768
2015-01-07,7.16,6.819038
2015-01-08,6.78,16.303533
2015-01-09,19.5,23.8698628
2015-01-10,28.6,21.0439432
2015-01-11,22.4,16.8845727
2015-01-12,16.8,13.778022
2015-01-13,13.5,12.3965055
2015-01-14,12.0,13.740188
2015-01-15,11.6,10.9180265
2015-01-16,9.56,11.1420218
2015-01-17,9.49,9.5675062
2015-01-18,8.11,8.1182865
2015-01-19,7.1,7.3726399
2015-01-20,6.68,6.8527222
2015-01-21,6.35,6.4016377
2015-01-22,5.76,5.9990748
2015-01-23,5.51,5.6386958
2015-01-24,5.01,5.3151451
2015-01-25,5.01,5.0306481
2015-01-26,5.31,7.8287291
2015-01-27,7.86,6.9887209
2015-01-28,7.39,6.7900906
2015-01-29,6.9,6.0118516
2015-01-30,6.38,5.3684201
2015-01-31,5.66,4.9676095
2015-02-01,5.08,4.685476
2015-02-02,4.76,4.6488748
2015-02-03,4.67,4.2844385
2015-02-04,4.34,4.0723391
2015-02-05,4.1,3.8817587
2015-02-06,3.83,3.7098979
2015-02-07,3.69,3.5544035
2015-02-08,3.86,3.4220324
2015-02-09,4.28,5.728732
2015-02-10,6.34,6.3912645
2015-02-11,6.62,5.7153044
2015-02-12,6.17,4.4902683
2015-02-13,5.3,4.2111092
2015-02-14,5.15,4.0285633
2015-02-15,5.11,4.3741784
2015-02-16,4.9,5.7856508
2015-02-17,4.8,4.8672225
2015-02-18,4.53,4.4311283
2015-02-19,4.39,4.1087044
2015-02-20,4.33,4.5846712
2015-02-21,4.58,5.7441674
2015-02-22,4.59,4.8800739
2015-02-23,4.77,5.3587878
2015-02-24,4.68,5.0409234
2015-02-25,4.27,4.4701775
2015-02-26,4.12,4.2980219
2015-02-27,4.0,4.3014032
2015-02-28,3.91,4.1142272
2015-03-01,3.95,7.5782279
2015-03-02,5.39,6.1039015
2015-03-03,4.57,7.0688888
2015-03-04,5.22,6.5370163
2015-03-05,4.91,5.9070635
2015-03-06,4.36,5.4292997
2015-03-07,4.12,5.2078533
2015-03-08,3.99,5.0798462
2015-03-09,4.04,4.7831391
2015-03-10,4.02,5.1394214
2015-03-11,4.88,5.6594075
2015-03-12,4.62,5.003364
2015-03-13,4.37,4.7518583
2015-03-14,4.65,5.907746
2015-03-15,4.59,5.1114098
2015-03-16,4.18,4.5026965
2015-03-17,4.07,4.291518
2015-03-18,3.89,4.0996579
2015-03-19,3.79,3.9243123
2015-03-20,3.56,3.7637333
2015-03-21,3.53,3.6163841
2015-03-22,3.43,3.4809096
2015-03-23,3.32,3.3561119
2015-03-24,3.22,3.2409298
2015-03-25,3.11,3.1378678
2015-03-26,3.11,3.0719127
2015-03-27,3.2,3.0654018
2015-03-28,3.18,2.9889638
2015-03-29,3.46,10.2412673
2015-03-30,7.02,9.9370677
2015-03-31,8.85,8.5165384
2015-04-01,7.02,7.2406269
2015-04-02,8.0,13.6397328
2015-04-03,9.91,8.755585
2015-04-04,9.54,7.1009803
2015-04-05,7.66,6.6185225
2015-04-06,6.92,6.2574002
2015-04-07,6.44,5.8758897
2015-04-08,6.0,5.538239
2015-04-09,5.83,5.2310469
2015-04-10,5.51,4.9499197
2015-04-11,5.17,4.7133463
2015-04-12,5.09,4.5035933
2015-04-13,4.56,4.2952255
2015-04-14,4.24,4.1037056
2015-04-15,4.04,3.9274186
2015-04-16,4.02,3.7663502
2015-04-17,3.79,3.6188103
2015-04-18,3.63,3.4831564
2015-04-19,3.45,3.3583486
2015-04-20,3.31,3.2432861
2015-04-21,3.16,3.1369945
2015-04-22,3.08,3.0386099
2015-04-23,3.02,2.947364
2015-04-24,2.91,2.8625731
2015-04-25,2.86,2.7836271
2015-04-26,2.8,2.7099809
2015-04-27,8.39,18.8803169
2015-04-28,17.8,17.1640517
2015-04-29,9.11,7.2014918
2015-04-30,5.18,9.7705591
2015-05-01,8.52,6.9611447
2015-05-02,5.64,5.4136206
2015-05-03,4.72,5.2958661
2015-05-04,5.03,4.9462046
2015-05-05,4.05,4.6595865
2015-05-06,3.91,4.4239625
2015-05-07,3.61,4.2061951
2015-05-08,3.36,4.0088519
2015-05-09,3.46,6.4071378
2015-05-10,4.6,4.7600662
2015-05-11,3.28,3.8267714
2015-05-12,3.1,4.9542357
2015-05-13,4.39,4.327583
2015-05-14,3.17,3.6102548
2015-05-15,2.86,3.4670885
2015-05-16,2.66,3.3360036
2015-05-17,2.54,3.2155472
2015-05-18,2.46,3.1043074
2015-05-19,2.37,3.0016068
2015-05-20,2.3,3.2172162
2015-05-21,2.63,3.0575134
2015-05-22,2.26,2.7746329
2015-05-23,2.15,2.6957001
2015-05-24,2.03,2.6221832
2015-05-25,1.99,2.556458
2015-05-26,2.18,2.4960735
2015-05-27,2.03,2.4358567
2015-05-28,1.94,2.3791207
2015-05-29,1.98,2.3265033
2015-05-30,1.93,2.2775397
2015-05-31,1.8,2.230462
2015-06-01,2.37,2.5062603
2015-06-02,2.58,2.2390761
2015-06-03,1.77,2.1124995
2015-06-04,1.63,2.0731612
2015-06-05,1.61,2.0357512
2015-06-06,1.56,2.0001536
2015-06-07,1.52,1.9661654
2015-06-08,1.61,9.5773403
2015-06-09,3.93,3.8928061
2015-06-10,2.17,2.0389847
2015-06-11,1.83,8.3251876
2015-06-12,7.63,3.2051439
2015-06-13,3.37,13.378963
2015-06-14,10.5,5.147041
2015-06-15,2.96,2.4923152
2015-06-16,2.29,2.4113784
2015-06-17,1.96,2.3375978
2015-06-18,2.55,4.2737758
2015-06-19,3.29,3.8554912
2015-06-20,2.81,3.7304299
2015-06-21,2.61,2.7461749
2015-06-22,2.98,10.4077021
2015-06-23,6.0,5.1938796
2015-06-24,3.21,2.791295
2015-06-25,2.47,2.5900409
2015-06-26,2.14,2.4971385
2015-06-27,2.32,3.151939
2015-06-28,2.84,2.7713303
2015-06-29,2.04,2.3421965
2015-06-30,1.81,2.2683996
2015-07-01,1.71,2.2000115
2015-07-02,1.6,2.1364867
2015-07-03,1.53,2.0773626
2015-07-04,1.49,2.0222263
2015-07-05,1.45,2.1077894
2015-07-06,1.73,1.9923602
2015-07-07,1.5,3.0484233
2015-07-08,2.41,2.3922462
2015-07-09,2.5,2.517047
2015-07-10,1.8,2.0436655
2015-07-11,1.47,1.8305718
2015-07-12,1.38,2.2090901
2015-07-13,1.79,3.9238675
2015-07-14,2.7,3.7284151
2015-07-15,2.48,2.7269329
2015-07-16,1.96,1.7781575
2015-07-17,1.79,1.7377739
2015-07-18,1.8,1.8639619
2015-07-19,1.62,3.0948031
2015-07-20,1.7,2.4072985
2015-07-21,1.58,1.7013842
2015-07-22,1.75,6.1556149
2015-07-23,4.94,3.2723133
2015-07-24,2.11,1.8959004
2015-07-25,2.11,1.7251572
2015-07-26,1.64,1.6783351
2015-07-27,1.86,2.4668921
2015-07-28,2.18,2.106681
2015-07-29,1.51,1.6090422
2015-07-30,1.39,1.5738745
2015-07-31,1.31,1.540744
2015-08-01,1.29,1.5094038
2015-08-02,1.2,1.4797065
2015-08-03,1.23,1.4515185
2015-08-04,1.27,1.4249336
2015-08-05,1.27,1.399501
2015-08-06,1.17,1.3751353
2015-08-07,1.16,1.3518583
2015-08-08,1.03,1.329587
2015-08-09,1.07,1.3082458
2015-08-10,1.07,1.2877655
2015-08-11,1.07,1.2680832
2015-08-12,1.09,1.2491413
2015-08-13,1.1,1.230887
2015-08-14,1.1,3.9689114
2015-08-15,1.92,2.2313449
2015-08-16,2.22,12.9140932
2015-08-17,6.57,22.2868914
2015-08-18,15.7,18.9174656
2015-08-19,5.94,5.6524366
2015-08-20,2.97,2.7107458
2015-08-21,2.07,2.3918098
2015-08-22,1.82,2.2752049
2015-08-23,1.61,2.6295642
2015-08-24,2.13,5.678574
2015-08-25,3.55,3.0823328
2015-08-26,1.85,2.2080693
2015-08-27,1.52,2.1081366
2015-08-28,1.75,2.5227566
2015-08-29,1.75,2.1627822
2015-08-30,1.49,1.9067966
2015-08-31,1.4,1.8333981
2015-09-01,1.69,5.6766487
2015-09-02,3.42,3.1464693
2015-09-03,2.64,6.0746324
2015-09-04,3.12,3.1231454
2015-09-05,1.81,5.5361206
2015-09-06,4.22,5.7580682
2015-09-07,2.87,4.6003376
2015-09-08,2.62,2.8053685
2015-09-09,1.93,2.1752988
2015-09-10,1.71,2.0847011
2015-09-11,1.74,2.0024109
2015-09-12,1.66,1.9234676
2015-09-13,1.64,1.8505787
2015-09-14,1.76,1.9905783
2015-09-15,1.65,1.8404056
2015-09-16,1.48,1.690772
2015-09-17,1.44,2.1991453
2015-09-18,2.0,1.8592683
2015-09-19,1.49,2.9654605
2015-09-20,2.26,3.0721902
2015-09-21,1.81,1.8076144
2015-09-22,1.51,1.6355122
2015-09-23,1.47,1.5857725
2015-09-24,1.39,1.5375415
2015-09-25,1.36,1.4924552
2015-09-26,1.35,1.4507504
2015-09-27,1.34,1.4119383
2015-09-28,1.27,1.3751337
2015-09-29,1.27,1.3405994
2015-09-30,1.26,1.3081699
2015-10-01,1.24,1.2776663
2015-10-02,1.23,1.2489265
2015-10-03,1.28,1.2218037
2015-10-04,1.2,1.1961649
2015-10-05,1.21,1.1720451
2015-10-06,1.37,3.6073665
2015-10-07,2.26,11.8735042
2015-10-08,5.22,8.4163267
2015-10-09,3.25,3.3298434
2015-10-10,2.06,1.8621294
2015-10-11,1.73,1.7877265
2015-10-12,1.57,1.7194325
2015-10-13,1.51,6.8331168
2015-10-14,2.61,7.3594262
2015-10-15,4.26,7.9584253
2015-10-16,4.2,4.3957285
2015-10-17,2.95,3.0155721
2015-10-18,2.55,3.1635219
2015-10-19,2.53,2.7382373
2015-10-20,2.51,5.6880132
2015-10-21,3.49,3.6219978
2015-10-22,2.79,3.2411049
2015-10-23,3.38,2.8793956
2015-10-24,2.97,2.4703818
2015-10-25,2.73,2.3509083
2015-10-26,2.57,2.2415283
2015-10-27,2.07,2.1409784
2015-10-28,1.95,2.0486202
2015-10-29,1.86,1.9636617
2015-10-30,1.79,1.8853906
2015-10-31,1.78,1.8131706
2015-11-01,1.63,1.7464323
2015-11-02,1.67,1.6846655
2015-11-03,1.99,1.6274124
2015-11-04,1.59,1.5742618
2015-11-05,1.87,1.5248435
2015-11-06,1.85,2.5738032
2015-11-07,2.07,2.0264043
2015-11-08,1.86,1.5295684
2015-11-09,1.72,1.4906519
2015-11-10,1.65,1.5503563
2015-11-11,1.62,1.4938055
2015-11-12,1.65,1.4067393
2015-11-13,1.65,1.7019887
2015-11-14,1.96,12.4024059
2015-11-15,10.2,24.1578552
2015-11-16,12.9,10.7676122
2015-11-17,6.06,6.2116314
2015-11-18,4.37,7.2207949
2015-11-19,5.36,17.7202434
2015-11-20,13.5,15.1340568
2015-11-21,9.78,10.2288378
2015-11-22,6.67,9.4266538
2015-11-23,5.83,7.2896425
2015-11-24,5.14,6.449758
2015-11-25,4.67,6.9447501
2015-11-26,4.89,7.2165898
2015-11-27,4.59,5.8119059
2015-11-28,4.41,5.8864309
2015-11-29,4.89,16.6863518
2015-11-30,12.1,22.5606411
2015-12-01,20.2,18.426407
2015-12-02,15.1,14.0341808
2015-12-03,11.5,11.4874276
2015-12-04,9.33,9.7202458
2015-12-05,7.95,8.3830126
2015-12-06,6.94,7.3017553
2015-12-07,6.2,6.5035688
2015-12-08,5.5,6.0162718
2015-12-09,5.95,9.5960961
2015-12-10,6.04,7.1661555
2015-12-11,5.07,9.0201678
2015-12-12,5.9,7.2956004
2015-12-13,5.59,7.0273029
2015-12-14,4.85,6.1460442
2015-12-15,4.21,5.6000654
2015-12-16,3.88,5.9955052
2015-12-17,4.09,5.4194216
2015-12-18,4.87,9.0125065
2015-12-19,4.58,6.3964477
2015-12-20,3.88,5.374884
2015-12-21,4.66,7.4706671
2015-12-22,4.22,5.8659374
2015-12-23,3.69,5.1143044
2015-12-24,3.5,4.8211176
2015-12-25,3.33,4.5618329
2015-12-26,3.23,4.3317629
2015-12-27,3.15,4.1142389
2015-12-28,2.99,3.9161001
2015-12-29,2.92,3.7357544
2015-12-30,2.83,3.5712575
2015-12-31,2.75,4.1792532
2016-01-01,3.38,3.6681526
2016-01-02,2.8,3.3388814
2016-01-03,2.64,3.2039419
2016-01-04,2.68,3.082444
2016-01-05,2.92,3.4124798
2016-01-06,2.88,3.1778561
2016-01-07,2.73,3.0759634
2016-01-08,2.84,5.4088985
2016-01-09,2.55,3.6729033
2016-01-10,2.39,6.669851
2016-01-11,3.09,7.8285526
2016-01-12,3.96,5.3101471
2016-01-13,4.2,9.4801756
2016-01-14,4.17,7.0021989
2016-01-15,3.42,5.3430889
2016-01-16,3.11,4.9677172
2016-01-17,2.85,4.6590682
2016-01-18,2.81,4.3847607
2016-01-19,2.95,4.1400369
2016-01-20,3.0,3.9209192
2016-01-21,3.03,3.7240606
2016-01-22,3.07,3.5466285
2016-01-23,3.29,3.6144071
2016-01-24,4.54,9.2386317
2016-01-25,11.4,16.0283061
2016-01-26,12.4,10.2268145
2016-01-27,9.4,8.4981726
2016-01-28,8.51,7.6174685
2016-01-29,7.12,7.0603652
2016-01-30,6.3,10.9795044
2016-01-31,8.07,15.1791448
2016-02-01,17.4,18.2303181
2016-02-02,15.2,19.63847
2016-02-03,15.5,15.5015667
2016-02-04,11.3,13.5063365
2016-02-05,10.3,13.7650266
2016-02-06,10.5,11.5839567
2016-02-07,8.93,9.778898
2016-02-08,7.78,9.2740809
2016-02-09,7.59,10.1683276
2016-02-10,7.83,9.1638768
2016-02-11,6.72,7.947937
2016-02-12,6.01,7.1360244
2016-02-13,5.62,6.6304155
2016-02-14,5.52,6.5934826
2016-02-15,5.26,7.7388114
2016-02-16,4.87,6.4190275
2016-02-17,4.4,5.8583628
2016-02-18,4.42,5.6767385
2016-02-19,4.21,5.3263573
2016-02-20,4.3,8.5728269
2016-02-21,7.72,10.7647858
2016-02-22,7.42,17.6444247
2016-02-23,11.8,13.0871509
2016-02-24,11.0,10.6464965
2016-02-25,8.94,8.9566921
2016-02-26,7.79,8.0671238
2016-02-27,7.15,7.5088363
2016-02-28,6.52,7.0309707
2016-02-29,6.06,7.12227
2016-03-01,6.02,6.5476701
2016-03-02,7.23,10.0862609
2016-03-03,8.99,8.1633612
2016-03-04,7.06,7.2423223
2016-03-05,6.51,14.5514692
2016-03-06,11.1,10.6897859
2016-03-07,9.1,8.4090352
2016-03-08,7.57,7.7398673
2016-03-09,7.16,7.2283398
2016-03-10,6.87,6.7809976
2016-03-11,6.4,6.3865967
2016-03-12,6.12,6.0337773
2016-03-13,5.75,5.7138705
2016-03-14,5.58,5.5796674
2016-03-15,6.07,6.5660479
2016-03-16,5.73,5.7892489
2016-03-17,5.19,5.2694798
2016-03-18,4.81,5.0346756
2016-03-19,4.7,4.8182897
2016-03-20,4.5,4.6157025
2016-03-21,4.55,5.63747
2016-03-22,5.61,6.8833526
2016-03-23,5.71,5.8996107
2016-03-24,5.38,5.1197675
2016-03-25,4.89,7.0994213
2016-03-26,6.33,5.9715219
2016-03-27,5.16,5.1473819
2016-03-28,4.86,6.7402385
2016-03-29,6.72,6.3731348
2016-03-30,5.46,5.6149198
2016-03-31,5.36,17.0028912
2016-04-01,16.9,10.5964085
2016-04-02,13.8,7.8673196
2016-04-03,10.1,7.2813149
2016-04-04,9.0,6.8199809
2016-04-05,8.16,6.4388682
2016-04-06,7.68,6.145384
2016-04-07,7.19,5.8141009
2016-04-08,6.36,5.5138856
2016-04-09,5.82,5.2407028
2016-04-10,5.47,4.9937042
2016-04-11,5.21,4.7697663
2016-04-12,4.98,4.5711176
2016-04-13,5.0,6.274084
2016-04-14,6.76,5.5260336
2016-04-15,5.18,5.0408977
2016-04-16,6.81,16.159036
2016-04-17,13.3,8.97993
2016-04-18,8.07,6.268988
2016-04-19,6.08,5.8922283
2016-04-20,5.21,5.5557622
2016-04-21,4.64,5.256236
2016-04-22,4.47,4.9885194
2016-04-23,4.49,5.5975566
2016-04-24,5.02,5.5921249
2016-04-25,4.37,4.9578555
2016-04-26,5.66,6.5384096
2016-04-27,5.08,5.3238773
2016-04-28,4.19,4.6213274
2016-04-29,3.96,4.4189353
2016-04-30,3.65,4.2365079
2016-05-01,3.61,4.0703003
2016-05-02,3.47,3.9184648
2016-05-03,3.41,4.1896788
2016-05-04,4.14,4.6045371
2016-05-05,3.91,3.8867519
2016-05-06,3.43,3.5987038
2016-05-07,3.25,3.4842955
2016-05-08,3.02,3.3786055
2016-05-09,2.96,3.2807406
2016-05-10,2.87,3.1899133
2016-05-11,2.76,3.1054265
2016-05-12,2.69,3.0478298
2016-05-13,2.77,3.5644229
2016-05-14,3.17,3.2363754
2016-05-15,2.83,3.0902552
2016-05-16,2.74,2.9781706
2016-05-17,2.54,2.8196676
2016-05-18,2.4,2.7571917
2016-05-19,2.36,2.6983881
2016-05-20,2.39,2.6429242
2016-05-21,2.18,2.5905015
2016-05-22,2.08,2.5408609
2016-05-23,2.15,7.8563549
2016-05-24,4.6,3.959153
2016-05-25,2.5,2.6138572
2016-05-26,2.27,2.5529223
2016-05-27,2.09,3.7493959
2016-05-28,4.52,3.745367
2016-05-29,3.63,2.8800501
2016-05-30,2.77,2.5706354
2016-05-31,2.29,2.9241618
2016-06-01,2.63,4.3880723
2016-06-02,5.02,12.4688934
2016-06-03,7.11,6.920849
2016-06-04,4.98,3.6674911
2016-06-05,3.55,3.210506
2016-06-06,2.83,3.1099864
2016-06-07,2.49,2.9803324
2016-06-08,2.28,2.8890163
2016-06-09,2.17,2.8040458
2016-06-10,2.14,2.7248443
2016-06-11,2.11,2.6508943
2016-06-12,2.15,7.3603862
2016-06-13,4.67,4.5173599
2016-06-14,3.64,3.0008232
2016-06-15,2.84,2.7040082
2016-06-16,2.43,15.0961822
2016-06-17,14.1,8.7264878
2016-06-18,6.59,4.2316492
2016-06-19,3.75,3.4157409
2016-06-20,3.15,3.2821782
2016-06-21,2.83,3.1591541
2016-06-22,2.61,3.0473005
2016-06-23,2.54,2.9446938
2016-06-24,2.33,2.8475037
2016-06-25,2.68,5.5549885
2016-06-26,8.93,4.0755143
2016-06-27,3.76,2.9136527
2016-06-28,3.86,7.9123723
2016-06-29,5.25,3.9389798
2016-06-30,3.07,2.8305926
2016-07-01,2.83,2.7387532
2016-07-02,2.65,3.244311
2016-07-03,3.31,4.9810354
2016-07-04,3.65,3.3132092
2016-07-05,2.59,2.6129696
2016-07-06,2.68,2.5387664
2016-07-07,2.22,2.4663242
2016-07-08,2.06,2.5011315
2016-07-09,3.01,2.3565116
2016-07-10,1.9,2.2840869
2016-07-11,1.89,2.2278226
2016-07-12,1.86,2.1749869
2016-07-13,3.51,6.3202028
2016-07-14,5.99,6.8654762
2016-07-15,3.52,3.2717198
2016-07-16,2.42,2.2871338
2016-07-17,3.0,5.1669027
2016-07-18,3.0,3.1242314
2016-07-19,2.19,2.2647052
2016-07-20,1.93,2.2044161
2016-07-21,2.4,4.0721898
2016-07-22,3.05,2.8671611
2016-07-23,3.04,5.9194367
2016-07-24,4.1,3.3742534
2016-07-25,2.13,2.167333
2016-07-26,1.97,2.1072836
2016-07-27,11.7,17.0824362
2016-07-28,10.9,5.7516977
2016-07-29,3.61,2.6026187
