date,qsim,qobs,smi,smi_class,smi_l01,smi_l02,r_pctl,r_pctl_class,q_pctl,q_pctl_class,mdi,mdi_class,spi_1,spi_3,spi_6,spei_1,spei_3,spei_6,sdi_3,sdi_6
2005-01-01,10.275618451036554,15.2,6.25,moderate_drought,81.25,81.25,62.5,normal_or_wet,100.0,normal_or_wet,,unknown,,,,,,,,
2005-01-02,7.466174808629216,14.7,6.25,moderate_drought,81.25,75.0,62.5,normal_or_wet,100.0,normal_or_wet,,unknown,,,,,,,,
2005-01-03,9.093337112642358,13.2,6.25,moderate_drought,81.25,75.0,68.75,normal_or_wet,93.75,normal_or_wet,,unknown,,,,,,,,
2005-01-04,7.450931957065336,12.7,6.25,moderate_drought,81.25,75.0,68.75,normal_or_wet,93.75,normal_or_wet,,unknown,,,,,,,,
2005-01-05,8.588128813534686,11.4,6.25,moderate_drought,75.0,68.75,68.75,normal_or_wet,81.25,normal_or_wet,,unknown,,,,,,,,
2005-01-06,7.58715648056959,11.4,6.25,moderate_drought,75.0,68.75,75.0,normal_or_wet,81.25,normal_or_wet,,unknown,,,,,,,,
2005-01-07,7.024236237768499,10.1,6.25,moderate_drought,75.0,68.75,75.0,normal_or_wet,68.75,normal_or_wet,,unknown,,,,,,,,
2005-01-08,6.4676512114996285,9.36,6.25,moderate_drought,68.75,68.75,62.5,normal_or_wet,68.75,normal_or_wet,,unknown,,,,,,,,
2005-01-09,6.012338967960118,8.98,6.25,moderate_drought,68.75,68.75,62.5,normal_or_wet,62.5,normal_or_wet,,unknown,,,,,,,,
2005-01-10,5.5220478391552374,7.92,6.25,moderate_drought,62.5,68.75,62.5,normal_or_wet,62.5,normal_or_wet,,unknown,,,,,,,,
2005-01-11,5.155781315218479,7.26,6.25,moderate_drought,56.25,68.75,56.25,normal_or_wet,62.5,normal_or_wet,,unknown,,,,,,,,
2005-01-12,6.678486757658892,6.95,6.25,moderate_drought,56.25,68.75,56.25,normal_or_wet,62.5,normal_or_wet,,unknown,,,,,,,,
2005-01-13,6.222114669071172,7.59,6.25,moderate_drought,56.25,68.75,56.25,normal_or_wet,68.75,normal_or_wet,,unknown,,,,,,,,
2005-01-14,5.2447722482696255,6.64,6.25,moderate_drought,56.25,68.75,50.0,normal_or_wet,62.5,normal_or_wet,,unknown,,,,,,,,
2005-01-15,4.844386360442271,6.06,6.25,moderate_drought,56.25,68.75,43.75,normal_or_wet,62.5,normal_or_wet,,unknown,-1.0451123744041728,,,0.9619758979216817,,,,
2005-01-16,4.587638288969213,5.78,6.25,moderate_drought,50.0,68.75,43.75,normal_or_wet,62.5,normal_or_wet,,unknown,-1.0451123744041728,,,0.961527590637328,,,,
2005-01-17,4.360146330722608,5.51,6.25,moderate_drought,50.0,68.75,43.75,normal_or_wet,56.25,normal_or_wet,,unknown,-1.0418591380937794,,,0.961139811271008,,,,
2005-01-18,6.139804585916425,5.51,6.25,moderate_drought,50.0,68.75,50.0,normal_or_wet,50.0,normal_or_wet,,unknown,-0.8934167171847525,,,0.9642502165665546,,,,
2005-01-19,5.019129931412729,6.64,6.25,moderate_drought,43.75,62.5,50.0,normal_or_wet,43.75,normal_or_wet,,unknown,-0.8801427652618836,,,0.9642372523558435,,,,
2005-01-20,24.33935687327663,10.5,6.25,moderate_drought,62.5,62.5,75.0,normal_or_wet,68.75,normal_or_wet,,unknown,0.04822585734662915,,,0.9912751321824129,,,,
2005-01-21,15.84800972055492,32.8,6.25,moderate_drought,75.0,81.25,87.5,normal_or_wet,100.0,normal_or_wet,,unknown,0.09824358073253336,,,0.9926819143236064,,,,
2005-01-22,13.61510747297375,17.6,6.25,moderate_drought,75.0,75.0,87.5,normal_or_wet,93.75,normal_or_wet,,unknown,0.15002816999901628,,,0.9942618394984345,,,,
2005-01-23,10.349611692651665,14.2,6.25,moderate_drought,75.0,75.0,81.25,normal_or_wet,87.5,normal_or_wet,,unknown,0.15002816999901628,,,0.9940214273901199,,,,
2005-01-24,8.867923307901032,12.7,6.25,moderate_drought,75.0,75.0,81.25,normal_or_wet,87.5,normal_or_wet,,unknown,0.15002816999901628,,,0.9938212709455518,,,,
2005-01-25,7.918870852948522,11.4,6.25,moderate_drought,81.25,75.0,75.0,normal_or_wet,84.375,normal_or_wet,,unknown,0.15002816999901628,,,0.9936401336411256,,,,
2005-01-26,7.269977921660371,10.1,6.25,moderate_drought,75.0,75.0,62.5,normal_or_wet,81.25,normal_or_wet,,unknown,0.15002816999901628,,,0.9934605513795346,,,,
2005-01-27,6.754623725485485,9.36,6.25,moderate_drought,68.75,75.0,62.5,normal_or_wet,68.75,normal_or_wet,,unknown,0.15002816999901628,,,0.9932679641043498,,,,
2005-01-28,6.311683873319617,8.98,6.25,moderate_drought,68.75,75.0,62.5,normal_or_wet,75.0,normal_or_wet,,unknown,0.15002816999901628,,,0.9930459596849619,,,,
2005-01-29,5.917313486064265,8.26,6.25,moderate_drought,68.75,75.0,50.0,normal_or_wet,68.75,normal_or_wet,,unknown,0.15002816999901628,,,0.99282233612873,,,,
2005-01-30,5.564790492402699,7.59,6.25,moderate_drought,68.75,75.0,50.0,normal_or_wet,62.5,normal_or_wet,,unknown,0.15002816999901628,,,0.9925411745892024,,,,
2005-01-31,8.038692813735464,8.26,6.25,moderate_drought,75.0,75.0,50.0,normal_or_wet,75.0,normal_or_wet,,unknown,0.08170278473306117,,,0.9900052361180067,,,,
2005-02-01,6.5764488615870755,11.4,6.25,moderate_drought,87.5,75.0,50.0,normal_or_wet,75.0,normal_or_wet,,unknown,0.06657862049522095,,,0.9894820956020381,,,,
2005-02-02,12.494454357976556,9.36,6.25,moderate_drought,93.75,81.25,50.0,normal_or_wet,75.0,normal_or_wet,,unknown,0.14415718116485626,,,0.992138441415751,,,,
2005-02-03,9.001870718097708,26.9,6.25,moderate_drought,93.75,81.25,62.5,normal_or_wet,100.0,normal_or_wet,,unknown,0.1619159125012433,,,0.9926649305852303,,,,
2005-02-04,6.939289935305169,17.6,6.25,moderate_drought,93.75,81.25,62.5,normal_or_wet,100.0,normal_or_wet,,unknown,0.07410505738229592,,,0.9893387290862252,,,,
2005-02-05,6.357384053985012,12.7,6.25,moderate_drought,87.5,81.25,50.0,normal_or_wet,81.25,normal_or_wet,,unknown,0.026872685420714398,,,0.9875571095490262,,,,
2005-02-06,5.914942988010094,10.1,6.25,moderate_drought,75.0,75.0,50.0,normal_or_wet,62.5,normal_or_wet,,unknown,0.004327958492345003,,,0.9867447523488043,,,,
2005-02-07,5.527059087891877,8.62,6.25,moderate_drought,68.75,75.0,43.75,normal_or_wet,62.5,normal_or_wet,,unknown,-0.015490983433900433,,,0.9861920232892722,,,,
2005-02-08,5.185338017306295,7.59,6.25,moderate_drought,68.75,75.0,37.5,normal_or_wet,56.25,normal_or_wet,,unknown,-0.018951473097037798,,,0.9860077620745256,,,,
2005-02-09,4.886015442835909,7.26,6.25,moderate_drought,50.0,75.0,31.25,normal_or_wet,50.0,normal_or_wet,,unknown,-0.018079296929976597,,,0.9858914634108604,,,,
2005-02-10,25.77812736003902,8.98,6.25,moderate_drought,75.0,81.25,56.25,normal_or_wet,56.25,normal_or_wet,,unknown,0.5863526675794146,,,1.0081205612215813,,,,
2005-02-11,37.439750872113024,48.9,6.25,moderate_drought,93.75,93.75,100.0,normal_or_wet,100.0,normal_or_wet,,unknown,1.0389699158781085,,,1.0266101709181834,,,,
2005-02-12,50.29371132645841,75.3,6.25,moderate_drought,100.0,100.0,100.0,normal_or_wet,100.0,normal_or_wet,,unknown,1.4757181956462466,,,1.0451362873981487,,,,
2005-02-13,41.933793250507684,88.7,12.5,mild_drought,100.0,100.0,100.0,normal_or_wet,100.0,normal_or_wet,,unknown,1.5623903723795434,,,1.0487614254346675,,,,
2005-02-14,32.204827278709594,48.1,12.5,mild_drought,100.0,100.0,100.0,normal_or_wet,100.0,normal_or_wet,,unknown,1.5623903723795434,-0.3129027277139453,,1.0487123186036078,0.9673705942736929,,0.39317554465415383,
2005-02-15,25.995363034824127,33.5,12.5,mild_drought,100.0,100.0,100.0,normal_or_wet,100.0,normal_or_wet,,unknown,1.5623903723795434,-0.3129027277139453,,1.0487156152590098,0.964822316528685,,0.4890606157344144,
2005-02-16,21.216477605535278,26.9,12.5,mild_drought,100.0,100.0,100.0,normal_or_wet,100.0,normal_or_wet,,unknown,1.5613714940759962,-0.3129027277139453,,1.0488024391158528,0.9634022553068315,,0.5660548966913996,
2005-02-17,17.39559434571273,22.1,12.5,mild_drought,100.0,100.0,100.0,normal_or_wet,93.75,normal_or_wet,,unknown,1.512227242677683,-0.3129027277139453,,1.0465968948153488,0.9610247269715543,,0.629310421195094,
2005-02-18,14.378589297077207,19.2,12.5,mild_drought,100.0,100.0,93.75,normal_or_wet,87.5,normal_or_wet,,unknown,1.50757162576449,-0.3129027277139453,,1.046360536520629,0.9587787574317812,,0.6842654470082584,
2005-02-19,12.077261237740712,17.4,12.5,mild_drought,100.0,100.0,93.75,normal_or_wet,81.25,normal_or_wet,,unknown,1.0482795536923122,-0.3129027277139453,,1.0264388100388477,0.9558505775988033,,0.7340684391514384,
2005-02-20,10.312232979814361,14.7,12.5,mild_drought,100.0,100.0,93.75,normal_or_wet,87.5,normal_or_wet,,unknown,1.0142460293586468,-0.31287954410819896,,1.024858806720422,0.952481056934277,,0.7761433807896424,
2005-02-21,9.112730492055263,13.7,12.5,mild_drought,100.0,100.0,87.5,normal_or_wet,93.75,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0231561490063539,0.9494973038269545,,0.8153560815000771,
2005-02-22,8.388376607462812,12.3,12.5,mild_drought,100.0,100.0,81.25,normal_or_wet,87.5,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0230995762505168,0.947382229966828,,0.8505616449116357,
2005-02-23,7.8295207713174655,11.0,12.5,mild_drought,100.0,100.0,75.0,normal_or_wet,65.625,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0228753914882478,0.9441901984851628,,0.8820462951170944,
2005-02-24,7.33477449702044,10.1,12.5,mild_drought,100.0,100.0,56.25,normal_or_wet,68.75,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0225761779042404,0.9405244571873433,,0.9109549284875608,
2005-02-25,6.893576256679402,9.36,12.5,mild_drought,93.75,100.0,56.25,normal_or_wet,75.0,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0222892450432315,0.9369706809440497,,0.9377455035714783,
2005-02-26,6.4988683122851185,8.62,12.5,mild_drought,93.75,100.0,50.0,normal_or_wet,68.75,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0220203659448368,0.9334750638262694,,0.9624180203688469,
2005-02-27,6.144678244022512,12.3,12.5,mild_drought,87.5,93.75,50.0,normal_or_wet,75.0,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0219089268808923,0.9310482877128424,,0.9976235837804054,
2005-02-28,5.825925757490008,7.26,12.5,mild_drought,87.5,93.75,50.0,normal_or_wet,62.5,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0218714352955045,0.9292079174080554,,1.0184034529160082,
2005-03-01,5.538268791220474,6.95,12.5,mild_drought,87.5,93.75,43.75,normal_or_wet,56.25,normal_or_wet,,unknown,0.9777083104874137,-0.31287954410819896,,1.0217616430354086,0.9263902040704797,,1.0382960273640023,
2005-03-02,5.277979924377763,6.64,12.5,mild_drought,87.5,93.75,37.5,normal_or_wet,50.0,normal_or_wet,50.0,normal_or_wet,0.9146021565932891,-0.31287954410819896,,1.0188968221579888,0.9225023723947408,,1.0573013071243882,
2005-03-03,5.041846385589581,6.35,12.5,mild_drought,87.5,87.5,37.5,normal_or_wet,43.75,normal_or_wet,50.0,normal_or_wet,0.9025462728208266,-0.31287954410819896,,1.0180748166614153,0.9178301010292148,,1.0754765370157213,
2005-03-04,4.827088599591566,6.06,12.5,mild_drought,81.25,87.5,37.5,normal_or_wet,37.5,normal_or_wet,48.125,normal_or_wet,0.7642892867169518,-0.31287954410819896,,1.0120954859729219,0.9139914004319456,,1.0928217170380015,
2005-03-05,4.631293409269738,6.06,12.5,mild_drought,93.75,93.75,31.25,normal_or_wet,37.5,normal_or_wet,51.87500000000001,normal_or_wet,0.7312466540472186,-0.31287954410819896,,1.0105319028213955,0.9099495400612799,,1.1101668970602812,
2005-03-06,4.452359001176684,5.78,12.5,mild_drought,93.75,93.75,31.25,normal_or_wet,37.5,normal_or_wet,48.12499999999999,normal_or_wet,0.7312466540472186,-0.31287954410819896,,1.0105489518836384,0.9072937042754888,,1.1267106496227859,
2005-03-07,4.288449229098911,5.51,12.5,mild_drought,93.75,93.75,31.25,normal_or_wet,37.5,normal_or_wet,44.375,normal_or_wet,0.7312466540472186,-0.31287954410819896,,1.0103537687440685,0.9029767369803033,,1.1424815971347928,
2005-03-08,6.0070881046261055,5.51,12.5,mild_drought,93.75,93.75,25.0,normal_or_wet,37.5,normal_or_wet,40.625,normal_or_wet,0.7839369214771403,-0.27023398810633537,,1.0123695191088307,0.9157263591877446,,1.1582525446468002,
2005-03-09,5.930421764779374,5.78,12.5,mild_drought,93.75,93.75,18.75,mild_drought,31.25,normal_or_wet,38.75,normal_or_wet,0.8091719529737871,-0.24968059212402313,,1.0131395159555163,0.9191407307525177,,1.1747962972093047,
2005-03-10,4.670006806842936,5.51,12.5,mild_drought,93.75,93.75,12.5,mild_drought,31.25,normal_or_wet,35.0,normal_or_wet,0.8091719529737871,-0.24968059212402313,,1.012899862320915,0.9145275756142055,,1.1905672447213118,
2005-03-11,5.002242533843044,5.25,12.5,mild_drought,93.75,93.75,12.5,mild_drought,31.25,normal_or_wet,33.125,normal_or_wet,0.8256954055839938,-0.23567610250653323,,1.013370319707926,0.9142729493218309,,1.2055940095920987,
2005-03-12,5.572111689731133,6.06,12.5,mild_drought,87.5,93.75,12.5,mild_drought,25.0,normal_or_wet,40.625,normal_or_wet,0.3267016687392324,-0.2082327358560343,,0.9931378672499616,0.921124295730656,,1.2229391896143786,
2005-03-13,5.452744124022444,5.78,12.5,mild_drought,87.5,93.75,18.75,mild_drought,25.0,normal_or_wet,53.75,normal_or_wet,-0.3624152354708029,-0.18784706769532358,,0.9684172826215761,0.9244528622369139,,1.2394829421768836,
2005-03-14,6.087134822679485,6.06,12.5,mild_drought,87.5,93.75,18.75,mild_drought,37.5,normal_or_wet,55.62499999999999,normal_or_wet,-1.484054321307096,-0.15286970573850373,,0.9397523943773571,0.9326667795883724,,1.2568281221991633,
2005-03-15,9.502544275372989,7.92,12.5,mild_drought,87.5,93.75,18.75,mild_drought,50.0,normal_or_wet,53.75,normal_or_wet,-1.419983080188306,-0.05047586395918156,,0.9400895530788198,0.9663388493428026,,1.2794970703470936,
2005-03-16,16.52717803309906,25.1,18.75,mild_drought,87.5,93.75,68.75,normal_or_wet,93.75,normal_or_wet,56.25,normal_or_wet,-0.7360310900792085,0.1548900579007882,,0.9547456725367727,1.0411071169307464,,1.351339317634095,
2005-03-17,23.591183787621663,43.5,25.0,normal_or_wet,93.75,93.75,93.75,normal_or_wet,100.0,normal_or_wet,58.75,normal_or_wet,0.1658281941294977,0.5495186149598058,,0.9835572114511314,1.2048503742577787,,1.4758467979920453,
2005-03-18,36.3796468310426,51.2,31.25,normal_or_wet,93.75,93.75,100.0,normal_or_wet,100.0,normal_or_wet,59.375,normal_or_wet,0.6986030819635367,0.8468484122617806,,1.0035780079791672,1.3304607794082932,,1.6223935334938162,
2005-03-19,32.971338449073976,65.5,31.25,normal_or_wet,93.75,100.0,100.0,normal_or_wet,100.0,normal_or_wet,57.49999999999999,normal_or_wet,0.7181321298917741,0.8585884260899839,,1.0034224961589682,1.3272759505530498,,1.8098703142626837,
2005-03-20,26.441831966320624,43.5,37.5,normal_or_wet,93.75,93.75,100.0,normal_or_wet,100.0,normal_or_wet,56.25,normal_or_wet,0.7200781144973638,0.8597613997452023,,1.002672625076191,1.3203040052904096,,1.934377794620634,
2005-03-21,22.35236988708439,30.8,25.0,normal_or_wet,93.75,93.75,100.0,normal_or_wet,100.0,normal_or_wet,58.74999999999999,normal_or_wet,0.7253668616158305,0.8629521395086707,,1.001958601212822,1.3129523133295375,,2.022534815195919,
2005-03-22,19.171300064012204,24.5,25.0,normal_or_wet,87.5,87.5,100.0,normal_or_wet,100.0,normal_or_wet,68.12499999999999,normal_or_wet,0.7355742114211882,0.8691395060925045,,1.0011517945066692,1.304595700522237,,2.0926597179262587,
2005-03-23,16.653879328953195,20.4,25.0,normal_or_wet,81.25,81.25,100.0,normal_or_wet,100.0,normal_or_wet,64.375,normal_or_wet,0.7506059774188217,0.8782539155106022,,1.0007884532816447,1.2994939477089371,,2.151049432852745,
2005-03-24,14.535393343639749,18.1,25.0,normal_or_wet,81.25,81.25,93.75,normal_or_wet,93.75,normal_or_wet,60.62499999999999,normal_or_wet,0.7588383517619257,0.8832597935690346,,0.999439966605705,1.2887647484036555,,2.202855993645364,
2005-03-25,25.28379151366522,20.4,31.25,normal_or_wet,75.0,81.25,100.0,normal_or_wet,93.75,normal_or_wet,61.25000000000001,normal_or_wet,1.0660368496748873,1.0770667361973825,,1.0120357114188083,1.369767194982967,,2.2612457085718507,
2005-03-26,18.77199569570115,27.6,37.5,normal_or_wet,81.25,81.25,93.75,normal_or_wet,93.75,normal_or_wet,57.18749999999999,normal_or_wet,1.0730373779542561,1.0816379693448324,,1.0115553181560692,1.3632120623427115,,2.340243558178275,
2005-03-27,14.420048345728288,19.8,37.5,normal_or_wet,81.25,75.0,93.75,normal_or_wet,93.75,normal_or_wet,56.25,normal_or_wet,1.0730375945097115,1.0816381108557314,,1.0105460530570762,1.353161136490117,,2.3969159285481,
2005-03-28,12.403248209155663,16.8,37.5,normal_or_wet,75.0,75.0,93.75,normal_or_wet,93.75,normal_or_wet,50.62500000000001,normal_or_wet,1.0730375945097115,1.0816381108557314,,1.0098211486302926,1.3451013019149873,,2.4450015761346187,
2005-03-29,10.904879604799111,14.7,37.5,normal_or_wet,75.0,75.0,93.75,normal_or_wet,93.75,normal_or_wet,52.5,normal_or_wet,1.0792916556719676,1.0857275769378816,,1.0088880906316327,1.3365995067380048,,2.487076517772823,
2005-03-30,9.764561431753412,13.2,31.25,normal_or_wet,68.75,68.75,87.5,normal_or_wet,93.75,normal_or_wet,48.125,normal_or_wet,1.0792916556719676,1.0857275769378816,,1.0075642688217736,1.3260071730918725,,2.5248580980193736,
2005-03-31,8.783786360582305,11.4,31.25,normal_or_wet,62.5,68.75,87.5,normal_or_wet,93.75,normal_or_wet,44.375,normal_or_wet,1.0792916556719676,1.0857275769378816,-1.1705952492672607,1.0062665914771376,1.3147391439620022,1.0140770648997128,2.5574876445959394,0.605694935334883
2005-04-01,8.06807298371162,10.1,25.0,normal_or_wet,62.5,62.5,81.25,normal_or_wet,87.5,normal_or_wet,43.75,normal_or_wet,1.0792916556719676,1.0152938644154352,-1.1705952492672607,1.0049408526228059,1.269166409880326,1.004613845360096,2.542890215864318,0.624417718134596
2005-04-02,7.533548653151286,8.98,18.75,mild_drought,56.25,62.5,68.75,normal_or_wet,75.0,normal_or_wet,41.25,normal_or_wet,1.0792916556719676,1.001005133338542,-1.1705952492672607,1.0033318603240575,1.2490918559118713,0.9932015992549442,2.526518197757479,0.6410643111584992
2005-04-03,7.08277761651098,8.26,18.75,mild_drought,56.25,56.25,62.5,normal_or_wet,68.75,normal_or_wet,41.25,normal_or_wet,1.0792916556719676,0.9515313569754357,-1.1705952492672607,1.0013264075534754,1.2092635324957937,0.9804197720215904,2.512378727574301,0.6563762107550959
2005-04-04,6.707950342062283,7.59,18.75,mild_drought,50.0,56.25,62.5,normal_or_wet,68.75,normal_or_wet,46.875,normal_or_wet,1.0792916556719676,0.9400916946478943,-1.1705952492672607,0.9992293208459081,1.1874581979116088,0.9671150624061386,2.497752676433401,0.6704461039679492
2005-04-05,6.387091031852823,7.26,12.5,mild_drought,50.0,50.0,62.5,normal_or_wet,68.75,normal_or_wet,44.375,normal_or_wet,1.0819572129102926,0.9012048150047189,-1.168623566223089,0.9975900136404249,1.1552973241606947,0.957123440596716,2.4859029989924375,0.6839042626932873
2005-04-06,6.1064439444100485,6.95,12.5,mild_drought,50.0,50.0,62.5,normal_or_wet,75.0,normal_or_wet,38.74999999999999,normal_or_wet,1.0844238216030428,0.8815240044959882,-1.1667981073720943,0.9959952907949232,1.1319090089178048,0.9462412470266992,2.4731660268638658,0.6967877617485353
2005-04-07,6.339844065601468,6.64,18.75,mild_drought,56.25,56.25,68.75,normal_or_wet,75.0,normal_or_wet,33.75,normal_or_wet,1.0619835813373968,0.8882088737729177,-1.1487432934207606,0.9936243788988833,1.125671030126305,0.9435798202077803,2.4632626732537846,0.7090966011336928
2005-04-08,6.284701825247629,7.26,31.25,normal_or_wet,62.5,56.25,75.0,normal_or_wet,87.5,normal_or_wet,36.875,normal_or_wet,1.057818759502736,0.8922011927951492,-1.1350362490699806,0.9926602313170373,1.121470308474707,0.9413039426627837,2.45725196730547,0.7225547598590308
2005-04-09,5.926985626261633,6.35,37.5,normal_or_wet,68.75,68.75,68.75,normal_or_wet,75.0,normal_or_wet,35.625,normal_or_wet,1.0707617465307055,0.899466764678552,-1.1255921059935412,0.992775941237064,1.1193055735705093,0.9386249133472915,2.449724273665438,0.7343260143915238
2005-04-10,5.565509449298592,6.06,37.5,normal_or_wet,68.75,75.0,68.75,normal_or_wet,81.25,normal_or_wet,33.75,normal_or_wet,1.0607507031520969,0.9033011427484186,-1.121468839755289,0.9914928484390617,1.1136268829440863,0.9322529463071815,2.4444005055397873,0.7455596840713513
2005-04-11,5.295381440957402,5.25,37.5,normal_or_wet,62.5,68.75,62.5,normal_or_wet,62.5,normal_or_wet,35.625,normal_or_wet,1.0299627740661093,0.903504915999722,-1.1212497115347524,0.9884647069646947,1.1027064462686624,0.9226075265059818,2.4386474012749715,0.7552918236454594
2005-04-12,5.0914919739212445,5.25,37.5,normal_or_wet,62.5,68.75,62.5,normal_or_wet,75.0,normal_or_wet,50.625,normal_or_wet,1.0064983135409866,0.8659466473986647,-1.1212497115347524,0.9856538472644933,1.0715172331772473,0.9117104942357371,2.4337815916977643,0.7650239632195676
2005-04-13,4.90452588792606,5.0,31.25,normal_or_wet,50.0,68.75,50.0,normal_or_wet,56.25,normal_or_wet,48.12499999999999,normal_or_wet,0.965477718861152,0.8497197623976983,-1.1212497115347524,0.9819682572028271,1.049985999585684,0.9004284800951049,2.426368387694843,0.774292667575861
2005-04-14,4.732826990403954,4.76,25.0,normal_or_wet,43.75,68.75,43.75,normal_or_wet,50.0,normal_or_wet,45.625,normal_or_wet,0.8394912333307348,0.8496181146292351,-1.1212497115347524,0.973710508301408,1.0334716214727617,0.8872876875296358,2.420987374750637,0.7831164741230524
2005-04-15,4.5747872994550125,4.52,25.0,normal_or_wet,37.5,56.25,43.75,normal_or_wet,62.5,normal_or_wet,60.62499999999999,normal_or_wet,0.5557584187280603,0.8496181146292351,-1.1212497115347524,0.9574234186526406,1.0155883198327167,0.8727143232033918,2.416579523721873,0.7914953828611416
2005-04-16,4.428991874318487,4.3,25.0,normal_or_wet,37.5,50.0,37.5,normal_or_wet,50.0,normal_or_wet,68.12499999999999,normal_or_wet,-0.16497716746398514,0.8496181146292351,-1.1212497115347524,0.9199215748443498,0.9978540159886643,0.8579308200357021,2.4123434071487746,0.7994664686075539
2005-04-17,4.351302943163902,4.3,25.0,normal_or_wet,31.25,50.0,31.25,normal_or_wet,50.0,normal_or_wet,70.0,normal_or_wet,-1.006580763573411,0.8558819392708049,-1.1137203037546617,0.8844847141471074,0.987823360231511,0.8490172086127352,2.408880095626175,0.8074375543539666
2005-04-18,4.212035145726388,4.52,18.75,mild_drought,31.25,43.75,31.25,normal_or_wet,50.0,normal_or_wet,65.625,normal_or_wet,-1.0525545922256248,0.816374554926743,-1.1137087977770952,0.8809986176047533,0.9532741324108546,0.8369797825913378,2.4060464771076835,0.8158164630920559
2005-04-19,4.09275374067987,4.08,18.75,mild_drought,25.0,43.75,31.25,normal_or_wet,50.0,normal_or_wet,63.74999999999999,normal_or_wet,-1.057233352193184,0.8126443715805984,-1.1137087977770952,0.878552404776309,0.9365703763500706,0.8248408039071918,2.3987191403325943,0.8233797258467912
2005-04-20,3.9818630668119224,3.86,18.75,mild_drought,25.0,43.75,31.25,normal_or_wet,50.0,normal_or_wet,61.875,normal_or_wet,-1.0700378302785556,0.4570129608709825,-1.1137087977770952,0.8769688704867633,0.7478274954595292,0.8147532152328678,2.379713860572208,0.8305351656098495
2005-04-21,3.8785137936943475,3.66,25.0,normal_or_wet,31.25,43.75,31.25,normal_or_wet,50.0,normal_or_wet,66.25000000000001,normal_or_wet,-1.095197217839093,0.43168297161672714,-1.1137087977770952,0.875799814314658,0.7237703908521884,0.8049866610463124,2.2963081599370208,0.8373198571986565
2005-04-22,3.781990791261391,3.46,25.0,normal_or_wet,37.5,43.75,31.25,normal_or_wet,43.75,normal_or_wet,68.125,normal_or_wet,-1.133083620141504,0.4046808865457278,-1.1137087977770952,0.8726165925043727,0.6944488253532416,0.7925519362206336,2.2558360732183678,0.8437338006132117
2005-04-23,3.691656388072518,3.46,25.0,normal_or_wet,37.5,43.75,31.25,normal_or_wet,43.75,normal_or_wet,64.375,normal_or_wet,-1.1543295957833832,0.4046808865457278,-1.1137087977770952,0.8704651246159861,0.6757650524070056,0.7783992015080808,2.225095605654129,0.8501477440277668
2005-04-24,3.606940400566072,3.27,25.0,normal_or_wet,37.5,43.75,31.25,normal_or_wet,43.75,normal_or_wet,59.68750000000001,normal_or_wet,-2.4981490584428823,0.4046808865457278,-1.1137087977770952,0.8372049959395105,0.6577771985633398,0.7649356107536947,2.1981046737052674,0.8562094766767827
2005-04-25,7.977628031641712,4.52,31.25,normal_or_wet,43.75,43.75,43.75,normal_or_wet,68.75,normal_or_wet,61.25000000000001,normal_or_wet,-1.6341236543692341,0.5227299692956334,-1.000374306229625,0.8539423340829809,0.706105200568195,0.7975097405458184,2.178412456122217,0.8645883854148719
2005-04-26,5.055449928021063,4.76,37.5,normal_or_wet,50.0,50.0,43.75,normal_or_wet,62.5,normal_or_wet,65.625,normal_or_wet,-1.612986075992398,0.5265793312482656,-0.9966686489216181,0.8536615757106624,0.6946840759314227,0.7886887798761936,2.1631280895679303,0.8734121919620633
2005-04-27,4.409225085465065,3.86,31.25,normal_or_wet,50.0,50.0,43.75,normal_or_wet,43.75,normal_or_wet,61.25000000000001,normal_or_wet,-1.476562076941172,0.5528521604066753,-0.9713601154685967,0.8551002289094488,0.6915731103119519,0.78556580810062,2.1473857644652012,0.8805676317251216
2005-04-28,3.923981318188103,4.08,37.5,normal_or_wet,50.0,43.75,43.75,normal_or_wet,62.5,normal_or_wet,65.625,normal_or_wet,-1.499578546816553,0.5528521604066753,-0.9713601154685967,0.8519956525144202,0.6726606973840799,0.77134072199772,2.1333607839191338,0.8881308944798574
2005-04-29,3.700443851571215,3.46,31.25,normal_or_wet,56.25,50.0,43.75,normal_or_wet,43.75,normal_or_wet,57.49999999999999,normal_or_wet,-1.499578546816553,0.5528521604066753,-0.9713601154685967,0.8489412755491744,0.6516163831329014,0.7556355544553747,2.1196220274658426,0.8945448378944125
2005-04-30,3.60681773811277,3.27,25.0,normal_or_wet,50.0,43.75,37.5,normal_or_wet,37.5,normal_or_wet,53.125,normal_or_wet,-1.499578546816553,0.5528521604066753,-0.9713601154685967,0.845543090713219,0.6291920684763919,0.7386907584885821,2.10725714665788,0.9006065705434284
