date,qsim,qobs,smi,smi_class,smi_l01,smi_l02,r_pctl,r_pctl_class,q_pctl,q_pctl_class,mdi,mdi_class,spi_1,spi_3,spi_6,spei_1,spei_3,spei_6,sdi_3,sdi_6
2006-05-29,7.667474145222727,6.95,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,81.25,normal_or_wet,95.0,normal_or_wet,-0.04285714321706386,0.9627960674240856,0.3338547675536309,0.8568067756793616,0.35810189185323277,0.854496838738493,1.7250907379821672,1.4191349670519096
2006-05-30,6.599595003321467,9.36,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,93.75,normal_or_wet,93.12500000000001,normal_or_wet,-0.032856701577907946,0.9762563945219255,0.3450634692673089,0.8578885447254919,0.3540931034371767,0.8509074530276791,1.7361103655540782,1.431703330159043
2006-05-31,7.756523530856522,6.95,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,87.5,normal_or_wet,93.12500000000001,normal_or_wet,0.09988502503490845,1.034369407623422,0.39358822786390973,0.8690215503436826,0.378655727982107,0.8658122882486803,1.7409761751312856,1.4398041777664436
2006-06-01,6.797557936459733,7.92,87.5,normal_or_wet,81.25,87.5,81.25,normal_or_wet,81.25,normal_or_wet,93.12500000000001,normal_or_wet,0.11874080736923706,1.0428519635796913,0.39284938219700777,0.8715645726312092,0.37105450955871094,0.8552908905205276,1.7493339186403705,1.4493880180708514
2006-06-02,5.466451357343413,6.95,87.5,normal_or_wet,87.5,87.5,81.25,normal_or_wet,81.25,normal_or_wet,93.12500000000001,normal_or_wet,0.11874080736923706,1.0428519635796913,0.30504995504163435,0.8726993273697482,0.3497687681250437,0.7998171743918913,1.75491528844952,1.4558575737115442
2006-06-03,5.614635677755981,5.51,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,87.5,normal_or_wet,93.12500000000001,normal_or_wet,0.1610895044687181,1.0621085723357837,0.2913324447311332,0.8763543574184098,0.34179517718099195,0.7789832942044077,1.7570619691453462,1.4592869943233726
2006-06-04,5.276990632764664,6.06,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,75.0,normal_or_wet,91.25000000000001,normal_or_wet,0.1610895044687181,1.0621085723357837,0.28644829608687694,0.8789396637486295,0.3294695700051294,0.7670298226320801,1.7614698201741104,1.4633652242401418
2006-06-05,4.941733701036225,5.25,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,75.0,normal_or_wet,91.25000000000001,normal_or_wet,0.1610895044687181,1.0621085723357837,0.27945134138329,0.8814714291723725,0.31680628671037386,0.7534191975231396,1.764188949055491,1.4666834203996948
2006-06-06,5.962563373747829,6.06,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,87.5,normal_or_wet,91.25000000000001,normal_or_wet,0.19897703475660808,1.0795768403333752,0.25969915880138894,0.8858440361443213,0.31203529237538447,0.7316698263401393,1.769226493088365,1.4718553574305064
2006-06-07,4.962460263555051,5.0,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,87.5,normal_or_wet,89.375,normal_or_wet,0.19897703475660808,0.8852617222763673,0.25939766890648563,0.8863525320177249,0.17666844900099155,0.7140929144813755,1.7578347741958444,1.4739686220237416
2006-06-08,4.469743077293638,4.52,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,87.5,normal_or_wet,89.375,normal_or_wet,0.19874249841979233,0.8383331489662134,0.25939766890648563,0.8856717088673162,0.12366923309850923,0.6938075602848963,1.612490179883736,1.4759335873472756
2006-06-09,4.304542576244907,4.08,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,87.5,normal_or_wet,85.625,normal_or_wet,0.19874249841979233,0.8383331489662134,0.25939766890648563,0.8849626006254189,0.09694915900916495,0.6735056444998393,1.5451702732626094,1.4774351174529952
2006-06-10,4.152227397244309,3.86,87.5,normal_or_wet,87.5,87.5,87.5,normal_or_wet,81.25,normal_or_wet,83.74999999999999,normal_or_wet,0.19874249841979233,0.8383331489662134,0.23555060847071865,0.8845551201426519,0.06716904101055603,0.6417958542543709,1.5058430829150635,1.478528824567038
2006-06-11,4.011539467641303,3.46,87.5,normal_or_wet,81.25,87.5,87.5,normal_or_wet,75.0,normal_or_wet,78.12500000000001,normal_or_wet,0.19874249841979233,0.8383331489662134,0.22698628736794246,0.8839176822429167,0.03379453334822576,0.6140075531721778,1.4751026153508249,1.478528824567038
2006-06-12,3.8813575985506774,3.46,81.25,normal_or_wet,75.0,87.5,81.25,normal_or_wet,68.75,normal_or_wet,75.625,normal_or_wet,0.18277557817177323,0.8383331489662134,0.19537556585333368,0.877990029052516,-0.002568600867204084,0.5719611556752793,1.4498004055493472,1.4781580763927862
2006-06-13,3.7606804491981705,3.27,81.25,normal_or_wet,62.5,87.5,81.25,normal_or_wet,75.0,normal_or_wet,75.625,normal_or_wet,0.15517761980286654,0.8383331489662134,0.057948029005876964,0.8709962165893963,-0.040401073419486455,0.48085239545157604,1.4291064036415775,1.4753960024946107
2006-06-14,3.6486124426654474,3.09,62.5,normal_or_wet,56.25,87.5,81.25,normal_or_wet,65.625,normal_or_wet,68.125,normal_or_wet,0.15517761980286654,0.8378188808151149,-0.03887201674207713,0.8672892704527412,-0.07948851039780695,0.40786674156211794,1.4100725014719142,1.4529472005436677
2006-06-15,3.5445939324904585,2.92,56.25,normal_or_wet,43.75,81.25,75.0,normal_or_wet,50.0,normal_or_wet,67.5,normal_or_wet,0.10669791180572553,0.8367686654791934,-0.038637657668276724,0.8600846409515147,-0.11714473012324758,0.38089300167743906,1.3916396698970819,1.4372274779553944
2006-06-16,7.550648436725326,3.27,62.5,normal_or_wet,43.75,81.25,75.0,normal_or_wet,68.75,normal_or_wet,68.12499999999999,normal_or_wet,0.19822503544241007,0.9045639541947776,0.02031193790862244,0.8629521843462368,-0.10980729597581423,0.3844413601983065,1.3773570876675147,1.4279773110078136
2006-06-17,4.366273763193696,5.25,62.5,normal_or_wet,50.0,81.25,68.75,normal_or_wet,87.5,normal_or_wet,66.25,normal_or_wet,0.1451948619685241,0.895254572657991,0.02031193790862244,0.858631607250044,-0.13341157311331253,0.3671569781230635,1.367711335740933,1.4242512918565835
2006-06-18,3.408540847668378,3.09,62.5,normal_or_wet,50.0,81.25,68.75,normal_or_wet,62.5,normal_or_wet,66.25,normal_or_wet,0.13619422480005772,0.8684724750368996,-0.05722985942361909,0.8527732812891416,-0.17892113807685206,0.30511278588783985,1.3465021304661653,1.409588201564927
2006-06-19,4.545110890115332,3.66,56.25,normal_or_wet,43.75,81.25,68.75,normal_or_wet,75.0,normal_or_wet,67.5,normal_or_wet,0.1330262296022896,0.8784732722642814,-0.04255385706677109,0.8479005093351748,-0.20614238986094754,0.2850569541450752,1.3163341110874798,1.3852300465165877
2006-06-20,4.314899375957938,3.86,56.25,normal_or_wet,43.75,81.25,62.5,normal_or_wet,93.75,normal_or_wet,67.5,normal_or_wet,0.1632204082446192,0.8890781474046634,-0.04876979866033608,0.8458869050569533,-0.23063788853394998,0.25654352683623344,1.286738539894349,1.3651354954721437
2006-06-21,3.797885595099874,3.46,56.25,normal_or_wet,37.5,81.25,62.5,normal_or_wet,62.5,normal_or_wet,65.625,normal_or_wet,0.1442632751611956,0.903528207515113,-0.11368964362685598,0.8442394930663231,-0.24828176710521194,0.20344911303840055,1.2614363300928715,1.344299448079196
2006-06-22,3.2006189706298147,3.09,56.25,normal_or_wet,37.5,81.25,56.25,normal_or_wet,56.25,normal_or_wet,65.625,normal_or_wet,0.1442632751611956,0.8535018300190326,-0.21489741815532437,0.842288603432924,-0.2961534858877763,0.13684911295166624,1.2365062116120036,1.3101720786393234
2006-06-23,3.1031850847003883,2.58,56.25,normal_or_wet,31.25,81.25,56.25,normal_or_wet,37.5,normal_or_wet,61.87499999999999,normal_or_wet,0.1442632751611956,0.4449121373514471,-0.2183438642925024,0.8415563963711726,-0.5331042320748467,0.11691978375012392,1.1840699578152762,1.2717625677868436
2006-06-24,3.0298052738643038,2.43,50.0,normal_or_wet,25.0,81.25,56.25,normal_or_wet,43.75,normal_or_wet,61.25000000000001,normal_or_wet,0.12001474734316231,-0.14105482988002427,-0.2183438642925024,0.8324998358457532,-0.8272689050784479,0.09031415979577986,1.0161422825830704,1.2436413187698487
2006-06-25,2.9609498678793837,2.43,50.0,normal_or_wet,25.0,75.0,50.0,normal_or_wet,50.0,normal_or_wet,70.625,normal_or_wet,-0.26185659043138554,-0.29837679103683795,-0.2183438642925024,0.7921565887827101,-0.9142382325318852,0.06170605527906431,0.7692167577444413,1.2208959182795047
2006-06-26,2.8962093518244854,2.43,43.75,normal_or_wet,12.5,62.5,43.75,normal_or_wet,31.25,normal_or_wet,68.125,normal_or_wet,-0.8606491039647574,-0.3807704559649144,-0.2183438642925024,0.7350902018402315,-0.9675985466828342,0.03770512453204435,0.5606452613379164,1.2018579995316783
2006-06-27,13.234917716558472,4.3,50.0,normal_or_wet,50.0,62.5,56.25,normal_or_wet,75.0,normal_or_wet,72.50000000000001,normal_or_wet,-0.319976600410885,-0.19868895422960242,-0.04923596553267565,0.7763771617059714,-0.9208555643802508,0.09062787405967215,0.4375689014438505,1.189437935694245
2006-06-28,5.143378909205631,6.95,62.5,normal_or_wet,56.25,75.0,62.5,normal_or_wet,93.75,normal_or_wet,81.25,normal_or_wet,-0.5319318667365074,-0.5034478536588403,-0.04923596553267565,0.7568754507697069,-1.0460192218145374,0.07567552067451948,0.3475514242655166,1.1842659986634334
2006-06-29,3.0772893961606442,3.46,62.5,normal_or_wet,56.25,68.75,62.5,normal_or_wet,75.0,normal_or_wet,79.375,normal_or_wet,-0.5728493137491724,-0.6766564328521443,-0.04923596553267565,0.7479206809266524,-1.119644143092072,0.0586041511187473,0.21319783511604123,1.1740333490540853
2006-06-30,2.999977374187898,3.09,62.5,normal_or_wet,37.5,68.75,62.5,normal_or_wet,62.5,normal_or_wet,79.375,normal_or_wet,-0.7567585324033906,-0.7137218506928045,-0.061825227759104366,0.7242225279101474,-1.1432264312538778,0.03537921293678196,0.1164254693481718,1.1631148153223716
2006-07-01,2.9280877920567363,2.75,62.5,normal_or_wet,37.5,62.5,56.25,normal_or_wet,62.5,normal_or_wet,77.5,normal_or_wet,-0.7859301330973346,-0.7721984605650069,-0.0617098346097315,0.7111590123283921,-1.1797933995636998,0.010908944249664033,0.04186409317979022,1.1541427095054793
2006-07-02,2.8584490772446434,2.43,56.25,normal_or_wet,37.5,56.25,56.25,normal_or_wet,50.0,normal_or_wet,75.0,normal_or_wet,-0.7859301330973346,-0.7899564822812342,-0.061759333558636186,0.7051863294423586,-1.2054021866441686,-0.013833045556058379,-0.024740253209393697,1.1457638007673903
2006-07-03,2.7930901207322676,2.43,50.0,normal_or_wet,31.25,56.25,50.0,normal_or_wet,50.0,normal_or_wet,74.375,normal_or_wet,-0.855342987829567,-0.7975472611815736,-0.061759333558636186,0.6886196727301089,-1.2320409104584629,-0.04124587504524746,-0.07760584314528668,1.1384971365520562
2006-07-04,2.7317195501272806,2.28,50.0,normal_or_wet,25.0,50.0,50.0,normal_or_wet,50.0,normal_or_wet,72.50000000000001,normal_or_wet,-0.855342987829567,-0.7985099839588438,-0.061759333558636186,0.6724426080447746,-1.258345721020155,-0.06924646835070658,-0.12145537415870747,1.1309524112060334
2006-07-05,2.673971226675581,2.28,37.5,normal_or_wet,18.75,50.0,50.0,normal_or_wet,43.75,normal_or_wet,67.5,normal_or_wet,-0.855342987829567,-0.7994117016521325,-0.061759333558636186,0.6543009726540938,-1.2835588216137297,-0.0978406159369076,-0.15843552694548213,1.124464318156628
2006-07-06,4.040198051681329,2.14,43.75,normal_or_wet,37.5,50.0,50.0,normal_or_wet,43.75,normal_or_wet,68.125,normal_or_wet,-0.6708497828913927,-0.6914086121903046,0.001970959472741007,0.6668636318379877,-1.267221435935857,-0.09237317525429155,-0.1900919116066073,1.118217211420486
2006-07-07,3.8644581407934973,6.35,50.0,normal_or_wet,37.5,50.0,50.0,normal_or_wet,93.75,normal_or_wet,68.75,normal_or_wet,-0.6282104374897827,-0.6761797182446476,0.013695783803527395,0.6709864964041158,-1.272746229119619,-0.10682951124981005,-0.205691124662948,1.1202563263788707
2006-07-08,8.641412643885488,5.51,43.75,normal_or_wet,37.5,50.0,43.75,normal_or_wet,81.25,normal_or_wet,66.25,normal_or_wet,-0.288487738537219,-0.5073290593527737,0.11640344550223028,0.7172202115302732,-1.2291260174368879,-0.07663283639036966,-0.2199737068925152,1.1216466320323148
2006-07-09,3.8203374395188145,6.06,56.25,normal_or_wet,50.0,43.75,43.75,normal_or_wet,81.25,normal_or_wet,71.25,normal_or_wet,-0.28845423088344563,-0.5430721632630336,0.11641440067024511,0.7139978473214434,-1.2660044208555228,-0.10254017607731176,-0.23050675350670502,1.1249092159657297
2006-07-10,2.7154146477486827,3.09,56.25,normal_or_wet,50.0,43.75,43.75,normal_or_wet,50.0,normal_or_wet,69.37500000000001,normal_or_wet,-0.28845423088344563,-0.5520502369602683,0.11641440067024511,0.7124938471815216,-1.2895322961806934,-0.12563801794524276,-0.24845300412381643,1.1230740125031835
2006-07-11,2.65255891616197,2.58,56.25,normal_or_wet,43.75,43.75,43.75,normal_or_wet,50.0,normal_or_wet,66.5625,normal_or_wet,-0.28845423088344563,-0.5552758619122351,0.11641440067024511,0.7097341042244341,-1.3175427184595434,-0.15409338595813907,-0.2647105325935442,1.120293401196296
2006-07-12,2.593603734099364,2.43,43.75,normal_or_wet,43.75,43.75,37.5,normal_or_wet,43.75,normal_or_wet,57.8125,normal_or_wet,-0.28845423088344563,-0.5993156444706663,0.11641440067024511,0.7141318605102649,-1.350359087609614,-0.17633693457944563,-0.2804242352869959,1.1176425517503954
2006-07-13,2.538196267550262,2.28,43.75,normal_or_wet,31.25,43.75,37.5,normal_or_wet,34.375,normal_or_wet,66.25,normal_or_wet,-0.2881237666693372,-0.6569959907907671,0.11652245316963467,0.7156044072839293,-1.3896221185725952,-0.20209663005429845,-0.29754043603505437,1.115084389348059
2006-07-14,2.4860018087751956,2.28,31.25,normal_or_wet,25.0,43.75,37.5,normal_or_wet,31.25,normal_or_wet,55.625,normal_or_wet,-0.28806181295242,-0.6748416427042414,0.1165427120698327,0.7222464147900347,-1.4056787906582044,-0.22306260662439753,-0.31465663678311273,1.1128969751199738
2006-07-15,2.4366680714934357,2.14,31.25,normal_or_wet,25.0,43.75,25.0,normal_or_wet,31.25,normal_or_wet,63.125,normal_or_wet,-0.2887592844655426,-0.8102378470575741,0.1165427120698327,0.7251599151268374,-1.463640918644233,-0.2461457277670877,-0.3302558498394538,1.110450037169912
2006-07-16,2.389952831489119,2.0,25.0,normal_or_wet,18.75,43.75,25.0,normal_or_wet,50.0,normal_or_wet,58.74999999999999,normal_or_wet,-0.4736614073223507,-0.8259853888563018,0.1165427120698327,0.7046761189411327,-1.4818751990253562,-0.26707187415512723,-0.35716091456048205,1.1084294596202402
2006-07-17,2.3456570340172935,1.87,25.0,normal_or_wet,12.5,43.75,25.0,normal_or_wet,37.5,normal_or_wet,51.24999999999999,normal_or_wet,-0.4736614073223507,-0.8263332344496221,0.1165427120698327,0.6964234495483549,-1.5003862919488955,-0.2931795327621095,-0.37751144755691945,1.1054820116349389
2006-07-18,2.303573968137128,1.87,25.0,normal_or_wet,12.5,37.5,25.0,normal_or_wet,25.0,normal_or_wet,53.125,normal_or_wet,-0.4736614073223507,-0.8263332344496221,0.1165427120698327,0.6929128851572156,-1.520080052338915,-0.32297215028502807,-0.39388346566375787,1.1025345636496373
2006-07-19,2.2635175017925317,1.87,25.0,normal_or_wet,12.5,31.25,25.0,normal_or_wet,40.625,normal_or_wet,51.24999999999999,normal_or_wet,-0.557152864033793,-0.8263332344496221,0.013040847555629799,0.6770785232859656,-1.539777324320195,-0.40257686979048346,-0.4084236495768242,1.0962689195047832
2006-07-20,2.2256440758238467,1.75,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,31.25,normal_or_wet,55.00000000000001,normal_or_wet,-0.5976983649935388,-0.8249136321216585,-0.08980413238444554,0.6642960505497475,-1.5568141609843362,-0.48117922674129565,-0.42158995784456155,1.0692969898279694
2006-07-21,2.1894853898475115,1.87,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,37.5,normal_or_wet,51.24999999999999,normal_or_wet,-0.6450011818371969,-0.8401319200539357,-0.08980413238444554,0.6534518821323019,-1.5766218086224015,-0.5072223461225887,-0.43358274733191354,1.049962472540741
2006-07-22,2.1545245963595807,1.75,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,28.125,normal_or_wet,54.06249999999999,normal_or_wet,-0.6450011818371969,-0.8437087408248379,-0.08980413238444554,0.6438655425845501,-1.5953463443375113,-0.5361223309300885,-0.4459190057305978,1.0424918968295687
2006-07-23,2.3015331116633164,2.14,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,25.0,normal_or_wet,43.75,normal_or_wet,-0.6221348676257147,-0.8323560055616627,-0.08335272305872826,0.6414445581719393,-1.6031518000692935,-0.555735008980608,-0.45633756270767684,1.0367267627199543
2006-07-24,2.1327658724407246,3.27,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,78.125,normal_or_wet,45.625,normal_or_wet,-0.6221348676257147,-0.8323560055616627,-0.08335272305872826,0.6422669326492992,-1.6104251729674752,-0.5805513744773694,-0.46200479974465947,1.0339646888217784
2006-07-25,2.0618905718380267,1.87,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,25.0,normal_or_wet,45.625,normal_or_wet,-0.6221348676257147,-0.9265977360911679,-0.08335272305872826,0.6446350870362098,-1.648182343056444,-0.6056952775812247,-0.47319616177223617,1.0286073777038405
2006-07-26,2.035204282965068,1.63,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,25.0,normal_or_wet,47.5,normal_or_wet,-0.6205982052576472,-1.033835959530112,-0.08291648439787931,0.6410868741381412,-1.6957552247897099,-0.630979443754691,-0.4902551177017392,1.0228051687768012
2006-07-27,2.002999666380092,1.63,18.75,mild_drought,12.5,25.0,25.0,normal_or_wet,18.75,mild_drought,50.625,normal_or_wet,-1.3477598849340895,-1.0857401783657374,-0.08277897527145484,0.5084498480453523,-1.7295042869569979,-0.658139097307666,-0.5092317750528474,1.0170029598497612
2006-07-28,2.081035463450944,1.63,18.75,mild_drought,12.5,25.0,25.0,normal_or_wet,12.5,mild_drought,50.625,normal_or_wet,-1.2342279936193772,-1.2044757960532109,-0.06151105529999262,0.5109142901012997,-1.7742305892073882,-0.6702632243250884,-0.5346198520821582,1.0112007509227217
2006-07-29,2.4992895389298013,1.87,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,31.25,normal_or_wet,56.875,normal_or_wet,-1.1585348482558224,-1.1909373257832134,-0.04644672626354592,0.5227943010414481,-1.7794469758745206,-0.6810365068883544,-0.5618970081237966,1.006288337613886
2006-07-30,2.005722635622105,2.0,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,37.5,normal_or_wet,55.00000000000001,normal_or_wet,-1.157912451508507,-1.1876790000629185,-0.044792171320281245,0.5080568467926352,-1.7889391070729381,-0.7026709307185453,-0.5808450430656272,1.0016169106183141
2006-07-31,2.446134101611358,1.87,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,37.5,normal_or_wet,51.24999999999999,normal_or_wet,-1.0723819537651482,-1.1523575265807633,-0.0267807398581877,0.5351151157013845,-1.7855880121124719,-0.71236813083603,-0.5972170611724656,0.9967044973094789
2006-08-01,2.1389251771468083,2.0,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,43.75,normal_or_wet,51.24999999999999,normal_or_wet,-1.0673903799496014,-1.1502609902435377,-0.02570731858767101,0.5483523688006724,-1.7826907287283984,-0.7276537768743074,-0.6113851537649221,0.992033070313907
2006-08-02,1.8701677250505993,1.87,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,43.75,normal_or_wet,51.24999999999999,normal_or_wet,-1.0673903799496014,-1.1502609902435377,-0.02570731858767101,0.5663999686498774,-1.7808862980903668,-0.7428712733993353,-0.6242079931213271,0.9875284799967482
2006-08-03,1.8455326921774269,1.63,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,31.25,normal_or_wet,47.5,normal_or_wet,-1.0673903799496014,-1.1502609902435377,-0.02570731858767101,0.5812339266798121,-1.7811961013415807,-0.7593000388168814,-0.6360862929715683,0.9833946378538413
2006-08-04,2.000130819320883,1.63,25.0,normal_or_wet,12.5,25.0,25.0,normal_or_wet,25.0,normal_or_wet,47.5,normal_or_wet,-1.0130877590619902,-1.1271080898903283,-0.013820830999416436,0.6074480194167484,-1.7733792927948666,-0.7688024912800525,-0.6464476051300919,0.9780373267359035
2006-08-05,27.17920088524059,2.58,37.5,normal_or_wet,43.75,25.0,37.5,normal_or_wet,56.25,normal_or_wet,56.25,normal_or_wet,0.1632456767986351,-0.3751075148422945,0.40353091505798294,0.7701576240366291,-1.559182638717247,-0.5914329769893337,-0.654089788407235,0.9721053559478761
2006-08-06,23.913237646033654,22.7,56.25,normal_or_wet,81.25,37.5,56.25,normal_or_wet,100.0,normal_or_wet,63.74999999999999,normal_or_wet,0.7422242460211331,0.044532236992471594,0.5440235945120625,0.8391217750740005,-1.4029379839484328,-0.5317092797939822,-0.6034281239857242,0.9988733741288512
2006-08-07,7.0384210945045345,15.7,75.0,normal_or_wet,81.25,37.5,75.0,normal_or_wet,93.75,normal_or_wet,69.37500000000001,normal_or_wet,0.5366282311675875,0.044813596982823986,0.5075047209993873,0.8180818310482035,-1.4001905765525406,-0.565916562887611,-0.5728021460585963,0.9721795055827264
2006-08-08,3.7564628343946183,5.0,75.0,normal_or_wet,81.25,37.5,75.0,normal_or_wet,78.125,normal_or_wet,69.37500000000001,normal_or_wet,0.5617419024711804,0.061971397057168025,0.4962341313564712,0.8264963515653145,-1.3866066417736578,-0.5836388732015247,-0.5721152082359319,0.9503053633018739
2006-08-09,3.486829673521981,4.3,68.75,normal_or_wet,75.0,37.5,68.75,normal_or_wet,68.75,normal_or_wet,65.0,normal_or_wet,0.5617419024711804,0.061971397057168025,0.4947979024805854,0.8313862463295097,-1.3776983866470194,-0.5963753631061549,-0.5721152082359316,0.942297202738036
2006-08-10,3.32199798312234,3.46,62.5,normal_or_wet,75.0,37.5,62.5,normal_or_wet,62.5,normal_or_wet,60.62499999999999,normal_or_wet,0.5901117550669704,0.08145361264301593,0.5075863631403219,0.8407253018924354,-1.3590212743612478,-0.6020528626822488,-0.5738897976111487,0.9364023067674332
2006-08-11,3.097880218698254,3.46,56.25,normal_or_wet,68.75,37.5,62.5,normal_or_wet,50.0,normal_or_wet,54.37499999999999,normal_or_wet,0.5903530452573778,0.07229846724056273,0.5076956312488464,0.8450318603644567,-1.361010748026382,-0.6130448127740653,-0.5750346939822562,0.9321016279461132
2006-08-12,3.3885810945222232,2.75,56.25,normal_or_wet,68.75,37.5,56.25,normal_or_wet,43.75,normal_or_wet,56.25,normal_or_wet,0.6313974958761785,0.08503034730319478,0.5265059080902408,0.854093740297979,-1.3558697218678888,-0.6152515604699882,-0.578841474416189,0.9279307109857812
2006-08-13,7.193831895855162,2.75,56.25,normal_or_wet,75.0,37.5,56.25,normal_or_wet,50.0,normal_or_wet,53.43750000000001,normal_or_wet,0.704951356943245,0.13691975297227926,0.5606606237453797,0.8635766186408483,-1.3295690240697318,-0.6102110178590205,-0.5820185618460124,0.9250574126353303
2006-08-14,4.634390972152881,4.3,56.25,normal_or_wet,75.0,37.5,56.25,normal_or_wet,75.0,normal_or_wet,44.99999999999999,normal_or_wet,0.7504946071728198,0.14208909361899624,0.5493687072572223,0.8707638459024212,-1.3248738322313725,-0.6282610025768738,-0.5833351926727863,0.9228143861811071
2006-08-15,4.879193792953907,4.3,68.75,normal_or_wet,81.25,37.5,68.75,normal_or_wet,75.0,normal_or_wet,55.625,normal_or_wet,0.8086224184589632,0.1553746977164886,0.4839645957230943,0.8789590510269152,-1.3183498579662616,-0.6709661671396976,-0.5846518234995599,0.8920422877182135
2006-08-16,3.5531374734629817,3.27,68.75,normal_or_wet,81.25,37.5,68.75,normal_or_wet,68.75,normal_or_wet,61.25000000000001,normal_or_wet,0.8089771097122755,0.12541931865503977,0.4337180159588337,0.8823114504154602,-1.3310716331402452,-0.7097834304118014,-0.5889165624819357,0.8385989383998251
2006-08-17,3.021783868956271,3.09,68.75,normal_or_wet,81.25,37.5,68.75,normal_or_wet,62.5,normal_or_wet,53.75000000000001,normal_or_wet,0.8089771097122755,0.120338827831572,0.38224101938045313,0.8856394943952604,-1.3414423527287491,-0.7513743367147508,-0.5930095670086453,0.8044715689599524
2006-08-18,2.90508178343665,2.58,62.5,normal_or_wet,68.75,37.5,68.75,normal_or_wet,50.0,normal_or_wet,55.00000000000001,normal_or_wet,0.8103661044853425,0.0852592620930262,0.3352683769482256,0.8908185859097878,-1.3564588892068672,-0.7861616583251361,-0.5966732353961895,0.7736623956796328
2006-08-19,2.8008585853657473,2.28,56.25,normal_or_wet,62.5,37.5,56.25,normal_or_wet,37.5,normal_or_wet,58.12500000000001,normal_or_wet,0.8111733450455176,0.08693998227240222,0.32269826589113304,0.894626846174158,-1.3628512191481046,-0.8099171312995227,-0.6044585307197211,0.7497120636229708
2006-08-20,2.822012187401462,2.14,50.0,normal_or_wet,62.5,37.5,56.25,normal_or_wet,43.75,normal_or_wet,46.25,normal_or_wet,0.830789683158427,0.07237803764130378,0.33008346623768436,0.9000509185334007,-1.359021969575188,-0.8191858239389461,-0.6088091369299299,0.7342147899392484
2006-08-21,2.6726973245401062,2.28,56.25,normal_or_wet,56.25,37.5,50.0,normal_or_wet,37.5,normal_or_wet,46.875,normal_or_wet,0.8369823769081204,0.07707004096060778,0.3332552950448383,0.9054236799014745,-1.353743727210789,-0.8284884240714395,-0.6145908636040234,0.7210903045707365
2006-08-22,6.805082552042659,2.28,56.25,normal_or_wet,68.75,37.5,56.25,normal_or_wet,43.75,normal_or_wet,41.25,normal_or_wet,0.9487157165259321,0.17128829554793382,0.39737187920563055,0.9174359783844801,-1.3102680916579907,-0.8082782852828919,-0.6174244821225147,0.7106352060568373
2006-08-23,3.727214488496099,3.86,68.75,normal_or_wet,75.0,37.5,68.75,normal_or_wet,75.0,normal_or_wet,48.12500000000001,normal_or_wet,0.9487157165259321,0.15779351531088912,0.39737187920563055,0.921018496008233,-1.3189016075771396,-0.8182361293600423,-0.616279585751407,0.704332487094558
2006-08-24,2.684777523254821,2.28,62.5,normal_or_wet,75.0,37.5,62.5,normal_or_wet,37.5,normal_or_wet,47.5,normal_or_wet,0.948750543814445,-0.041019326634414724,0.3973902768708528,0.9234988991574581,-1.400589884478114,-0.8332247626196192,-0.6191132042698982,0.6962501768958703
2006-08-25,2.592549419312005,2.58,56.25,normal_or_wet,68.75,43.75,62.5,normal_or_wet,50.0,normal_or_wet,39.375,normal_or_wet,0.9496766445998637,-0.2974660063077532,0.39828078444993675,0.9277682151568416,-1.4874315372404625,-0.8422273401565353,-0.638519197760172,0.6892615738112247
2006-08-26,4.511671344405523,2.28,56.25,normal_or_wet,68.75,43.75,56.25,normal_or_wet,31.25,normal_or_wet,52.49999999999999,normal_or_wet,1.034638984899555,-0.23954220595357345,0.44381197364746916,0.9382903822772559,-1.4633076955987634,-0.8297779565945212,-0.6740682300830625,0.6822544333178668
2006-08-27,6.2961760705559415,3.09,62.5,normal_or_wet,81.25,50.0,62.5,normal_or_wet,62.5,normal_or_wet,60.62499999999999,normal_or_wet,1.0820734519944226,-0.26537712678441455,0.48894010189858983,0.9443923551361733,-1.4694261391932861,-0.8177829035519834,-0.6851164800642507,0.6772678703741812
