      No     Day     Mon    Year  Qobs_0090411280  Qsim_0090411280
    2089      19       9    1996        0.4500000        0.2303899
    2090      20       9    1996        0.4200000        0.2286979
    2091      21       9    1996        0.4200000        0.2279240
    2092      22       9    1996        0.4800000        0.2280591
    2093      23       9    1996        0.4500000        0.2266477
    2094      24       9    1996        0.4200000        0.2774355
    2095      25       9    1996        0.5200000        0.8017980
    2096      26       9    1996        0.5900000        0.3352728
    2097      27       9    1996        0.4800000        0.2285796
    2098      28       9    1996        0.4500000        0.2269359
    2099      29       9    1996        0.3900000        0.2898351
    2100      30       9    1996        0.4800000        0.2796165
    2101       1      10    1996        0.4800000        0.4895091
    2102       2      10    1996        0.5500000        0.4137801
    2103       3      10    1996        0.4800000        0.2277421
    2104       4      10    1996        0.4200000        0.2254407
    2105       5      10    1996        0.4800000        0.4622185
    2106       6      10    1996        0.5500000        0.3520411
    2107       7      10    1996        0.5200000        0.2257809
    2108       8      10    1996        0.4500000        0.2235146
    2109       9      10    1996        0.4500000        0.2216820
    2110      10      10    1996        0.4800000        0.2200506
    2111      11      10    1996        0.4500000        0.2185560
    2112      12      10    1996        0.4500000        0.2170591
    2113      13      10    1996        0.4200000        0.2156456
    2114      14      10    1996        0.4200000        0.2143179
    2115      15      10    1996        0.4200000        0.2130680
    2116      16      10    1996        0.4500000        0.3434862
    2117      17      10    1996        0.5900000        1.2526204
    2118      18      10    1996        0.6600000        0.4367160
    2119      19      10    1996        0.5500000        0.2236203
    2120      20      10    1996        0.5200000        0.5173481
    2121      21      10    1996        0.6200000        1.6048011
    2122      22      10    1996        0.7800000        0.5849828
    2123      23      10    1996        0.5900000        0.2371561
    2124      24      10    1996        0.5900000        0.2329316
    2125      25      10    1996        0.5500000        0.2296253
    2126      26      10    1996        0.5500000        0.2265911
    2127      27      10    1996        0.5500000        0.2762882
    2128      28      10    1996        0.6600000        0.2929294
    2129      29      10    1996        0.6200000        0.2286280
    2130      30      10    1996        0.5500000        0.2254298
    2131      31      10    1996        0.5500000        0.8005667
    2132       1      11    1996        0.6600000        0.6308952
    2133       2      11    1996        0.6600000        0.3277747
    2134       3      11    1996        0.5900000        0.5054411
    2135       4      11    1996        0.5900000        0.3255550
    2136       5      11    1996        0.5200000        0.2317757
    2137       6      11    1996        0.5200000        0.2280035
    2138       7      11    1996        0.5500000        2.1816135
    2139       8      11    1996        0.9500000        0.9302887
    2140       9      11    1996        0.7800000        0.2951675
    2141      10      11    1996        0.6600000        0.2651646
    2142      11      11    1996        0.6600000        0.2594554
    2143      12      11    1996        0.6200000        0.2533814
    2144      13      11    1996        0.7000000        1.3554675
    2145      14      11    1996        0.7800000        0.6640099
    2146      15      11    1996        0.7000000        0.4189525
    2147      16      11    1996        0.7000000        0.3541447
    2148      17      11    1996        0.7000000        0.2769958
    2149      18      11    1996        0.7400000        1.5373683
    2150      19      11    1996        0.9900000        0.9523282
    2151      20      11    1996        0.9500000        0.4727257
    2152      21      11    1996        0.8700000        0.3322624
    2153      22      11    1996        0.7800000        0.3114579
    2154      23      11    1996        0.7000000        0.2987004
    2155      24      11    1996        0.7000000        0.3601689
    2156      25      11    1996        0.7000000        0.7000190
    2157      26      11    1996        0.7000000        0.8220393
    2158      27      11    1996        0.7400000        0.5768899
    2159      28      11    1996        0.7400000        0.3279900
    2160      29      11    1996        0.7400000        1.2867116
    2161      30      11    1996        0.9100000        2.3014389
    2162       1      12    1996        1.2600000        1.2102620
    2163       2      12    1996        1.0300000        1.2005078
    2164       3      12    1996        1.1200000        0.7907872
    2165       4      12    1996        1.0300000        0.5735062
    2166       5      12    1996        0.8700000        0.5354095
    2167       6      12    1996        0.7000000        0.5016437
    2168       7      12    1996        0.5900000        0.4713497
    2169       8      12    1996        0.4800000        0.4441485
    2170       9      12    1996        0.4500000        0.4197050
    2171      10      12    1996        0.4500000        0.3977220
    2172      11      12    1996        0.4200000        0.3779358
    2173      12      12    1996        0.4200000        0.3601123
    2174      13      12    1996        0.4200000        1.0288810
    2175      14      12    1996        0.5500000        0.5833207
    2176      15      12    1996        0.7800000        0.9805323
    2177      16      12    1996        0.8300000        0.5410650
    2178      17      12    1996        0.7800000        0.4527307
    2179      18      12    1996        0.8300000        1.2365310
    2180      19      12    1996        1.2100000        3.2889744
    2181      20      12    1996        1.8400000        1.4007193
    2182      21      12    1996        1.9000000        0.9171003
    2183      22      12    1996        1.6200000        0.8433452
    2184      23      12    1996        1.3600000        0.7779532
    2185      24      12    1996        1.1600000        0.7195479
    2186      25      12    1996        0.9900000        0.6673407
    2187      26      12    1996        0.8700000        0.6206370
    2188      27      12    1996        0.8300000        0.5788235
    2189      28      12    1996        0.7800000        0.5413588
    2190      29      12    1996        0.7400000        0.5077640
    2191      30      12    1996        0.7000000        0.4776155
    2192      31      12    1996        0.6200000        0.4505381
    2193       1       1    1997        0.6200000        0.4261995
    2194       2       1    1997        0.5900000        0.4043050
    2195       3       1    1997        0.5500000        0.3845928
    2196       4       1    1997        0.5900000        0.3668308
    2197       5       1    1997        0.5900000        0.3508124
    2198       6       1    1997        0.5900000        0.3363540
    2199       7       1    1997        0.5500000        0.3232922
    2200       8       1    1997        0.5500000        0.3114815
    2201       9       1    1997        0.5500000        0.3007921
    2202      10       1    1997        0.5500000        0.2911085
    2203      11       1    1997        0.5500000        0.2823274
    2204      12       1    1997        0.5900000        0.2743567
    2205      13       1    1997        0.5900000        0.2671141
    2206      14       1    1997        0.5900000        0.2939906
    2207      15       1    1997        0.5900000        0.2736817
    2208      16       1    1997        0.5900000        0.2594118
    2209      17       1    1997        0.5900000        0.2534130
    2210      18       1    1997        0.5900000        0.2673342
    2211      19       1    1997        0.5900000        2.0302478
    2212      20       1    1997        0.7000000        1.0757803
    2213      21       1    1997        0.7000000        0.7089883
    2214      22       1    1997        0.6200000        0.7161167
    2215      23       1    1997        0.7000000        0.8059318
    2216      24       1    1997        0.9900000        0.7865769
    2217      25       1    1997        1.2100000        0.7478031
    2218      26       1    1997        1.2100000        0.6062126
    2219      27       1    1997        1.0700000        0.5545226
    2220      28       1    1997        0.9500000        0.5526185
    2221      29       1    1997        0.9100000        0.5617722
    2222      30       1    1997        0.9100000        0.4921968
    2223      31       1    1997        1.0300000        0.5539787
    2224       1       2    1997        1.0700000        0.4664354
    2225       2       2    1997        0.9900000        0.4337515
    2226       3       2    1997        0.9500000        0.4111807
    2227       4       2    1997        0.8700000        0.5180022
    2228       5       2    1997        1.1200000        1.5333553
    2229       6       2    1997        1.3600000        1.0864220
    2230       7       2    1997        1.2100000        0.7069617
    2231       8       2    1997        1.2100000        0.6480124
    2232       9       2    1997        1.3600000        0.6036836
    2233      10       2    1997        1.5600000        0.5644241
    2234      11       2    1997        1.7300000        1.0828311
    2235      12       2    1997        2.2500000        2.1999301
    2236      13       2    1997        3.5500000        1.8218847
    2237      14       2    1997        3.7000000        1.2721998
    2238      15       2    1997        2.9700000        1.1591369
    2239      16       2    1997        2.3100000        1.1127975
    2240      17       2    1997        1.9000000        0.9616110
    2241      18       2    1997        1.9500000        2.0420251
    2242      19       2    1997        2.5000000        1.9071618
    2243      20       2    1997        2.5600000        1.4042917
    2244      21       2    1997        2.2500000        1.3372491
    2245      22       2    1997        2.0100000        1.1917226
    2246      23       2    1997        1.7800000        1.0572003
    2247      24       2    1997        1.7300000        0.9713235
    2248      25       2    1997        1.8400000        1.1978195
    2249      26       2    1997        1.9500000        1.8000062
    2250      27       2    1997        1.7300000        1.3394483
    2251      28       2    1997        1.4600000        1.1191386
    2252       1       3    1997        1.4600000        1.0269279
    2253       2       3    1997        1.4600000        0.9450433
    2254       3       3    1997        1.3600000        0.8720793
    2255       4       3    1997        1.2100000        0.8067358
    2256       5       3    1997        1.1600000        0.7483212
    2257       6       3    1997        1.0700000        0.6960740
    2258       7       3    1997        0.9900000        0.6493056
    2259       8       3    1997        0.9900000        0.6074080
    2260       9       3    1997        0.9900000        0.5698438
    2261      10       3    1997        0.9500000        0.5361376
    2262      11       3    1997        0.9500000        0.5058687
    2263      12       3    1997        0.9100000        0.4786643
    2264      13       3    1997        0.9100000        0.4541939
    2265      14       3    1997        0.9100000        0.4323528
    2266      15       3    1997        0.9100000        0.4584203
    2267      16       3    1997        1.0300000        1.1971711
    2268      17       3    1997        1.1200000        1.1691404
    2269      18       3    1997        1.0700000        0.7689185
    2270      19       3    1997        1.3600000        2.0823536
    2271      20       3    1997        1.7300000        1.6917602
    2272      21       3    1997        1.7800000        1.2243137
    2273      22       3    1997        1.6200000        1.0478256
    2274      23       3    1997        1.5100000        0.9925540
    2275      24       3    1997        1.5600000        0.9613885
    2276      25       3    1997        1.4100000        0.8949256
    2277      26       3    1997        1.3100000        0.8354061
    2278      27       3    1997        1.3100000        0.8044614
    2279      28       3    1997        1.3600000        0.8320059
    2280      29       3    1997        1.4600000        0.9716746
    2281      30       3    1997        1.5100000        0.8947284
    2282      31       3    1997        1.4100000        0.8301816
    2283       1       4    1997        1.3100000        0.7701477
    2284       2       4    1997        1.2100000        0.7164833
    2285       3       4    1997        1.1200000        0.6726826
    2286       4       4    1997        1.1200000        0.6376253
    2287       5       4    1997        1.0700000        1.1100905
    2288       6       4    1997        1.4600000        1.3540710
    2289       7       4    1997        1.2600000        0.9097483
    2290       8       4    1997        1.1600000        0.8407550
    2291       9       4    1997        1.0700000        0.7799967
    2292      10       4    1997        1.0300000        0.7256783
    2293      11       4    1997        1.0700000        0.6867148
    2294      12       4    1997        1.0300000        0.6573630
    2295      13       4    1997        0.9500000        0.6208092
    2296      14       4    1997        0.9100000        0.6039621
    2297      15       4    1997        0.9500000        0.5948509
    2298      16       4    1997        0.9100000        0.5633866
    2299      17       4    1997        0.8700000        0.5318318
    2300      18       4    1997        0.8700000        0.5181679
    2301      19       4    1997        0.9100000        0.5171321
    2302      20       4    1997        0.9100000        0.4942363
    2303      21       4    1997        0.8300000        0.4695534
    2304      22       4    1997        0.8300000        0.4472651
    2305      23       4    1997        0.8300000        0.4271870
    2306      24       4    1997        0.7800000        0.4090844
    2307      25       4    1997        0.7800000        0.3972309
    2308      26       4    1997        0.7400000        0.3914775
    2309      27       4    1997        0.7800000        0.3798815
    2310      28       4    1997        0.7400000        0.3713906
    2311      29       4    1997        0.8700000        0.5613395
    2312      30       4    1997        1.0300000        0.6324384
    2313       1       5    1997        0.8700000        0.4381309
    2314       2       5    1997        0.8300000        0.4181774
    2315       3       5    1997        0.7800000        0.4007145
    2316       4       5    1997        0.7800000        0.3849641
    2317       5       5    1997        0.8300000        0.3733730
    2318       6       5    1997        0.8700000        0.4633230
    2319       7       5    1997        1.0700000        0.6199708
    2320       8       5    1997        0.8300000        0.4266604
    2321       9       5    1997        0.7800000        0.3985838
    2322      10       5    1997        0.7400000        0.3828250
    2323      11       5    1997        0.7000000        0.3686210
    2324      12       5    1997        0.7000000        0.3560949
    2325      13       5    1997        0.6600000        0.3452979
    2326      14       5    1997        0.7000000        0.3392813
    2327      15       5    1997        0.8700000        0.3564613
    2328      16       5    1997        0.7000000        0.3276184
    2329      17       5    1997        0.6200000        0.3185384
    2330      18       5    1997        0.5900000        0.3103564
    2331      19       5    1997        0.5900000        0.3029151
    2332      20       5    1997        0.5900000        0.2966715
    2333      21       5    1997        0.6600000        0.2920601
    2334      22       5    1997        0.6600000        0.3007929
    2335      23       5    1997        0.9500000        0.5699381
    2336      24       5    1997        0.7000000        0.5390613
    2337      25       5    1997        0.5900000        0.2927635
    2338      26       5    1997        0.5500000        0.2869106
    2339      27       5    1997        0.5500000        0.2836127
    2340      28       5    1997        0.5900000        0.2824374
    2341      29       5    1997        0.5200000        0.2784583
    2342      30       5    1997        0.5200000        0.2736397
    2343      31       5    1997        0.5200000        0.2691603
    2344       1       6    1997        0.4800000        0.2650526
    2345       2       6    1997        0.5200000        0.2612803
    2346       3       6    1997        0.5200000        0.2578106
    2347       4       6    1997        0.5200000        0.2546140
    2348       5       6    1997        0.5200000        0.2516642
    2349       6       6    1997        0.4800000        0.2489374
    2350       7       6    1997        0.5200000        0.2464122
    2351       8       6    1997        0.5500000        0.2440696
    2352       9       6    1997        0.5500000        0.2418922
    2353      10       6    1997        0.5500000        0.2398644
    2354      11       6    1997        0.5900000        0.2379722
    2355      12       6    1997        0.6600000        0.2362031
    2356      13       6    1997        0.7000000        0.2550664
    2357      14       6    1997        0.8300000        0.3491373
    2358      15       6    1997        1.0300000        0.2624372
    2359      16       6    1997        0.8300000        0.2386935
    2360      17       6    1997        0.7400000        0.2365680
    2361      18       6    1997        0.7000000        0.2347768
    2362      19       6    1997        0.7400000        0.2332011
    2363      20       6    1997        0.7800000        0.2319986
    2364      21       6    1997        0.8700000        0.2692511
    2365      22       6    1997        1.2100000        0.4084831
    2366      23       6    1997        1.0300000        0.2374174
    2367      24       6    1997        0.9500000        0.2363448
    2368      25       6    1997        0.8700000        0.2357745
    2369      26       6    1997        0.7400000        0.2339626
    2370      27       6    1997        0.7800000        0.2322229
    2371      28       6    1997        0.7000000        0.2303265
    2372      29       6    1997        0.6600000        0.2284999
    2373      30       6    1997        0.9100000        0.2272624
    2374       1       7    1997        0.7800000        0.2263914
    2375       2       7    1997        0.6200000        0.2248924
    2376       3       7    1997        0.5500000        0.2234333
    2377       4       7    1997        0.7000000        0.2234193
    2378       5       7    1997        0.9100000        0.2284417
    2379       6       7    1997        0.7000000        0.2232270
    2380       7       7    1997        0.4500000        0.2216791
    2381       8       7    1997        0.3600000        0.2202448
    2382       9       7    1997        0.3000000        0.2188959
    2383      10       7    1997        0.3000000        0.2176244
    2384      11       7    1997        0.3000000        0.2164233
    2385      12       7    1997        0.2700000        0.2152860
    2386      13       7    1997        0.2500000        0.2142068
    2387      14       7    1997        0.2000000        0.2131802
    2388      15       7    1997        0.1700000        0.2128947
    2389      16       7    1997        0.2700000        0.2685973
    2390      17       7    1997        0.3900000        2.0993836
    2391      18       7    1997        1.9000000        2.6055239
    2392      19       7    1997        1.6700000        2.0516486
    2393      20       7    1997        2.1900000        5.6836233
    2394      21       7    1997        2.7700000        2.2087807
    2395      22       7    1997        2.3700000        0.4157722
    2396      23       7    1997        1.9500000        0.7458664
    2397      24       7    1997        2.1900000        0.5162049
    2398      25       7    1997        1.1200000        0.4189480
    2399      26       7    1997        0.8300000        0.4257467
    2400      27       7    1997        0.7400000        0.3858078
    2401      28       7    1997        0.6200000        0.3683608
    2402      29       7    1997        0.5500000        0.3530624
    2403      30       7    1997        0.5900000        0.3408300
    2404      31       7    1997        0.8300000        0.3801037
    2405       1       8    1997        0.9900000        1.0151294
    2406       2       8    1997        0.9100000        0.4520908
    2407       3       8    1997        0.7800000        0.3320506
    2408       4       8    1997        0.6600000        0.3192130
    2409       5       8    1997        0.5900000        0.3080771
    2410       6       8    1997        0.5200000        0.2980004
    2411       7       8    1997        0.4800000        0.2888721
    2412       8       8    1997        0.4500000        0.2805944
    2413       9       8    1997        0.4200000        0.2730802
    2414      10       8    1997        0.3900000        0.2662515
    2415      11       8    1997        0.3600000        0.2600388
    2416      12       8    1997        0.3600000        0.2543798
    2417      13       8    1997        0.3000000        0.2492189
    2418      14       8    1997        0.3300000        0.2446682
    2419      15       8    1997        0.3000000        0.2406159
    2420      16       8    1997        0.3600000        0.2366898
    2421      17       8    1997        0.3000000        0.2330362
    2422      18       8    1997        0.3300000        0.2296773
    2423      19       8    1997        0.3300000        0.2265891
    2424      20       8    1997        0.3300000        0.2237454
    2425      21       8    1997        0.3300000        0.2211224
    2426      22       8    1997        0.3000000        0.2186989
    2427      23       8    1997        0.3000000        0.2164559
    2428      24       8    1997        0.3300000        0.2143761
    2429      25       8    1997        0.3300000        0.2124440
    2430      26       8    1997        0.3300000        0.2106458
    2431      27       8    1997        0.3300000        0.2089689
    2432      28       8    1997        0.3300000        0.2083415
    2433      29       8    1997        0.4800000        0.3253977
    2434      30       8    1997        0.4800000        0.2086317
    2435      31       8    1997        0.3900000        0.2059895
    2436       1       9    1997        0.3600000        0.2045305
    2437       2       9    1997        0.3300000        0.2031634
    2438       3       9    1997        0.3900000        0.2021218
    2439       4       9    1997        0.4800000        0.2013288
    2440       5       9    1997        0.5500000        0.3574681
    2441       6       9    1997        0.5200000        0.4599720
    2442       7       9    1997        0.6200000        0.2002431
    2443       8       9    1997        0.4800000        0.1987930
    2444       9       9    1997        0.5200000        0.1976671
    2445      10       9    1997        0.4500000        0.1966012
    2446      11       9    1997        0.3600000        0.1955864
    2447      12       9    1997        0.3900000        0.1952466
    2448      13       9    1997        0.7000000        0.3742830
    2449      14       9    1997        0.6200000        0.2803764
    2450      15       9    1997        0.4500000        0.1945147
    2451      16       9    1997        0.3900000        0.1934297
    2452      17       9    1997        0.3600000        0.1924695
    2453      18       9    1997        0.3600000        0.1915558
    2454      19       9    1997        0.3600000        0.1906842
    2455      20       9    1997        0.4200000        0.1898511
    2456      21       9    1997        0.4200000        0.1890530
    2457      22       9    1997        0.4200000        0.1882869
    2458      23       9    1997        0.4500000        0.1875500
    2459      24       9    1997        0.4200000        0.1868397
    2460      25       9    1997        0.4200000        0.1861538
    2461      26       9    1997        0.4200000        0.1854903
    2462      27       9    1997        0.4200000        0.1848471
    2463      28       9    1997        0.4500000        0.1842306
    2464      29       9    1997        0.4500000        0.1836581
    2465      30       9    1997        0.4500000        0.1830970
    2466       1      10    1997        0.4500000        0.1825672
    2467       2      10    1997        0.4800000        0.1820395
    2468       3      10    1997        0.4500000        0.1814811
    2469       4      10    1997        0.4200000        0.1809291
    2470       5      10    1997        0.4200000        0.1803886
    2471       6      10    1997        0.4200000        0.1798587
    2472       7      10    1997        0.4200000        0.1793384
    2473       8      10    1997        0.3900000        0.1788585
    2474       9      10    1997        0.4500000        0.1980073
    2475      10      10    1997        0.6600000        0.8677451
    2476      11      10    1997        0.7000000        1.8980002
    2477      12      10    1997        0.7800000        0.6360794
    2478      13      10    1997        0.7000000        0.9313871
    2479      14      10    1997        0.7000000        0.9768972
    2480      15      10    1997        0.7000000        1.1856978
    2481      16      10    1997        0.6200000        0.4173550
    2482      17      10    1997        0.5900000        0.1888734
    2483      18      10    1997        0.4800000        0.1867941
    2484      19      10    1997        0.4800000        0.1852703
    2485      20      10    1997        0.4500000        0.1838566
    2486      21      10    1997        0.4500000        0.1825499
    2487      22      10    1997        0.4500000        0.1813114
    2488      23      10    1997        0.4500000        0.1801464
    2489      24      10    1997        0.4200000        0.1791454
    2490      25      10    1997        0.4200000        0.1785162
    2491      26      10    1997        0.4500000        0.1780378
    2492      27      10    1997        0.4500000        0.1771520
    2493      28      10    1997        0.4200000        0.1761885
    2494      29      10    1997        0.3900000        0.1752766
    2495      30      10    1997        0.3900000        0.1744134
    2496      31      10    1997        0.3900000        0.1735886
    2497       1      11    1997        0.3900000        0.1728022
    2498       2      11    1997        0.3900000        0.1720509
    2499       3      11    1997        0.3900000        0.1713315
    2500       4      11    1997        0.3600000        0.1706413
    2501       5      11    1997        0.3900000        0.1699776
    2502       6      11    1997        0.3900000        0.1696010
    2503       7      11    1997        0.4200000        0.1695634
    2504       8      11    1997        0.3900000        0.1689634
    2505       9      11    1997        0.4500000        0.1683237
    2506      10      11    1997        0.4200000        0.1677002
    2507      11      11    1997        0.4200000        0.1670956
    2508      12      11    1997        0.3900000        0.1665105
    2509      13      11    1997        0.3900000        0.1659434
    2510      14      11    1997        0.3900000        0.1653926
    2511      15      11    1997        0.4200000        0.9070084
    2512      16      11    1997        0.6600000        0.6534017
    2513      17      11    1997        0.4800000        0.1731100
    2514      18      11    1997        0.4200000        0.1709686
    2515      19      11    1997        0.3900000        0.1698334
    2516      20      11    1997        0.3900000        0.1687689
    2517      21      11    1997        0.3900000        0.1678471
    2518      22      11    1997        0.3600000        0.1671490
    2519      23      11    1997        0.3600000        0.1663361
    2520      24      11    1997        0.3900000        0.1654571
    2521      25      11    1997        0.3900000        0.1646228
    2522      26      11    1997        0.4200000        0.1638301
    2523      27      11    1997        0.3900000        0.1630753
    2524      28      11    1997        0.4200000        0.1626263
    2525      29      11    1997        0.4500000        0.1627115
    2526      30      11    1997        0.4500000        0.1620549
    2527       1      12    1997        0.4800000        0.3134247
    2528       2      12    1997        0.4800000        0.1853257
    2529       3      12    1997        0.4800000        0.1618854
    2530       4      12    1997        0.4800000        0.1684330
    2531       5      12    1997        0.5200000        0.1609960
    2532       6      12    1997        0.5500000        2.0483103
    2533       7      12    1997        0.9900000        2.9387825
    2534       8      12    1997        1.1200000        2.9068781
    2535       9      12    1997        0.9100000        1.7185233
    2536      10      12    1997        0.8700000        1.1457833
    2537      11      12    1997        0.9900000        1.2830962
    2538      12      12    1997        1.0700000        1.7237509
    2539      13      12    1997        1.1200000        0.9424839
    2540      14      12    1997        0.9500000        1.0320528
    2541      15      12    1997        0.9100000        0.5430539
    2542      16      12    1997        0.7800000        0.3995619
    2543      17      12    1997        0.6200000        0.3758995
    2544      18      12    1997        0.6200000        0.3547654
    2545      19      12    1997        0.5900000        0.4187417
    2546      20      12    1997        0.5500000        0.3310163
    2547      21      12    1997        0.6200000        0.5826710
    2548      22      12    1997        0.5900000        0.5211543
    2549      23      12    1997        0.5200000        0.7156797
    2550      24      12    1997        0.4800000        1.9284259
    2551      25      12    1997        0.7400000        0.9641277
    2552      26      12    1997        0.7000000        0.5504986
    2553      27      12    1997        0.7400000        0.7812016
    2554      28      12    1997        0.7000000        0.7224928
    2555      29      12    1997        0.6600000        0.7244933
    2556      30      12    1997        0.7000000        0.5230016
    2557      31      12    1997        0.6600000        0.4282456
    2558       1       1    1998        0.5900000        0.4021446
    2559       2       1    1998        0.5900000        0.3788096
    2560       3       1    1998        0.5900000        0.4852227
    2561       4       1    1998        0.6200000        0.5224909
    2562       5       1    1998        0.5900000        0.7598196
    2563       6       1    1998        0.5900000        1.0509002
    2564       7       1    1998        0.6200000        0.6450580
    2565       8       1    1998        0.6200000        0.4683236
    2566       9       1    1998        0.5900000        0.4262434
    2567      10       1    1998        0.5200000        0.3978003
    2568      11       1    1998        0.5200000        0.3750669
    2569      12       1    1998        0.5200000        0.3546173
    2570      13       1    1998        0.5200000        0.3362036
    2571      14       1    1998        0.5200000        0.3196102
    2572      15       1    1998        0.4800000        0.3056683
    2573      16       1    1998        0.5200000        1.1133516
    2574      17       1    1998        0.6600000        0.8005129
    2575      18       1    1998        0.6200000        0.4509821
    2576      19       1    1998        0.7400000        1.8488387
    2577      20       1    1998        0.8300000        1.5531359
    2578      21       1    1998        0.7000000        0.8594672
    2579      22       1    1998        0.5900000        0.9197061
    2580      23       1    1998        0.6600000        0.7165864
    2581      24       1    1998        0.6600000        0.6323312
    2582      25       1    1998        0.6600000        0.5859673
    2583      26       1    1998        0.5900000        0.5445005
    2584      27       1    1998        0.5500000        0.5073546
    2585      28       1    1998        0.5500000        0.4740537
    2586      29       1    1998        0.5200000        0.4441766
    2587      30       1    1998        0.5200000        0.6073125
    2588      31       1    1998        0.5500000        0.4581932
    2589       1       2    1998        0.4800000        0.4104800
    2590       2       2    1998        0.4800000        0.3870666
    2591       3       2    1998        0.4800000        0.3660381
    2592       4       2    1998        0.4500000        0.3471080
    2593       5       2    1998        0.4500000        0.5672037
    2594       6       2    1998        0.4500000        1.4584380
    2595       7       2    1998        0.4800000        0.7385279
    2596       8       2    1998        0.4800000        0.5761162
    2597       9       2    1998        0.4800000        0.5330574
    2598      10       2    1998        0.5200000        0.4974842
    2599      11       2    1998        0.5500000        0.4654790
    2600      12       2    1998        0.5900000        0.4367525
    2601      13       2    1998        0.5900000        0.4109485
    2602      14       2    1998        0.5900000        0.3877515
    2603      15       2    1998        0.5900000        0.3668815
    2604      16       2    1998        0.5900000        0.4806310
    2605      17       2    1998        0.7800000        0.7081657
    2606      18       2    1998        0.6600000        0.4957087
    2607      19       2    1998        0.6200000        0.4637909
    2608      20       2    1998        0.6600000        0.4353148
    2609      21       2    1998        0.6600000        0.4097573
    2610      22       2    1998        0.7000000        0.6257232
    2611      23       2    1998        0.7800000        0.7357208
    2612      24       2    1998        0.6200000        1.2249835
    2613      25       2    1998        0.7800000        0.9433464
    2614      26       2    1998        0.9100000        0.6343071
    2615      27       2    1998        0.9500000        0.5874966
    2616      28       2    1998        0.9900000        0.7764150
    2617       1       3    1998        0.8700000        0.6950734
    2618       2       3    1998        0.7400000        0.5755615
    2619       3       3    1998        0.8700000        0.6242734
    2620       4       3    1998        0.8700000        0.7284499
    2621       5       3    1998        0.9100000        0.6675254
    2622       6       3    1998        0.9100000        3.5334780
    2623       7       3    1998        2.0100000        2.3526668
    2624       8       3    1998        2.8300000        1.5121430
    2625       9       3    1998        2.3100000        1.4771146
    2626      10       3    1998        1.8400000        1.3167847
    2627      11       3    1998        1.5600000        1.1993351
    2628      12       3    1998        1.4100000        1.0950472
    2629      13       3    1998        1.2100000        1.0025937
    2630      14       3    1998        0.9900000        0.9267162
    2631      15       3    1998        0.9900000        0.9490435
    2632      16       3    1998        1.1200000        2.1722407
    2633      17       3    1998        1.7800000        2.4573090
    2634      18       3    1998        2.9700000        1.8662208
    2635      19       3    1998        2.7000000        1.5411508
    2636      20       3    1998        2.0700000        1.4089358
    2637      21       3    1998        1.6700000        1.2884198
    2638      22       3    1998        1.4100000        1.1761156
    2639      23       3    1998        1.2100000        1.0759409
    2640      24       3    1998        1.0300000        0.9864746
    2641      25       3    1998        0.9100000        0.9066789
    2642      26       3    1998        0.9500000        0.8354748
    2643      27       3    1998        0.9100000        0.7718875
    2644      28       3    1998        0.8700000        0.7150572
    2645      29       3    1998        0.8700000        0.6642260
    2646      30       3    1998        0.8300000        0.6187247
    2647      31       3    1998        0.8300000        0.5779626
    2648       1       4    1998        0.8300000        0.5740010
    2649       2       4    1998        0.9500000        0.6035147
    2650       3       4    1998        0.9100000        0.5950444
    2651       4       4    1998        0.9100000        0.5710282
    2652       5       4    1998        0.8300000        0.5363080
    2653       6       4    1998        0.7400000        0.5049133
    2654       7       4    1998        0.7400000        0.4864433
    2655       8       4    1998        1.0300000        1.3939428
    2656       9       4    1998        1.2600000        1.1352467
    2657      10       4    1998        1.0300000        0.7029577
    2658      11       4    1998        1.0700000        0.7032745
    2659      12       4    1998        1.0700000        0.8906937
    2660      13       4    1998        0.9900000        0.8098491
    2661      14       4    1998        0.9900000        0.7294085
    2662      15       4    1998        0.9100000        0.6775063
    2663      16       4    1998        0.9100000        0.6310806
    2664      17       4    1998        0.8700000        0.5894969
    2665      18       4    1998        0.8300000        0.5522204
    2666      19       4    1998        0.7800000        0.5187933
    2667      20       4    1998        0.7400000        0.4887932
    2668      21       4    1998        0.8300000        0.4832426
    2669      22       4    1998        0.7800000        0.4947755
    2670      23       4    1998        0.7000000        0.4714189
    2671      24       4    1998        0.7000000        0.4462000
    2672      25       4    1998        0.7000000        0.4239303
    2673      26       4    1998        0.7000000        0.4038745
    2674      27       4    1998        0.7000000        0.3853737
    2675      28       4    1998        0.7000000        0.3686802
    2676      29       4    1998        0.7000000        0.3536203
    2677      30       4    1998        0.6600000        0.3400046
    2678       1       5    1998        0.6600000        0.3276866
    2679       2       5    1998        0.7800000        0.5600721
    2680       3       5    1998        0.9100000        0.6116749
    2681       4       5    1998        0.6600000        0.3604332
    2682       5       5    1998        0.6600000        0.3454343
    2683       6       5    1998        0.6600000        0.3324068
    2684       7       5    1998        0.6600000        0.3206247
    2685       8       5    1998        0.6600000        0.3099575
    2686       9       5    1998        0.6600000        0.3002900
    2687      10       5    1998        0.5900000        0.2915196
    2688      11       5    1998        0.5500000        0.2835545
    2689      12       5    1998        0.5200000        0.2763128
    2690      13       5    1998        0.4800000        0.2697214
    2691      14       5    1998        0.4800000        0.2637147
    2692      15       5    1998        0.4500000        0.2582342
    2693      16       5    1998        0.5200000        0.2532276
    2694      17       5    1998        0.5200000        0.2486477
    2695      18       5    1998        0.5200000        0.2444527
