date,sm,recharge,runoff,smi_percent,ssi,recharge_percent,runoff_percent,qsim_monthly_mean,discharge_percent,drought_class
1993-02-01,0.9508796614404027,11.046850563676584,27.122066296398465,97.91666666666666,2.0368341317013856,64.58333333333334,64.58333333333334,135.18569323967688,68.75,normal_or_wet
1993-03-01,0.9181789294681569,6.138005949840887,20.7762542597271,85.41666666666666,1.0544724517700523,41.66666666666667,54.166666666666664,87.47952660602621,52.083333333333336,normal_or_wet
1993-04-01,0.8747521164137143,7.426043784533742,18.803394857533664,68.75,0.4887764111146695,45.83333333333333,45.83333333333333,80.88869163763107,47.91666666666667,normal_or_wet
1993-05-01,0.8081281439533892,4.009719270500229,15.556064559949705,52.083333333333336,0.05224518037594049,20.833333333333336,33.33333333333333,63.53656624734668,27.083333333333332,normal_or_wet
1993-06-01,0.7646645717959416,5.428503671962012,13.51861549924585,47.91666666666667,-0.05224518037594021,29.166666666666668,22.916666666666664,58.0390004886335,22.916666666666664,normal_or_wet
1993-07-01,0.7245521633617654,6.023202586781496,13.950665491846443,33.33333333333333,-0.4307272992954577,35.41666666666667,25.0,57.44580417425635,20.833333333333336,normal_or_wet
1993-08-01,0.6986375031375704,4.145031276453574,11.197520728889677,25.0,-0.6744897501960817,22.916666666666664,10.416666666666668,49.114854562246755,12.5,moderate_drought
1993-09-01,0.7431950294393895,11.29293485618182,20.712757895645463,39.58333333333333,-0.26414697682592375,66.66666666666666,52.083333333333336,90.87138272768516,54.166666666666664,normal_or_wet
1993-10-01,0.8603981118940607,27.333286932337046,45.3418094765103,62.5,0.31863936396437514,91.66666666666666,85.41666666666666,198.9805401503385,85.41666666666666,normal_or_wet
1993-11-01,0.8763896942410774,10.848509934831796,21.115867669696822,72.91666666666666,0.6102946101863322,62.5,56.25,94.61419436472897,56.25,normal_or_wet
1993-12-01,0.9276877040192536,44.66079743654292,122.91052402907296,89.58333333333334,1.2581615610630976,100.0,100.0,498.320859389447,100.0,normal_or_wet
