date,matrix_drought_index,matrix_class,sm_norm,recharge_norm,discharge_norm
1991-01-31,,unknown,0.6166666666666667,,
1991-02-28,,unknown,0.6027777777777777,0.7527777777777778,
1991-03-31,0.42277777777777775,moderate_drought,0.5111111111111111,0.12222222222222222,0.6055555555555555
1991-04-30,0.2463888888888889,severe_drought,0.3805555555555556,0.19722222222222222,0.11666666666666665
1991-05-31,0.1908333333333333,extreme_drought,0.33333333333333326,0.10555555555555556,0.08611111111111111
1991-06-30,0.18194444444444444,extreme_drought,0.22777777777777777,0.24444444444444444,0.05833333333333333
1991-07-31,0.20111111111111107,severe_drought,0.14444444444444443,0.3416666666666666,0.1361111111111111
1991-08-31,0.2791666666666667,severe_drought,0.075,0.425,0.40555555555555556
1991-09-30,0.1775,extreme_drought,0.03333333333333333,0.30833333333333335,0.2388888888888889
1991-10-31,0.06611111111111109,extreme_drought,0.027777777777777776,0.016666666666666666,0.16666666666666663
1991-11-30,0.03055555555555555,extreme_drought,0.06388888888888888,0.008333333333333333,0.008333333333333333
1991-12-31,0.12027777777777776,extreme_drought,0.1611111111111111,0.18055555555555552,0.005555555555555556
1992-01-31,0.4016666666666666,moderate_drought,0.49166666666666664,0.5722222222222222,0.1111111111111111
1992-02-29,0.6705555555555556,mild_drought,0.6055555555555555,0.8861111111111112,0.5416666666666666
1992-03-31,0.7249999999999999,mild_drought,0.6666666666666665,0.7388888888888888,0.7888888888888889
1992-04-30,0.7036111111111111,mild_drought,0.6361111111111111,0.8416666666666667,0.6555555555555556
1992-05-31,0.5630555555555555,moderate_drought,0.3388888888888889,0.6277777777777778,0.7972222222222223
1992-06-30,0.2888888888888889,severe_drought,0.18888888888888888,0.19166666666666668,0.5194444444444445
1992-07-31,0.2175,severe_drought,0.2333333333333333,0.25833333333333336,0.15555555555555556
1992-08-31,0.3663888888888889,severe_drought,0.09722222222222224,0.7277777777777777,0.3638888888888889
1992-09-30,0.3597222222222222,severe_drought,0.10555555555555556,0.3277777777777778,0.7305555555555556
1992-10-31,0.2172222222222222,severe_drought,0.08888888888888889,0.2472222222222222,0.35833333333333334
1992-11-30,0.175,extreme_drought,0.25,0.075,0.175
1992-12-31,0.32805555555555554,severe_drought,0.4222222222222222,0.4305555555555556,0.1
1993-01-31,0.45194444444444437,moderate_drought,0.5361111111111111,0.49166666666666664,0.3
1993-02-28,0.5427777777777778,moderate_drought,0.6194444444444445,0.6222222222222222,0.36111111111111105
1993-03-31,0.5119444444444444,moderate_drought,0.6694444444444444,0.36111111111111105,0.4527777777777778
1993-04-30,0.5516666666666666,moderate_drought,0.575,0.7333333333333333,0.3388888888888889
1993-05-31,0.4411111111111111,moderate_drought,0.25277777777777777,0.5611111111111111,0.5722222222222222
1993-06-30,0.29888888888888887,severe_drought,0.28055555555555556,0.18611111111111112,0.4361111111111111
1993-07-31,0.3194444444444445,severe_drought,0.2861111111111111,0.49722222222222223,0.18611111111111112
1993-08-31,0.4144444444444444,moderate_drought,0.19444444444444448,0.6305555555555555,0.49166666666666664
1993-09-30,0.37,severe_drought,0.21666666666666667,0.34444444444444444,0.6
1993-10-31,0.23694444444444446,severe_drought,0.1527777777777778,0.2972222222222222,0.28888888888888886
1993-11-30,0.20694444444444443,severe_drought,0.29444444444444445,0.06666666666666667,0.23055555555555557
1993-12-31,0.3302777777777778,severe_drought,0.5861111111111111,0.225,0.09444444444444444
1994-01-31,0.6236111111111111,mild_drought,0.7777777777777779,0.9,0.14166666666666666
1994-02-28,0.8302777777777779,normal_or_wet,0.8111111111111111,0.7972222222222223,0.8888888888888888
1994-03-31,0.7477777777777778,mild_drought,0.8944444444444444,0.575,0.725
1994-04-30,0.8066666666666666,normal_or_wet,0.8666666666666667,0.9638888888888889,0.5694444444444444
1994-05-31,0.7958333333333334,mild_drought,0.625,0.8805555555555555,0.9388888888888889
1994-06-30,0.5955555555555555,moderate_drought,0.4722222222222222,0.475,0.8805555555555555
1994-07-31,0.3683333333333333,severe_drought,0.19166666666666668,0.375,0.5972222222222222
1994-08-31,0.23083333333333333,severe_drought,0.10833333333333334,0.16944444444444445,0.45555555555555555
1994-09-30,0.32222222222222224,severe_drought,0.3222222222222222,0.44166666666666665,0.20277777777777778
1994-10-31,0.5158333333333334,moderate_drought,0.25833333333333336,0.6638888888888889,0.7111111111111111
1994-11-30,0.40166666666666667,moderate_drought,0.35,0.2222222222222222,0.65
1994-12-31,0.4038888888888889,moderate_drought,0.5972222222222222,0.33611111111111114,0.2138888888888889
1995-01-31,0.6013888888888889,mild_drought,0.7138888888888889,0.7166666666666667,0.33611111111111114
1995-02-28,0.7269444444444444,mild_drought,0.8277777777777777,0.6972222222222222,0.6222222222222222
1995-03-31,0.7749999999999999,mild_drought,0.7916666666666665,0.8305555555555556,0.6972222222222222
1995-04-30,0.7144444444444444,mild_drought,0.8694444444444445,0.41944444444444445,0.8027777777777778
1995-05-31,0.7038888888888889,mild_drought,0.7472222222222222,0.9694444444444444,0.3805555555555556
1995-06-30,0.8452777777777778,normal_or_wet,0.7944444444444444,0.8055555555555556,0.9527777777777777
1995-07-31,0.7205555555555556,mild_drought,0.4638888888888889,0.9333333333333332,0.85
1995-08-31,0.5366666666666666,moderate_drought,0.2833333333333333,0.48611111111111105,0.925
1995-09-30,0.6122222222222222,mild_drought,0.6722222222222223,0.4444444444444444,0.7
1995-10-31,0.7519444444444444,mild_drought,0.6444444444444444,0.9583333333333335,0.6888888888888889
1995-11-30,0.8161111111111111,normal_or_wet,0.8527777777777777,0.6111111111111112,0.9722222222222221
1995-12-31,0.8369444444444444,normal_or_wet,0.9194444444444444,0.9555555555555556,0.6083333333333333
1996-01-31,0.875,normal_or_wet,0.9416666666666668,0.7,0.9611111111111111
1996-02-29,0.7411111111111112,mild_drought,0.9277777777777778,0.4638888888888889,0.7694444444444444
1996-03-31,0.5419444444444445,moderate_drought,0.9027777777777779,0.175,0.4277777777777778
1996-04-30,0.5213888888888889,moderate_drought,0.7972222222222223,0.38333333333333336,0.2916666666666667
1996-05-31,0.5061111111111111,moderate_drought,0.6944444444444444,0.5083333333333333,0.25277777777777777
1996-06-30,0.47305555555555556,moderate_drought,0.5388888888888889,0.5333333333333333,0.325
1996-07-31,0.5794444444444445,moderate_drought,0.6111111111111112,0.5833333333333334,0.5333333333333333
1996-08-31,0.5802777777777778,moderate_drought,0.39444444444444443,0.85,0.5583333333333333
1996-09-30,0.5752777777777778,moderate_drought,0.5444444444444444,0.3222222222222222,0.8694444444444445
