date,sm,sm_l1,sm_l2,sm_l3,recharge,runoff,pet,et,precip,smi_percent,ssi,recharge_percent,runoff_percent,pet_percent,et_percent,aridity_index,qsim_monthly_mean,qsim_monthly_min,qsim_monthly_max,qsim_monthly_std,discharge_percent,sdi,drought_class
1991-01-01,0.3978788115957901,0.3978788115957901,2.6362808152804447,,14.843806748548275,32.39853713863916,9.921320288376942,8.730212992798315,33.05826900594276,54.83870967741935,0.1215873827504829,61.29032258064516,48.38709677419355,61.29032258064516,54.83870967741935,0.3001161460266847,6.364685725806452,2.8826339,18.0811002,3.5312851565969274,48.38709677419355,-0.04044050856564621,normal_or_wet
1991-02-01,0.3851123961408494,0.3851123961408494,2.6440313478795923,,4.155871091500886,14.348036632109338,14.145746493661708,11.640441320492299,19.64419562080936,16.129032258064516,-0.9891686273406353,6.451612903225806,6.451612903225806,35.483870967741936,25.806451612903224,0.720098026242262,3.0769697428571425,2.0624269,6.5480293,1.087282105056941,6.451612903225806,-1.5179291595942785,drought
1991-03-01,0.33632175673130005,0.33632175673130005,2.6488656659317065,,5.228106172281997,15.158745321895719,40.08886888563182,30.406217141921395,17.066434960095833,6.451612903225806,-1.5179291595942785,6.451612903225806,6.451612903225806,70.96774193548387,48.38709677419355,2.3489890524509818,2.9122634225806454,1.9475842,8.8160339,1.280532892846752,6.451612903225806,-1.5179291595942785,drought
1991-04-01,0.2812947373072141,0.2812947373072141,2.634723833005978,,3.8549551414853993,12.850315414757743,61.38105186709734,47.15620820220737,29.778305502435106,19.35483870967742,-0.8648943586852831,9.67741935483871,6.451612903225806,29.03225806451613,9.67741935483871,2.0612674506303903,2.578066993333333,1.7995466,5.3309544,0.7792033738556902,9.67741935483871,-1.3001534333634237,drought
1991-05-01,0.27656953800904155,0.27656953800904155,2.6158800465304433,,5.926464185913002,16.25747729695482,83.26551940415365,60.41723217883754,41.050784625511525,80.64516129032258,0.8648943586852829,45.16129032258064,12.903225806451612,6.451612903225806,3.225806451612903,2.0283539075744548,3.215298870967742,1.6884033,13.5246061,2.2478578723162537,19.35483870967742,-0.8648943586852831,normal_or_wet
1991-06-01,0.26250190378115973,0.26250190378115973,2.5738910552687337,,7.267891581856048,22.847869163286237,103.51914637513362,75.58363291817855,92.73312705083275,64.51612903225806,0.37228936046519107,51.61290322580645,48.38709677419355,6.451612903225806,29.03225806451613,1.1163124728705458,4.944808116666667,1.6265595,28.8053964,6.3225825979788794,54.83870967741935,0.1215873827504829,normal_or_wet
1991-07-01,0.24217160862348208,0.24217160862348208,2.531077540328193,,8.569133895697933,19.81441872265435,133.11150926855746,80.92165845907397,34.93793615719777,35.483870967741936,-0.37228936046519107,48.38709677419355,29.03225806451613,67.74193548387096,35.483870967741936,3.8099419687998477,4.0473800483870965,2.2292668,12.8206484,2.261920596871691,29.03225806451613,-0.5524425846467742,normal_or_wet
1991-08-01,0.242329103086458,0.242329103086458,2.4639726964517448,,6.879501432966839,18.06650057756534,104.00765103333613,67.95910608511646,50.84959432875642,38.70967741935484,-0.2868939169230392,51.61290322580645,25.806451612903224,38.70967741935484,35.483870967741936,2.045397852358437,3.487594493548387,1.7601227,13.5026305,2.300583684200968,22.58064516129032,-0.7527287942581701,normal_or_wet
1991-09-01,0.19132615719584659,0.19132615719584659,2.3717264858370375,,1.5949565362952625,8.578731492393908,70.28323165484179,38.90851496766546,16.9597513008709,3.225806451612903,-1.8485962885014091,6.451612903225806,6.451612903225806,80.64516129032258,6.451612903225806,4.1441192390145885,1.72328061,1.2618406,5.4717048,0.7877933055963103,3.225806451612903,-1.8485962885014091,drought
1991-10-01,0.2145395915157178,0.2145395915157178,2.3259173943073423,,1.287944122946157,7.764150870421362,35.01453563636325,21.58467525625939,20.93901353730273,3.225806451612903,-1.8485962885014091,3.225806451612903,3.225806451612903,67.74193548387096,6.451612903225806,1.6722151487215506,1.544138606451613,1.0388389,6.3491857,0.9933776937425612,3.225806451612903,-1.8485962885014091,drought
1991-11-01,0.32374212699218907,0.32374212699218907,2.3546672274668605,,5.144012253580531,14.21516986732082,12.841483590344568,11.646681725312575,47.548057281178636,12.903225806451612,-1.1309776082451584,22.58064516129032,19.35483870967742,35.483870967741936,67.74193548387096,0.2700737806048645,3.053550983333333,1.0599373,7.7724698,1.4924733793240266,22.58064516129032,-0.7527287942581701,drought
1991-12-01,0.36400986292584825,0.36400986292584825,2.416562040896511,,10.828840832781866,29.006079224895213,7.533459314995601,6.766148433007822,85.0596426022607,19.35483870967742,-0.8648943586852831,35.483870967741936,32.25806451612903,38.70967741935484,35.483870967741936,0.08856678777998273,6.001961580645162,1.0812386,21.4104334,5.98721601019689,32.25806451612903,-0.4604945391031163,drought
1992-01-01,0.40007431147505473,0.40007431147505473,2.5745171170415375,,19.29802703683957,42.148443616848255,8.916699958014856,7.655591071381463,62.02637343938142,67.74193548387096,0.46049453910311605,83.87096774193549,64.51612903225806,38.70967741935484,25.806451612903224,0.1437565903595698,8.483736896774193,3.9842076,19.8711512,4.183513056812272,67.74193548387096,0.46049453910311605,normal_or_wet
1992-02-01,0.39517268374591297,0.39517268374591297,2.6344841205799217,,14.57138420792259,32.88298332927028,17.519615960631604,14.748728003478279,57.82921805904001,67.74193548387096,0.46049453910311605,54.83870967741935,41.935483870967744,64.51612903225806,58.06451612903226,0.3029543982895493,6.921096458620689,3.6324576,12.4496569,2.1673752584901513,38.70967741935484,-0.2868939169230392,normal_or_wet
1992-03-01,0.38085633493309323,0.38085633493309323,2.6825657738950537,,17.960192790829055,43.383775955629986,34.877245713329586,31.142007066384334,82.70459708189628,64.51612903225806,0.37228936046519107,58.06451612903226,61.29032258064516,35.483870967741936,54.83870967741935,0.4217086709072921,8.59266895483871,4.4770541,16.0432587,3.486149673030033,61.29032258064516,0.2868939169230392,normal_or_wet
1992-04-01,0.3327192711913836,0.3327192711913836,2.7110128048012627,,11.88240657247508,28.56019127542009,63.517888035483935,49.477232561196054,26.577138886955623,77.41935483870968,0.7527287942581697,74.19354838709677,58.06451612903226,38.70967741935484,38.70967741935484,2.389944542399907,5.773559039999999,3.707909,10.6773916,1.9574881892326692,58.06451612903226,0.20354423153248632,normal_or_wet
1992-05-01,0.2345437037564154,0.2345437037564154,2.6600784007107823,,5.19884627821076,18.033803110673603,115.88635995218694,65.33601098553146,13.019106249237762,35.483870967741936,-0.37228936046519107,38.70967741935484,22.58064516129032,90.32258064516128,22.58064516129032,8.901253107061155,3.429147109677419,2.3426086,7.3309102,1.0014880220616673,22.58064516129032,-0.7527287942581701,normal_or_wet
1992-06-01,0.24695528896361746,0.24695528896361746,2.5578494113387236,,6.037136717699606,22.591861145622413,121.60571465552582,78.52570854366064,73.29496651310502,45.16129032258064,-0.12158738275048318,38.70967741935484,41.935483870967744,61.29032258064516,70.96774193548387,1.65912777426241,4.694631723333333,2.273855,17.7319096,3.324808704883177,41.935483870967744,-0.2035442315324862,normal_or_wet
1992-07-01,0.2962668647657598,0.2962668647657598,2.5420188537307764,,14.360292546669356,39.195950930460484,125.00209323198584,93.5194858999048,127.16118468274402,83.87096774193549,0.9891686273406353,83.87096774193549,80.64516129032258,51.61290322580645,96.7741935483871,0.9830208293816629,7.808494703225807,2.5990899,25.1803108,4.726008820196315,77.41935483870968,0.7527287942581697,normal_or_wet
1992-08-01,0.23755657574626632,0.23755657574626632,2.4908484066505387,,6.997334235340638,23.07043817753733,113.69163136294166,74.73619054917295,64.11885663998092,32.25806451612903,-0.4604945391031163,58.06451612903226,54.83870967741935,77.41935483870968,77.41935483870968,1.7731387819546667,4.646227035483871,2.690544,16.1607415,3.004416212022343,54.83870967741935,0.1215873827504829,normal_or_wet
1992-09-01,0.27779521392654977,0.27779521392654977,2.4723176993375313,,5.951987082713119,17.432741133955204,61.89451084346259,44.6576903947616,23.45692992699165,41.935483870967744,-0.2035442315324862,38.70967741935484,29.03225806451613,51.61290322580645,58.06451612903226,2.6386449989877496,3.5380974066666666,2.2055168,7.3063132,1.4671658866316435,25.806451612903224,-0.6493239131864658,normal_or_wet
1992-10-01,0.2625841236237558,0.2625841236237558,2.4549988338381867,,3.3940403532287418,14.909887042028362,26.869800385624725,20.953909448560697,41.62763842487954,12.903225806451612,-1.1309776082451584,16.129032258064516,16.129032258064516,9.67741935483871,3.225806451612903,0.6454798158707337,2.9802008516129033,1.6701442,10.7309557,1.9807684390513436,16.129032258064516,-0.9891686273406353,drought
1992-11-01,0.3533862826563332,0.3533862826563332,2.499988294139326,,8.584082879729278,21.55444310029994,13.535399351645683,12.489381510548744,48.09180097487421,45.16129032258064,-0.12158738275048318,48.38709677419355,41.935483870967744,58.06451612903226,87.09677419354838,0.281449209163893,4.429287176666667,2.3922758,8.3614925,1.6503537992016963,38.70967741935484,-0.2868939169230392,normal_or_wet
1992-12-01,0.3838473581010177,0.3838473581010177,2.56002995764003,,9.689561377857375,23.543774362101157,7.535390471985778,6.201141908847704,36.01941779905355,38.70967741935484,-0.2868939169230392,25.806451612903224,22.58064516129032,41.935483870967744,12.903225806451612,0.2092035610909785,4.690525961290323,2.5805672,11.8516626,2.3366762106786023,22.58064516129032,-0.7527287942581701,normal_or_wet
1993-01-01,0.3924305917264598,0.3924305917264598,2.6142326956323463,,11.725716079705776,27.393229294681326,11.164733715240144,10.170870803548093,45.77980337683509,25.806451612903224,-0.6493239131864658,41.935483870967744,35.483870967741936,96.7741935483871,96.7741935483871,0.24387902288129049,5.319452193548387,2.530272,9.8289774,2.08415015124306,35.483870967741936,-0.37228936046519107,normal_or_wet
1993-02-01,0.38650409458124135,0.38650409458124135,2.6481227553921802,,7.660442574037462,20.811659140778033,13.438993113376982,11.331841149525626,29.22751249610058,25.806451612903224,-0.6493239131864658,25.806451612903224,16.129032258064516,29.03225806451613,19.35483870967742,0.459806256696322,4.559489328571429,2.7670505,10.467247,2.017001685417374,22.58064516129032,-0.7527287942581701,normal_or_wet
1993-03-01,0.37688356092500186,0.37688356092500186,2.68684736599547,,14.455333248499485,32.34111919846579,34.99608433972064,29.81121015617575,57.81750487924141,54.83870967741935,0.1215873827504829,41.935483870967744,29.03225806451613,41.935483870967744,35.483870967741936,0.6052852749840041,6.125212790322581,3.1288699,10.388554,2.059206578761275,29.03225806451613,-0.5524425846467742,normal_or_wet
1993-04-01,0.3224274097627686,0.3224274097627686,2.696710897101825,,10.653645792553414,25.47805256477361,75.53453765518908,54.22785096065849,38.47403534709701,64.51612903225806,0.37228936046519107,61.29032258064516,45.16129032258064,74.19354838709677,90.32258064516128,1.9632600784853314,5.092662116666667,3.4619927,11.7115873,2.178122239837806,45.16129032258064,-0.12158738275048318,normal_or_wet
1993-05-01,0.23111718624364602,0.23111718624364602,2.625473233233314,,5.164614463726733,19.05611943988808,112.13249362810411,71.17351967522988,47.88901399477822,25.806451612903224,-0.6493239131864658,35.483870967741936,32.25806451612903,70.96774193548387,74.19354838709677,2.3415076710564757,3.7107113612903224,2.2986801,16.3317619,2.633744877640276,32.25806451612903,-0.4604945391031163,normal_or_wet
1993-06-01,0.2855118945006734,0.2855118945006734,2.5876605267228325,,9.723748192651556,26.23570639121436,109.41484916315427,83.93990903028539,82.4715596220138,93.54838709677419,1.517929159594278,80.64516129032258,77.41935483870968,22.58064516129032,87.09677419354838,1.3266979509618564,5.5340691133333335,2.7673172,11.5380532,2.2025155378747976,80.64516129032258,0.8648943586852829,normal_or_wet
1993-07-01,0.2963802881803453,0.2963802881803453,2.5777209718686778,,11.976672874963135,31.634541087155764,112.55556932318872,85.82680663227082,93.47456558439485,87.09677419354838,1.1309776082451584,74.19354838709677,67.74193548387096,19.35483870967742,61.29032258064516,1.2041304350493751,6.31800704516129,3.128702,18.8765249,3.223867657049565,67.74193548387096,0.46049453910311605,normal_or_wet
1993-08-01,0.25014930177290456,0.25014930177290456,2.5567928167472296,,7.375025071935179,22.34566070615339,102.84919196971597,69.5243736434817,50.69943024036976,67.74193548387096,0.46049453910311605,61.29032258064516,48.38709677419355,32.25806451612903,45.16129032258064,2.028606465242318,4.398192119354839,2.3478637,14.6253713,2.51835140249941,41.935483870967744,-0.2035442315324862,normal_or_wet
1993-09-01,0.28620421455297135,0.28620421455297135,2.5389950752491135,,6.787573438395072,19.425296690771628,56.39470260556009,41.91103863071141,37.24626557273982,54.83870967741935,0.1215873827504829,51.61290322580645,38.70967741935484,29.03225806451613,29.03225806451613,1.5141035413449562,4.010702326666666,2.1345776,9.3724806,1.9447818818758345,38.70967741935484,-0.2868939169230392,normal_or_wet
1993-10-01,0.2592605771153647,0.2592605771153647,2.5191624104207144,,3.232780899428832,14.488679916261145,30.548298029247345,21.984370707326267,36.31830728983382,9.67741935483871,-1.3001534333634237,9.67741935483871,12.903225806451612,35.483870967741936,12.903225806451612,0.8411267018988627,2.9467467451612905,1.6422227,9.7189507,2.020994484641654,12.903225806451612,-1.1309776082451584,drought
1993-11-01,0.33527775698888307,0.33527775698888307,2.5443500257376233,,5.544420455003421,16.412651575604865,10.14997424525779,8.719939721685508,30.772409384945902,32.25806451612903,-0.4604945391031163,32.25806451612903,25.806451612903224,3.225806451612903,3.225806451612903,0.32984008883695776,3.3747436066666667,1.9662662,10.3898987,1.9495261369254844,25.806451612903224,-0.6493239131864658,normal_or_wet
1993-12-01,0.3902577902534622,0.3902577902534622,2.63291227254358,,20.443911395620177,53.24001218513924,8.602079279650967,8.271687019635577,121.69112150171148,54.83870967741935,0.1215873827504829,90.32258064516128,90.32258064516128,70.96774193548387,93.54838709677419,0.07068781332194383,10.831154570967742,1.9044902,27.452667,5.738619855651839,90.32258064516128,1.3001534333634226,normal_or_wet
1994-01-01,0.4012071844606052,0.4012071844606052,2.716905019249262,,16.79770725706359,38.505269990512275,10.219852345484524,9.363952315866754,45.7425200363669,74.19354838709677,0.6493239131864654,67.74193548387096,58.06451612903226,70.96774193548387,83.87096774193549,0.22342127931210143,7.589144667741936,4.5047892,13.1807562,2.081307009182591,61.29032258064516,0.2868939169230392,normal_or_wet
1994-02-01,0.39675682990118494,0.39675682990118494,2.7468583643813944,,10.901661260699665,28.049831472635223,13.52661427364243,11.74603932442599,37.07610929822373,70.96774193548387,0.5524425846467744,38.70967741935484,32.25806451612903,32.25806451612903,32.25806451612903,0.36483370368881923,6.104265414285714,3.7562284,10.9439507,1.866989300569445,32.25806451612903,-0.4604945391031163,normal_or_wet
1994-03-01,0.3936056302056813,0.3936056302056813,2.792472386139741,,25.318587079904745,65.90227353465676,37.34429907128195,33.575808094206245,93.5763797581461,93.54838709677419,1.517929159594278,93.54838709677419,87.09677419354838,58.06451612903226,83.87096774193549,0.39907826278170394,13.040787051612902,6.5917873,35.5101373,6.333980735719523,93.54838709677419,1.517929159594278,normal_or_wet
1994-04-01,0.3560292702217107,0.3560292702217107,2.815737107391214,,19.025072873840063,51.409465711164515,62.819488108242986,47.81553340357339,63.5247460301311,90.32258064516128,1.3001534333634226,90.32258064516128,90.32258064516128,35.483870967741936,19.35483870967742,0.9888979025346502,10.621170156666667,4.9911057,29.5493227,6.632040823756137,90.32258064516128,1.3001534333634226,normal_or_wet
1994-05-01,0.2657551538085011,0.2657551538085011,2.7715322200487593,,9.16206445103172,31.480838631709027,98.61988952992893,69.39712183708974,65.18282252606129,70.96774193548387,0.5524425846467744,80.64516129032258,87.09677419354838,32.25806451612903,61.29032258064516,1.5129735980748438,6.3003395935483875,3.6788973,21.0368062,3.3580971196728715,90.32258064516128,1.3001534333634226,normal_or_wet
1994-06-01,0.24974801872949826,0.24974801872949826,2.7189789238765885,,7.80448562176502,25.689385655253595,117.70022845545301,74.67072373644588,44.161608348503165,48.38709677419355,-0.04044050856564621,61.29032258064516,67.74193548387096,45.16129032258064,19.35483870967742,2.6652160747094347,5.333700426666667,3.2583511,12.6200049,2.30599139244882,67.74193548387096,0.46049453910311605,normal_or_wet
1994-07-01,0.21362147889683702,0.21362147889683702,2.59197772856183,,4.715387125950186,19.236270578315654,147.41780079460665,81.21681140051723,36.471989910537644,16.129032258064516,-0.9891686273406353,25.806451612903224,25.806451612903224,93.54838709677419,38.70967741935484,4.041945645307773,3.865392609677419,2.5331123,10.0046312,1.697388919023376,22.58064516129032,-0.7527287942581701,drought
1994-08-01,0.2679683079970244,0.2679683079970244,2.483211173765641,,8.631410221697985,33.49118840505099,103.00399943239007,71.28189317565166,122.24076563923508,77.41935483870968,0.7527287942581697,67.74193548387096,80.64516129032258,35.483870967741936,64.51612903225806,0.8426321521609428,7.4928426741935485,2.2698597,34.370945,6.488539984385565,83.87096774193549,0.9891686273406353,normal_or_wet
1994-09-01,0.3358301718866453,0.3358301718866453,2.553140820485291,,12.842497445817017,31.15395769792507,56.40514993062903,44.29877032337594,44.34854470609901,80.64516129032258,0.8648943586852829,74.19354838709677,70.96774193548387,32.25806451612903,51.61290322580645,1.27186022234619,6.76146942,3.3590238,20.0469659,3.378723914906703,70.96774193548387,0.5524425846467744,normal_or_wet
1994-10-01,0.3021735341912388,0.3021735341912388,2.5600670409553907,,5.512057100714981,18.841126157055776,30.939049514185427,24.622818489761826,31.968624611805488,29.03225806451613,-0.5524425846467742,25.806451612903224,29.03225806451613,45.16129032258064,45.16129032258064,0.9677942010292224,3.9085851741935485,2.4879193,12.4428629,1.875180632450517,32.25806451612903,-0.4604945391031163,normal_or_wet
1994-11-01,0.32542740296344214,0.32542740296344214,2.575420948170038,,7.095503538564867,21.53713874876483,14.478765329044808,11.635730002564246,52.59609632311761,16.129032258064516,-0.9891686273406353,38.70967741935484,38.70967741935484,74.19354838709677,64.51612903225806,0.27528212816586817,4.555447936666667,2.054594,12.1471035,2.5460701568818522,41.935483870967744,-0.2035442315324862,drought
1994-12-01,0.38580688873457253,0.38580688873457253,2.6392544242955465,,14.23715320841973,32.89025255067005,8.871018266834422,8.215132368958018,57.46990972301633,45.16129032258064,-0.12158738275048318,67.74193548387096,45.16129032258064,80.64516129032258,90.32258064516128,0.154359356219445,6.597166058064516,3.9713159,20.7701171,3.1764970486077875,45.16129032258064,-0.12158738275048318,normal_or_wet
1995-01-01,0.39761565616059685,0.39761565616059685,2.6857875480046234,,13.751520597388152,37.32708037887789,9.33018037431281,8.984044962254869,64.2424604192165,51.61290322580645,0.04044050856564621,51.61290322580645,54.83870967741935,54.83870967741935,64.51612903225806,0.14523385800338873,7.259538658064516,2.8732425,24.3992296,5.542002378998071,54.83870967741935,0.1215873827504829,normal_or_wet
